5.391729999999999912e+00	-4.311640000000000264e-03
5.391849999999999810e+00	-4.308539999999999592e-03
5.391969999999999708e+00	-4.305459999999999669e-03
5.392089999999999606e+00	-4.255809999999999628e-03
5.392210000000000392e+00	-4.206159999999999587e-03
5.392330000000000290e+00	-4.308539999999999592e-03
5.392459999999999809e+00	-4.410940000000000347e-03
5.392579999999999707e+00	-4.365090000000000289e-03
5.392699999999999605e+00	-4.319240000000000232e-03
5.392820000000000391e+00	-4.425430000000000162e-03
5.392940000000000289e+00	-4.531620000000000092e-03
5.393060000000000187e+00	-4.470449999999999945e-03
5.393189999999999706e+00	-4.409279999999999797e-03
5.393309999999999604e+00	-4.439330000000000012e-03
5.393430000000000391e+00	-4.469380000000000228e-03
5.393550000000000288e+00	-4.495640000000000400e-03
5.393670000000000186e+00	-4.521879999999999823e-03
5.393790000000000084e+00	-4.548139999999999995e-03
5.393919999999999604e+00	-4.574390000000000227e-03
5.394040000000000390e+00	-4.561680000000000249e-03
5.394160000000000288e+00	-4.548970000000000270e-03
5.394280000000000186e+00	-4.536260000000000292e-03
5.394400000000000084e+00	-4.523550000000000314e-03
5.394519999999999982e+00	-4.501340000000000376e-03
5.394639999999999880e+00	-4.479129999999999570e-03
5.394770000000000287e+00	-4.456909999999999691e-03
5.394890000000000185e+00	-4.434699999999999753e-03
5.395010000000000083e+00	-4.494439999999999720e-03
5.395129999999999981e+00	-4.554199999999999568e-03
5.395249999999999879e+00	-4.461900000000000414e-03
5.395369999999999777e+00	-4.369600000000000393e-03
5.395500000000000185e+00	-4.353329999999999873e-03
5.395620000000000083e+00	-4.337060000000000221e-03
5.395739999999999981e+00	-4.320789999999999700e-03
5.395859999999999879e+00	-4.304510000000000107e-03
5.395979999999999777e+00	-4.326250000000000234e-03
5.396099999999999675e+00	-4.347980000000000421e-03
5.396230000000000082e+00	-4.217679999999999693e-03
5.396349999999999980e+00	-4.087369999999999892e-03
5.396469999999999878e+00	-4.093900000000000143e-03
5.396589999999999776e+00	-4.100430000000000394e-03
5.396709999999999674e+00	-4.015740000000000282e-03
5.396829999999999572e+00	-3.931050000000000169e-03
5.396959999999999980e+00	-3.883530000000000055e-03
5.397079999999999878e+00	-3.836019999999999881e-03
5.397199999999999775e+00	-3.788510000000000141e-03
5.397319999999999673e+00	-3.740999999999999968e-03
5.397439999999999571e+00	-3.687779999999999878e-03
5.397560000000000358e+00	-3.634559999999999787e-03
5.397689999999999877e+00	-3.581350000000000072e-03
5.397809999999999775e+00	-3.528129999999999981e-03
5.397929999999999673e+00	-3.507230000000000070e-03
5.398049999999999571e+00	-3.486319999999999784e-03
5.398170000000000357e+00	-3.465409999999999931e-03
5.398290000000000255e+00	-3.444510000000000020e-03
5.398419999999999774e+00	-3.423600000000000167e-03
5.398539999999999672e+00	-3.402699999999999822e-03
5.398659999999999570e+00	-3.381789999999999970e-03
5.398780000000000356e+00	-3.360880000000000117e-03
5.398900000000000254e+00	-3.332850000000000049e-03
5.399020000000000152e+00	-3.304819999999999980e-03
5.399140000000000050e+00	-3.276779999999999970e-03
5.399269999999999570e+00	-3.248749999999999902e-03
5.399390000000000356e+00	-3.230219999999999793e-03
5.399510000000000254e+00	-3.211680000000000177e-03
5.399630000000000152e+00	-3.193150000000000068e-03
5.399750000000000050e+00	-3.174629999999999900e-03
5.399869999999999948e+00	-3.066769999999999913e-03
5.400000000000000355e+00	-2.958919999999999866e-03
5.400120000000000253e+00	-3.003099999999999867e-03
5.400240000000000151e+00	-3.047289999999999808e-03
5.400360000000000049e+00	-3.034460000000000109e-03
5.400479999999999947e+00	-3.021639999999999916e-03
5.400599999999999845e+00	-2.917579999999999913e-03
5.400730000000000253e+00	-2.813519999999999910e-03
5.400850000000000151e+00	-2.707209999999999825e-03
5.400970000000000049e+00	-2.600889999999999799e-03
5.401089999999999947e+00	-2.494580000000000148e-03
5.401209999999999845e+00	-2.388270000000000063e-03
5.401329999999999742e+00	-2.192630000000000100e-03
5.401460000000000150e+00	-1.996990000000000137e-03
5.401580000000000048e+00	-1.801359999999999897e-03
5.401699999999999946e+00	-1.605719999999999934e-03
5.401819999999999844e+00	-1.276089999999999907e-03
5.401939999999999742e+00	-9.464620000000000194e-04
5.402059999999999640e+00	-6.168340000000000238e-04
5.402190000000000047e+00	-2.872050000000000124e-04
5.402309999999999945e+00	1.260490000000000124e-04
5.402429999999999843e+00	5.393029999999999829e-04
5.402549999999999741e+00	9.525490000000000172e-04
5.402669999999999639e+00	1.365799999999999913e-03
5.402790000000000425e+00	1.933720000000000100e-03
5.402919999999999945e+00	2.501619999999999972e-03
5.403039999999999843e+00	3.069530000000000002e-03
5.403159999999999741e+00	3.637449999999999972e-03
5.403279999999999639e+00	4.273779999999999593e-03
5.403400000000000425e+00	4.910099999999999708e-03
5.403520000000000323e+00	5.546439999999999704e-03
5.403649999999999842e+00	6.182769999999999759e-03
5.403769999999999740e+00	6.918879999999999648e-03
5.403889999999999638e+00	7.654990000000000405e-03
5.404010000000000424e+00	8.391100000000000295e-03
5.404130000000000322e+00	9.127210000000000184e-03
5.404250000000000220e+00	9.935539999999999650e-03
5.404370000000000118e+00	1.074390000000000067e-02
5.404499999999999638e+00	1.170419999999999967e-02
5.404620000000000424e+00	1.266459999999999982e-02
5.404740000000000322e+00	1.378919999999999972e-02
5.404860000000000220e+00	1.491379999999999963e-02
5.404980000000000118e+00	1.625129999999999977e-02
5.405100000000000016e+00	1.758869999999999878e-02
5.405230000000000423e+00	1.912379999999999983e-02
5.405350000000000321e+00	2.065900000000000028e-02
5.405470000000000219e+00	2.258939999999999906e-02
5.405590000000000117e+00	2.451980000000000132e-02
5.405710000000000015e+00	2.684270000000000059e-02
5.405829999999999913e+00	2.916559999999999986e-02
