sep=,
#,X(I),Y(X),Y'(X),Y1(X),Y1'(X),Y2(X),Y2'(X),Y3(X),Y3'(X),
Model,"ARR_DATA(I)","Integral(5.44040184,5.39316392)","","Integral(5.26046627,5.21905797)","","Integral(4.67084105,4.62131936)","","Integral(4.01091143,3.98242444)","",
943,85693.00000000,11.52341971,0.00000000,3.65780759,0.00000000,1.10531842,0.00000000,23.92169131,0.00000000,
944,85785.00000000,11.59942462,0.00000000,3.93346141,0.00000000,1.10037774,0.00000000,23.97660021,0.00000000,
945,85876.00000000,11.56299243,0.00000000,3.89534614,0.00000000,1.14334802,0.00000000,25.13057619,0.00000000,
946,85965.00000000,11.53693911,0.00000000,3.67174026,0.00000000,1.12071497,0.00000000,24.66152329,0.00000000,
947,86054.00000000,11.52890934,0.00000000,3.67237668,0.00000000,1.22406480,0.00000000,24.49484916,0.00000000,
948,86145.00000000,10.91669588,0.00000000,3.71025455,0.00000000,1.25368687,0.00000000,21.03870360,0.00000000,
949,86235.00000000,11.37681682,0.00000000,3.56135690,0.00000000,1.08646741,0.00000000,22.58037920,0.00000000,
950,86328.00000000,10.96936819,0.00000000,3.83842292,0.00000000,1.13102796,0.00000000,21.91496652,0.00000000,
951,86417.00000000,11.49922638,0.00000000,3.83194651,0.00000000,1.02392417,0.00000000,23.40704246,0.00000000,
952,86509.00000000,11.45059498,0.00000000,3.46034300,0.00000000,1.16712869,0.00000000,21.24105965,0.00000000,
953,86598.00000000,11.75449305,0.00000000,3.81197942,0.00000000,1.30508865,0.00000000,21.84613281,0.00000000,
954,86689.00000000,11.35845295,0.00000000,3.76258125,0.00000000,1.14372036,0.00000000,24.45481072,0.00000000,
955,86782.00000000,10.90117051,0.00000000,3.83365291,0.00000000,1.08563796,0.00000000,20.83903475,0.00000000,
956,86870.00000000,10.90760042,0.00000000,3.97204305,0.00000000,1.19591474,0.00000000,22.96420062,0.00000000,
957,86960.00000000,10.30427326,0.00000000,3.81194168,0.00000000,1.15647639,0.00000000,21.36894793,0.00000000,
958,87051.00000000,11.27305173,0.00000000,3.66709613,0.00000000,1.19576936,0.00000000,24.80764190,0.00000000,
959,87145.00000000,11.80841139,0.00000000,3.68711925,0.00000000,1.19398181,0.00000000,22.99362066,0.00000000,
960,87236.00000000,11.32996725,0.00000000,3.68871246,0.00000000,1.18457682,0.00000000,22.25432978,0.00000000,
961,87326.00000000,10.31721040,0.00000000,3.81011297,0.00000000,1.07586611,0.00000000,24.79347993,0.00000000,
962,87416.00000000,10.72173306,0.00000000,3.81047118,0.00000000,1.15728295,0.00000000,23.25249717,0.00000000,
963,87506.00000000,11.28133218,0.00000000,3.81576470,0.00000000,1.19188903,0.00000000,21.94217710,0.00000000,
964,87596.00000000,10.20341843,0.00000000,3.69110190,0.00000000,1.19385409,0.00000000,23.58968853,0.00000000,
965,87687.00000000,11.21112998,0.00000000,3.71337573,0.00000000,1.10819141,0.00000000,22.29493763,0.00000000,
966,87779.00000000,11.23278756,0.00000000,3.84611955,0.00000000,1.19475645,0.00000000,25.05711640,0.00000000,
967,87869.00000000,11.19906674,0.00000000,3.71255392,0.00000000,1.16804663,0.00000000,21.06741602,0.00000000,
968,87959.00000000,11.27529916,0.00000000,3.70945323,0.00000000,1.12575413,0.00000000,22.58569264,0.00000000,
969,88051.00000000,10.12578803,0.00000000,3.57311523,0.00000000,1.04723357,0.00000000,22.66501588,0.00000000,
970,88140.00000000,11.03409158,0.00000000,3.72663510,0.00000000,1.30576651,0.00000000,23.84839465,0.00000000,
971,88230.00000000,10.66612633,0.00000000,3.73631458,0.00000000,1.16392349,0.00000000,23.50967287,0.00000000,
972,88320.00000000,10.64629885,0.00000000,3.79962067,0.00000000,1.29082137,0.00000000,25.39131799,0.00000000,
973,88409.00000000,11.11289102,0.00000000,3.58893113,0.00000000,1.10667491,0.00000000,24.89868119,0.00000000,
974,88502.00000000,11.12685952,0.00000000,3.86259987,0.00000000,1.06965775,0.00000000,20.76700523,0.00000000,
975,88591.00000000,12.07118692,0.00000000,3.85784773,0.00000000,1.27853698,0.00000000,24.34627936,0.00000000,
976,88682.00000000,10.54381677,0.00000000,3.84849649,0.00000000,1.30054380,0.00000000,23.79885828,0.00000000,
977,88778.00000000,11.00976727,0.00000000,3.73741171,0.00000000,1.16878986,0.00000000,25.75383652,0.00000000,
978,88869.00000000,11.34397424,0.00000000,3.72465803,0.00000000,1.31439736,0.00000000,22.66573732,0.00000000,
979,88961.00000000,10.45289575,0.00000000,3.88767469,0.00000000,1.21652637,0.00000000,21.91268183,0.00000000,
980,89053.00000000,10.45039616,0.00000000,3.83396417,0.00000000,1.19712272,0.00000000,22.52523188,0.00000000,
981,89145.00000000,10.86432395,0.00000000,3.87648923,0.00000000,1.21540082,0.00000000,24.11527018,0.00000000,
982,89234.00000000,11.29184604,0.00000000,3.86769824,0.00000000,1.22402602,0.00000000,23.41210876,0.00000000,
983,89328.00000000,10.86938693,0.00000000,3.86806616,0.00000000,1.25208711,0.00000000,21.01366433,0.00000000,
984,89418.00000000,10.93660787,0.00000000,3.74389256,0.00000000,1.28345161,0.00000000,22.33557107,0.00000000,
985,89507.00000000,10.86949252,0.00000000,3.73366567,0.00000000,1.20726558,0.00000000,24.60746209,0.00000000,
986,89599.00000000,10.48519996,0.00000000,3.73253600,0.00000000,1.22176730,0.00000000,23.11253322,0.00000000,
987,89692.00000000,10.30511740,0.00000000,3.72980256,0.00000000,1.16463463,0.00000000,22.91006920,0.00000000,
988,89782.00000000,10.73416389,0.00000000,3.88728653,0.00000000,1.18600839,0.00000000,24.22816715,0.00000000,
989,89874.00000000,10.34234378,0.00000000,3.51530501,0.00000000,1.22082505,0.00000000,23.94296349,0.00000000,
990,89963.00000000,10.79855816,0.00000000,3.74223106,0.00000000,1.26015894,0.00000000,23.98943939,0.00000000,
991,90056.00000000,10.28307829,0.00000000,3.61576668,0.00000000,1.25528300,0.00000000,23.08860402,0.00000000,
992,90148.00000000,10.75071689,0.00000000,3.75177898,0.00000000,1.23892388,0.00000000,21.63191892,0.00000000,
993,90241.00000000,10.26790830,0.00000000,3.88459842,0.00000000,1.22328126,0.00000000,22.23883317,0.00000000,
994,90330.00000000,10.66076983,0.00000000,3.79423358,0.00000000,1.23030016,0.00000000,20.48860648,0.00000000,
995,90423.00000000,10.16871368,0.00000000,3.78467466,0.00000000,1.25562781,0.00000000,21.42976340,0.00000000,
996,90513.00000000,10.71084247,0.00000000,3.76903632,0.00000000,1.21490325,0.00000000,22.32955547,0.00000000,
997,90604.00000000,10.25901091,0.00000000,3.68686831,0.00000000,1.30266500,0.00000000,21.31689497,0.00000000,
998,90697.00000000,10.63530950,0.00000000,3.64138443,0.00000000,1.16379164,0.00000000,22.46073819,0.00000000,
999,90790.00000000,11.05358884,0.00000000,3.74417058,0.00000000,1.19229817,0.00000000,22.84648334,0.00000000,
1000,90879.00000000,10.64043467,0.00000000,3.81076494,0.00000000,1.24357004,0.00000000,23.70027008,0.00000000,
1001,90971.00000000,9.68900393,0.00000000,3.54655380,0.00000000,1.23001658,0.00000000,24.60852052,0.00000000,
1002,91063.00000000,9.82323579,0.00000000,3.80164593,0.00000000,1.27541323,0.00000000,22.26442139,0.00000000,
1003,91159.00000000,10.10385551,0.00000000,3.73772379,0.00000000,1.18358051,0.00000000,23.35599973,0.00000000,
1004,91250.00000000,9.61727408,0.00000000,3.91071665,0.00000000,1.21091508,0.00000000,23.11353051,0.00000000,
1005,91342.00000000,10.52259956,0.00000000,3.90795389,0.00000000,1.15071410,0.00000000,24.28507267,0.00000000,
1006,91435.00000000,10.13281435,0.00000000,3.67225376,0.00000000,1.19557212,0.00000000,20.79628344,0.00000000,
1007,91525.00000000,10.04807717,0.00000000,3.92941540,0.00000000,1.23422914,0.00000000,22.10168263,0.00000000,
1008,91613.00000000,10.47249221,0.00000000,3.91486288,0.00000000,1.25768992,0.00000000,25.37948564,0.00000000,
1009,91705.00000000,9.71343712,0.00000000,3.61774821,0.00000000,1.23420092,0.00000000,28.28552208,0.00000000,
1010,91794.00000000,10.40202619,0.00000000,3.79345382,0.00000000,1.29321436,0.00000000,23.72776717,0.00000000,
1011,91885.00000000,10.00148682,0.00000000,3.92606086,0.00000000,1.22711089,0.00000000,22.86687920,0.00000000,
1012,91978.00000000,10.45696510,0.00000000,3.78464530,0.00000000,1.18922903,0.00000000,24.11742058,0.00000000,
1013,92071.00000000,9.86771263,0.00000000,3.68107616,0.00000000,1.18519049,0.00000000,24.24488252,0.00000000,
1014,92162.00000000,9.49053650,0.00000000,3.96324445,0.00000000,1.18247709,0.00000000,22.69136034,0.00000000,
1015,92255.00000000,10.00669173,0.00000000,3.67903030,0.00000000,1.26227031,0.00000000,23.95832568,0.00000000,
1016,92348.00000000,10.34800366,0.00000000,3.91578860,0.00000000,1.22811956,0.00000000,25.87678386,0.00000000,
1017,92440.00000000,9.87643016,0.00000000,3.80736109,0.00000000,1.20750590,0.00000000,22.93707340,0.00000000,
1018,92532.00000000,9.88159321,0.00000000,3.66103335,0.00000000,1.27784823,0.00000000,23.97022355,0.00000000,
1019,92622.00000000,9.84078473,0.00000000,3.94672436,0.00000000,1.23408945,0.00000000,23.64801408,0.00000000,
1020,92721.00000000,9.41094056,0.00000000,3.64095914,0.00000000,1.14488413,0.00000000,27.79434696,0.00000000,
1021,92813.00000000,10.27064778,0.00000000,4.08502894,0.00000000,1.26719107,0.00000000,24.72003832,0.00000000,
1022,92903.00000000,9.47493216,0.00000000,3.82559933,0.00000000,1.21816093,0.00000000,22.86846681,0.00000000,
1023,92993.00000000,10.21550476,0.00000000,3.94845352,0.00000000,1.26469287,0.00000000,24.74243246,0.00000000,
