#,X(I),Y(X),Y'(X),Y1(X),Y1'(X),Y2(X),Y2'(X),Y3(X),Y3'(X),
Model,"I-1","Integral(5.60000000,5.30000000)","","","","Integral(3.95000000,3.60000000)","","Integral(1.36000000,1.16000000)","",
483,482.00000000,203.15335098,0.00000000,0.00000000,0.00000000,151.32527130,0.00000000,106.10375563,0.00000000,
484,483.00000000,203.94751521,0.00000000,0.00000000,0.00000000,151.24214704,0.00000000,107.00065584,0.00000000,
485,484.00000000,202.52187584,0.00000000,0.00000000,0.00000000,150.25168514,0.00000000,105.08558879,0.00000000,
486,485.00000000,201.98945559,0.00000000,0.00000000,0.00000000,150.60008392,0.00000000,105.38729030,0.00000000,
487,486.00000000,202.66022947,0.00000000,0.00000000,0.00000000,151.09348492,0.00000000,106.49467614,0.00000000,
488,487.00000000,202.16149844,0.00000000,0.00000000,0.00000000,150.74156869,0.00000000,107.02589495,0.00000000,
489,488.00000000,201.88243606,0.00000000,0.00000000,0.00000000,150.73473145,0.00000000,106.76819120,0.00000000,
490,489.00000000,201.75583221,0.00000000,0.00000000,0.00000000,150.72599926,0.00000000,106.36408266,0.00000000,
491,490.00000000,200.15193465,0.00000000,0.00000000,0.00000000,149.70102670,0.00000000,107.45430925,0.00000000,
492,491.00000000,200.70357350,0.00000000,0.00000000,0.00000000,150.51968113,0.00000000,108.58090529,0.00000000,
493,492.00000000,200.02271359,0.00000000,0.00000000,0.00000000,150.21897456,0.00000000,109.82394413,0.00000000,
494,493.00000000,199.80239918,0.00000000,0.00000000,0.00000000,149.13455044,0.00000000,107.74778444,0.00000000,
495,494.00000000,200.25592641,0.00000000,0.00000000,0.00000000,150.21845925,0.00000000,108.03784022,0.00000000,
496,495.00000000,199.23879070,0.00000000,0.00000000,0.00000000,149.51047123,0.00000000,108.52718529,0.00000000,
497,496.00000000,199.34408202,0.00000000,0.00000000,0.00000000,149.12617592,0.00000000,108.20074310,0.00000000,
498,497.00000000,197.68058639,0.00000000,0.00000000,0.00000000,148.31817767,0.00000000,109.95879096,0.00000000,
499,498.00000000,197.35184132,0.00000000,0.00000000,0.00000000,148.16258409,0.00000000,108.95877747,0.00000000,
500,499.00000000,197.38622161,0.00000000,0.00000000,0.00000000,148.59885187,0.00000000,109.87922706,0.00000000,
501,500.00000000,198.10604299,0.00000000,0.00000000,0.00000000,148.69836116,0.00000000,110.65164619,0.00000000,
502,501.00000000,196.76715791,0.00000000,0.00000000,0.00000000,148.01214825,0.00000000,109.42279885,0.00000000,
503,502.00000000,197.03539251,0.00000000,0.00000000,0.00000000,148.84354390,0.00000000,109.23480675,0.00000000,
504,503.00000000,195.96673865,0.00000000,0.00000000,0.00000000,147.75515705,0.00000000,111.99260013,0.00000000,
505,504.00000000,196.21760346,0.00000000,0.00000000,0.00000000,148.01491574,0.00000000,109.74585983,0.00000000,
506,505.00000000,195.60548014,0.00000000,0.00000000,0.00000000,147.06499562,0.00000000,109.94904654,0.00000000,
507,506.00000000,195.84388767,0.00000000,0.00000000,0.00000000,148.25932380,0.00000000,111.68274527,0.00000000,
508,507.00000000,194.36419783,0.00000000,0.00000000,0.00000000,147.43675508,0.00000000,111.87056400,0.00000000,
509,508.00000000,194.08426538,0.00000000,0.00000000,0.00000000,146.92940489,0.00000000,112.31371833,0.00000000,
510,509.00000000,195.17877223,0.00000000,0.00000000,0.00000000,147.77247639,0.00000000,112.54204583,0.00000000,
511,510.00000000,193.61558511,0.00000000,0.00000000,0.00000000,146.72042864,0.00000000,112.61732190,0.00000000,
512,511.00000000,194.34568852,0.00000000,0.00000000,0.00000000,147.15646754,0.00000000,112.88507501,0.00000000,
513,512.00000000,194.20010053,0.00000000,0.00000000,0.00000000,147.51260531,0.00000000,112.75855975,0.00000000,
514,513.00000000,193.65397143,0.00000000,0.00000000,0.00000000,147.44949991,0.00000000,114.82189675,0.00000000,
515,514.00000000,193.39934813,0.00000000,0.00000000,0.00000000,146.99545680,0.00000000,116.74894253,0.00000000,
516,515.00000000,191.47010621,0.00000000,0.00000000,0.00000000,145.50962229,0.00000000,114.79051037,0.00000000,
517,516.00000000,191.46413113,0.00000000,0.00000000,0.00000000,146.59296706,0.00000000,114.95896976,0.00000000,
518,517.00000000,192.29526327,0.00000000,0.00000000,0.00000000,145.74842053,0.00000000,114.23011816,0.00000000,
519,518.00000000,190.36636479,0.00000000,0.00000000,0.00000000,144.67185212,0.00000000,115.23291059,0.00000000,
520,519.00000000,191.64469173,0.00000000,0.00000000,0.00000000,145.97492342,0.00000000,116.97973513,0.00000000,
521,520.00000000,190.62368826,0.00000000,0.00000000,0.00000000,144.72644390,0.00000000,115.47919419,0.00000000,
522,521.00000000,190.45651294,0.00000000,0.00000000,0.00000000,145.55929169,0.00000000,117.40049777,0.00000000,
523,522.00000000,190.19580303,0.00000000,0.00000000,0.00000000,145.96761382,0.00000000,116.38730887,0.00000000,
524,523.00000000,189.11837553,0.00000000,0.00000000,0.00000000,144.38839410,0.00000000,117.41147773,0.00000000,
525,524.00000000,188.46379232,0.00000000,0.00000000,0.00000000,143.97737287,0.00000000,115.99958343,0.00000000,
526,525.00000000,188.74849534,0.00000000,0.00000000,0.00000000,144.36996899,0.00000000,117.46780767,0.00000000,
527,526.00000000,188.63762886,0.00000000,0.00000000,0.00000000,144.13853325,0.00000000,117.10909117,0.00000000,
528,527.00000000,187.28915893,0.00000000,0.00000000,0.00000000,143.43761614,0.00000000,117.54908294,0.00000000,
529,528.00000000,186.96479878,0.00000000,0.00000000,0.00000000,143.52129690,0.00000000,119.66532392,0.00000000,
530,529.00000000,187.03376330,0.00000000,0.00000000,0.00000000,142.67569155,0.00000000,118.37860136,0.00000000,
531,530.00000000,186.83410316,0.00000000,0.00000000,0.00000000,144.27593327,0.00000000,122.03113929,0.00000000,
532,531.00000000,185.16257737,0.00000000,0.00000000,0.00000000,142.08731738,0.00000000,120.01805684,0.00000000,
533,532.00000000,185.94523275,0.00000000,0.00000000,0.00000000,143.48613747,0.00000000,121.72957842,0.00000000,
534,533.00000000,186.07364608,0.00000000,0.00000000,0.00000000,142.08093932,0.00000000,118.42186720,0.00000000,
535,534.00000000,184.59740703,0.00000000,0.00000000,0.00000000,141.50098309,0.00000000,120.81562313,0.00000000,
536,535.00000000,183.75968448,0.00000000,0.00000000,0.00000000,141.02608409,0.00000000,120.89980922,0.00000000,
537,536.00000000,184.16149329,0.00000000,0.00000000,0.00000000,141.81327757,0.00000000,121.41005055,0.00000000,
538,537.00000000,183.76405200,0.00000000,0.00000000,0.00000000,141.43947479,0.00000000,121.28088099,0.00000000,
539,538.00000000,184.48103457,0.00000000,0.00000000,0.00000000,141.65380280,0.00000000,122.27713442,0.00000000,
540,539.00000000,182.81183365,0.00000000,0.00000000,0.00000000,141.07659054,0.00000000,125.84708573,0.00000000,
541,540.00000000,182.63339237,0.00000000,0.00000000,0.00000000,140.71806011,0.00000000,123.79913690,0.00000000,
542,541.00000000,182.24771027,0.00000000,0.00000000,0.00000000,140.76423557,0.00000000,123.27976666,0.00000000,
543,542.00000000,182.68741820,0.00000000,0.00000000,0.00000000,140.74520765,0.00000000,122.65066438,0.00000000,
544,543.00000000,181.09193055,0.00000000,0.00000000,0.00000000,139.79203447,0.00000000,126.13179233,0.00000000,
545,544.00000000,181.69893828,0.00000000,0.00000000,0.00000000,140.51130865,0.00000000,125.81396111,0.00000000,
546,545.00000000,180.15568253,0.00000000,0.00000000,0.00000000,139.22310043,0.00000000,126.24949985,0.00000000,
547,546.00000000,180.73696576,0.00000000,0.00000000,0.00000000,139.32608336,0.00000000,125.81328364,0.00000000,
548,547.00000000,180.05513619,0.00000000,0.00000000,0.00000000,139.47872449,0.00000000,125.75577027,0.00000000,
549,548.00000000,179.79282630,0.00000000,0.00000000,0.00000000,139.21750299,0.00000000,126.32167429,0.00000000,
550,549.00000000,179.73260255,0.00000000,0.00000000,0.00000000,138.83061100,0.00000000,124.64970989,0.00000000,
551,550.00000000,178.31463755,0.00000000,0.00000000,0.00000000,138.24395061,0.00000000,127.19434662,0.00000000,
552,551.00000000,178.40789386,0.00000000,0.00000000,0.00000000,138.26322807,0.00000000,126.84137972,0.00000000,
553,552.00000000,178.25141494,0.00000000,0.00000000,0.00000000,138.96077883,0.00000000,128.64576964,0.00000000,
554,553.00000000,178.49558512,0.00000000,0.00000000,0.00000000,138.51492641,0.00000000,126.33970671,0.00000000,
555,554.00000000,176.33861203,0.00000000,0.00000000,0.00000000,137.12277375,0.00000000,127.44602988,0.00000000,
556,555.00000000,175.75188124,0.00000000,0.00000000,0.00000000,136.76631123,0.00000000,129.46248729,0.00000000,
557,556.00000000,175.86227256,0.00000000,0.00000000,0.00000000,136.69897861,0.00000000,128.66986064,0.00000000,
558,557.00000000,175.95188602,0.00000000,0.00000000,0.00000000,137.19714368,0.00000000,128.94424699,0.00000000,
559,558.00000000,175.27340285,0.00000000,0.00000000,0.00000000,136.09873360,0.00000000,129.88217498,0.00000000,
560,559.00000000,176.05356612,0.00000000,0.00000000,0.00000000,136.96327469,0.00000000,128.42543856,0.00000000,
561,560.00000000,175.33800015,0.00000000,0.00000000,0.00000000,136.85433818,0.00000000,131.05931773,0.00000000,
562,561.00000000,174.71485465,0.00000000,0.00000000,0.00000000,136.26339542,0.00000000,130.37930193,0.00000000,
563,562.00000000,174.35697968,0.00000000,0.00000000,0.00000000,136.29587461,0.00000000,130.63511831,0.00000000,
564,563.00000000,174.72135347,0.00000000,0.00000000,0.00000000,136.71328491,0.00000000,132.73387746,0.00000000,
565,564.00000000,174.41354387,0.00000000,0.00000000,0.00000000,136.33276051,0.00000000,131.51258080,0.00000000,
566,565.00000000,174.96100638,0.00000000,0.00000000,0.00000000,136.70691850,0.00000000,133.22993449,0.00000000,
567,566.00000000,175.24936687,0.00000000,0.00000000,0.00000000,137.32929234,0.00000000,132.51984619,0.00000000,
568,567.00000000,173.86735840,0.00000000,0.00000000,0.00000000,135.94042541,0.00000000,132.21168841,0.00000000,
569,568.00000000,172.87057219,0.00000000,0.00000000,0.00000000,135.14781141,0.00000000,131.63994725,0.00000000,
570,569.00000000,172.85232086,0.00000000,0.00000000,0.00000000,135.56414077,0.00000000,134.00661331,0.00000000,
571,570.00000000,171.36690385,0.00000000,0.00000000,0.00000000,134.04213939,0.00000000,133.56259257,0.00000000,
572,571.00000000,173.22285947,0.00000000,0.00000000,0.00000000,135.62330994,0.00000000,133.32979072,0.00000000,
573,572.00000000,171.88650805,0.00000000,0.00000000,0.00000000,134.83794332,0.00000000,133.52761812,0.00000000,
574,573.00000000,171.75867672,0.00000000,0.00000000,0.00000000,135.17559836,0.00000000,135.37882237,0.00000000,
575,574.00000000,170.16966529,0.00000000,0.00000000,0.00000000,133.81045217,0.00000000,134.22198276,0.00000000,
576,575.00000000,169.44737556,0.00000000,0.00000000,0.00000000,133.93549054,0.00000000,133.29061685,0.00000000,
577,576.00000000,169.34051604,0.00000000,0.00000000,0.00000000,133.64010263,0.00000000,136.32773097,0.00000000,
578,577.00000000,170.22956724,0.00000000,0.00000000,0.00000000,133.70774435,0.00000000,134.84134856,0.00000000,
579,578.00000000,169.63543087,0.00000000,0.00000000,0.00000000,133.54690678,0.00000000,137.09984704,0.00000000,
580,579.00000000,168.28006588,0.00000000,0.00000000,0.00000000,132.73401184,0.00000000,138.04159965,0.00000000,
581,580.00000000,168.25621729,0.00000000,0.00000000,0.00000000,132.87936587,0.00000000,136.80407269,0.00000000,
582,581.00000000,167.38504426,0.00000000,0.00000000,0.00000000,132.86245185,0.00000000,137.99789390,0.00000000,
583,582.00000000,168.44179980,0.00000000,0.00000000,0.00000000,133.40903138,0.00000000,138.47434821,0.00000000,
584,583.00000000,166.85288488,0.00000000,0.00000000,0.00000000,131.98974193,0.00000000,139.73904090,0.00000000,
585,584.00000000,166.08433892,0.00000000,0.00000000,0.00000000,131.36466719,0.00000000,138.84209088,0.00000000,
586,585.00000000,167.73044306,0.00000000,0.00000000,0.00000000,133.19914941,0.00000000,139.86281031,0.00000000,
587,586.00000000,166.93821859,0.00000000,0.00000000,0.00000000,132.49305262,0.00000000,139.54097625,0.00000000,
588,587.00000000,166.08706492,0.00000000,0.00000000,0.00000000,132.17597182,0.00000000,141.16631223,0.00000000,
589,588.00000000,165.65408015,0.00000000,0.00000000,0.00000000,131.58777196,0.00000000,140.79695978,0.00000000,
590,589.00000000,165.56620873,0.00000000,0.00000000,0.00000000,131.74944920,0.00000000,140.93278651,0.00000000,
591,590.00000000,166.07135573,0.00000000,0.00000000,0.00000000,131.54090623,0.00000000,140.93320385,0.00000000,
592,591.00000000,164.05235190,0.00000000,0.00000000,0.00000000,130.47876078,0.00000000,140.54602021,0.00000000,
593,592.00000000,164.95372392,0.00000000,0.00000000,0.00000000,130.64925924,0.00000000,140.53255314,0.00000000,
594,593.00000000,164.00608573,0.00000000,0.00000000,0.00000000,130.21132118,0.00000000,141.94410440,0.00000000,
595,594.00000000,164.77384568,0.00000000,0.00000000,0.00000000,131.06641490,0.00000000,141.44660379,0.00000000,
596,595.00000000,165.02325760,0.00000000,0.00000000,0.00000000,131.40301923,0.00000000,142.50638763,0.00000000,
597,596.00000000,163.84204158,0.00000000,0.00000000,0.00000000,130.18545044,0.00000000,140.18205733,0.00000000,
598,597.00000000,163.44392132,0.00000000,0.00000000,0.00000000,129.78472599,0.00000000,143.32903565,0.00000000,
599,598.00000000,162.40403475,0.00000000,0.00000000,0.00000000,129.48185809,0.00000000,143.25930674,0.00000000,
600,599.00000000,162.24417954,0.00000000,0.00000000,0.00000000,129.24082215,0.00000000,143.76283895,0.00000000,
601,600.00000000,163.70384169,0.00000000,0.00000000,0.00000000,130.64388239,0.00000000,144.26069029,0.00000000,
602,601.00000000,161.15027922,0.00000000,0.00000000,0.00000000,128.60796309,0.00000000,145.33445137,0.00000000,
603,602.00000000,161.90442314,0.00000000,0.00000000,0.00000000,129.26525411,0.00000000,144.54169994,0.00000000,
604,603.00000000,161.06295000,0.00000000,0.00000000,0.00000000,128.56623118,0.00000000,144.77954126,0.00000000,
605,604.00000000,160.02958064,0.00000000,0.00000000,0.00000000,127.44633814,0.00000000,144.50855470,0.00000000,
606,605.00000000,161.27767848,0.00000000,0.00000000,0.00000000,128.74915583,0.00000000,145.25836156,0.00000000,
607,606.00000000,159.81627934,0.00000000,0.00000000,0.00000000,127.64208595,0.00000000,146.22058751,0.00000000,
608,607.00000000,159.85537049,0.00000000,0.00000000,0.00000000,128.15688859,0.00000000,146.71148424,0.00000000,
609,608.00000000,161.03362421,0.00000000,0.00000000,0.00000000,129.05254134,0.00000000,146.64328316,0.00000000,
610,609.00000000,160.50470655,0.00000000,0.00000000,0.00000000,128.58644396,0.00000000,147.35838601,0.00000000,
611,610.00000000,158.90821101,0.00000000,0.00000000,0.00000000,127.00068294,0.00000000,147.87249555,0.00000000,
612,611.00000000,157.74641372,0.00000000,0.00000000,0.00000000,126.14486821,0.00000000,147.53143061,0.00000000,
613,612.00000000,158.83319386,0.00000000,0.00000000,0.00000000,127.31834971,0.00000000,145.65411384,0.00000000,
614,613.00000000,157.38951318,0.00000000,0.00000000,0.00000000,126.59067723,0.00000000,148.46602343,0.00000000,
615,614.00000000,157.98482504,0.00000000,0.00000000,0.00000000,126.80299447,0.00000000,148.87859598,0.00000000,
616,615.00000000,158.33996487,0.00000000,0.00000000,0.00000000,127.38519269,0.00000000,150.20143486,0.00000000,
617,616.00000000,157.62869109,0.00000000,0.00000000,0.00000000,126.50522999,0.00000000,148.68751862,0.00000000,
618,617.00000000,157.74730073,0.00000000,0.00000000,0.00000000,127.02008471,0.00000000,149.40044441,0.00000000,
619,618.00000000,156.63759122,0.00000000,0.00000000,0.00000000,125.72383398,0.00000000,150.67742601,0.00000000,
620,619.00000000,158.39033198,0.00000000,0.00000000,0.00000000,128.08965793,0.00000000,151.44836746,0.00000000,
621,620.00000000,156.75845653,0.00000000,0.00000000,0.00000000,126.66363380,0.00000000,150.36852970,0.00000000,
622,621.00000000,157.16913985,0.00000000,0.00000000,0.00000000,126.24786081,0.00000000,151.41707873,0.00000000,
623,622.00000000,156.68192752,0.00000000,0.00000000,0.00000000,126.55032350,0.00000000,151.07083794,0.00000000,
624,623.00000000,156.46719768,0.00000000,0.00000000,0.00000000,126.53971760,0.00000000,152.80774030,0.00000000,
625,624.00000000,156.14433062,0.00000000,0.00000000,0.00000000,126.25564184,0.00000000,150.18457343,0.00000000,
626,625.00000000,156.67281201,0.00000000,0.00000000,0.00000000,127.21543540,0.00000000,152.65157700,0.00000000,
627,626.00000000,154.56391420,0.00000000,0.00000000,0.00000000,124.95256360,0.00000000,152.86558888,0.00000000,
628,627.00000000,153.71954020,0.00000000,0.00000000,0.00000000,123.97929372,0.00000000,153.04461214,0.00000000,
629,628.00000000,153.15199029,0.00000000,0.00000000,0.00000000,123.97759840,0.00000000,153.81232643,0.00000000,
630,629.00000000,154.14922323,0.00000000,0.00000000,0.00000000,124.73927089,0.00000000,152.72597278,0.00000000,
631,630.00000000,153.57832738,0.00000000,0.00000000,0.00000000,123.92391543,0.00000000,152.89957695,0.00000000,
632,631.00000000,153.91062382,0.00000000,0.00000000,0.00000000,124.29197058,0.00000000,154.52948579,0.00000000,
633,632.00000000,153.35328887,0.00000000,0.00000000,0.00000000,123.93180020,0.00000000,154.40395442,0.00000000,
634,633.00000000,153.11331456,0.00000000,0.00000000,0.00000000,124.09582020,0.00000000,155.32825572,0.00000000,
635,634.00000000,152.23754158,0.00000000,0.00000000,0.00000000,123.90897731,0.00000000,155.59711236,0.00000000,
636,635.00000000,150.95025972,0.00000000,0.00000000,0.00000000,122.19672618,0.00000000,155.21023543,0.00000000,
637,636.00000000,151.50908125,0.00000000,0.00000000,0.00000000,122.34222438,0.00000000,155.20721449,0.00000000,
638,637.00000000,151.52458412,0.00000000,0.00000000,0.00000000,122.53840462,0.00000000,155.37997768,0.00000000,
639,638.00000000,151.73770354,0.00000000,0.00000000,0.00000000,123.13655720,0.00000000,155.62320701,0.00000000,
640,639.00000000,151.67964074,0.00000000,0.00000000,0.00000000,123.40822993,0.00000000,157.24580809,0.00000000,
641,640.00000000,152.07667389,0.00000000,0.00000000,0.00000000,123.35007828,0.00000000,155.34528724,0.00000000,
642,641.00000000,149.50635340,0.00000000,0.00000000,0.00000000,121.04252876,0.00000000,155.62309067,0.00000000,
643,642.00000000,149.97068285,0.00000000,0.00000000,0.00000000,121.93569274,0.00000000,156.48683488,0.00000000,
644,643.00000000,148.90518163,0.00000000,0.00000000,0.00000000,121.08106462,0.00000000,157.36325156,0.00000000,
645,644.00000000,150.28386579,0.00000000,0.00000000,0.00000000,122.18048843,0.00000000,158.18102228,0.00000000,
646,645.00000000,149.54591760,0.00000000,0.00000000,0.00000000,121.52481318,0.00000000,157.44005148,0.00000000,
647,646.00000000,150.36590706,0.00000000,0.00000000,0.00000000,122.69569773,0.00000000,159.05162821,0.00000000,
648,647.00000000,149.26262575,0.00000000,0.00000000,0.00000000,121.31014932,0.00000000,158.22889463,0.00000000,
649,648.00000000,148.55777607,0.00000000,0.00000000,0.00000000,120.58477310,0.00000000,156.45058655,0.00000000,
650,649.00000000,148.62179513,0.00000000,0.00000000,0.00000000,121.20656035,0.00000000,158.83545266,0.00000000,
651,650.00000000,148.74579084,0.00000000,0.00000000,0.00000000,120.59474800,0.00000000,158.45667691,0.00000000,
652,651.00000000,148.87091289,0.00000000,0.00000000,0.00000000,121.50618970,0.00000000,160.20159860,0.00000000,
653,652.00000000,148.38930851,0.00000000,0.00000000,0.00000000,121.34390928,0.00000000,159.61156408,0.00000000,
654,653.00000000,148.96036426,0.00000000,0.00000000,0.00000000,121.30361571,0.00000000,160.14174607,0.00000000,
655,654.00000000,147.55616691,0.00000000,0.00000000,0.00000000,120.33717957,0.00000000,161.10003699,0.00000000,
656,655.00000000,147.23969952,0.00000000,0.00000000,0.00000000,119.87419528,0.00000000,160.63502915,0.00000000,
657,656.00000000,148.00002184,0.00000000,0.00000000,0.00000000,121.09884042,0.00000000,160.53877724,0.00000000,
658,657.00000000,148.47613706,0.00000000,0.00000000,0.00000000,121.35134276,0.00000000,161.67868196,0.00000000,
659,658.00000000,148.60741680,0.00000000,0.00000000,0.00000000,120.78780100,0.00000000,161.39831966,0.00000000,
660,659.00000000,147.37028182,0.00000000,0.00000000,0.00000000,120.08002631,0.00000000,161.34927255,0.00000000,
661,660.00000000,146.91416480,0.00000000,0.00000000,0.00000000,120.47749862,0.00000000,162.06505967,0.00000000,
662,661.00000000,146.99661645,0.00000000,0.00000000,0.00000000,119.93591339,0.00000000,162.32560939,0.00000000,
663,662.00000000,146.82116697,0.00000000,0.00000000,0.00000000,120.11955513,0.00000000,163.65559990,0.00000000,
664,663.00000000,146.26959661,0.00000000,0.00000000,0.00000000,119.58385866,0.00000000,163.13647904,0.00000000,
665,664.00000000,146.05071042,0.00000000,0.00000000,0.00000000,119.31275171,0.00000000,163.27442689,0.00000000,
666,665.00000000,146.34175357,0.00000000,0.00000000,0.00000000,119.36459001,0.00000000,164.10896163,0.00000000,
667,666.00000000,145.53506460,0.00000000,0.00000000,0.00000000,119.01048515,0.00000000,164.27534577,0.00000000,
668,667.00000000,145.51831048,0.00000000,0.00000000,0.00000000,119.08091005,0.00000000,164.75329603,0.00000000,
669,668.00000000,145.68893771,0.00000000,0.00000000,0.00000000,119.05983407,0.00000000,163.01388782,0.00000000,
670,669.00000000,145.43642944,0.00000000,0.00000000,0.00000000,118.58884463,0.00000000,162.64626968,0.00000000,
671,670.00000000,144.46973813,0.00000000,0.00000000,0.00000000,118.36483634,0.00000000,164.68947739,0.00000000,
672,671.00000000,143.92107324,0.00000000,0.00000000,0.00000000,118.63485605,0.00000000,165.07475344,0.00000000,
673,672.00000000,143.54524393,0.00000000,0.00000000,0.00000000,117.83734790,0.00000000,166.07956458,0.00000000,
674,673.00000000,143.54854299,0.00000000,0.00000000,0.00000000,117.89183861,0.00000000,165.71686834,0.00000000,
675,674.00000000,144.78487830,0.00000000,0.00000000,0.00000000,118.71451012,0.00000000,164.68354380,0.00000000,
676,675.00000000,142.99835038,0.00000000,0.00000000,0.00000000,117.65637775,0.00000000,166.17342592,0.00000000,
677,676.00000000,142.52734681,0.00000000,0.00000000,0.00000000,117.01546591,0.00000000,165.27138842,0.00000000,
678,677.00000000,143.28542447,0.00000000,0.00000000,0.00000000,117.96425130,0.00000000,167.27246563,0.00000000,
679,678.00000000,142.92045562,0.00000000,0.00000000,0.00000000,117.49091299,0.00000000,167.43215079,0.00000000,
680,679.00000000,141.98763173,0.00000000,0.00000000,0.00000000,117.19223160,0.00000000,168.11245877,0.00000000,
681,680.00000000,142.60693062,0.00000000,0.00000000,0.00000000,117.15001215,0.00000000,166.56974848,0.00000000,
682,681.00000000,142.42667099,0.00000000,0.00000000,0.00000000,117.70732364,0.00000000,168.82133949,0.00000000,
683,682.00000000,142.43541463,0.00000000,0.00000000,0.00000000,117.59028883,0.00000000,167.76997704,0.00000000,
684,683.00000000,140.66092517,0.00000000,0.00000000,0.00000000,116.19269760,0.00000000,169.48415272,0.00000000,
685,684.00000000,142.13859340,0.00000000,0.00000000,0.00000000,117.11970422,0.00000000,168.06212559,0.00000000,
686,685.00000000,142.41754033,0.00000000,0.00000000,0.00000000,117.52219314,0.00000000,167.72294417,0.00000000,
687,686.00000000,139.70492231,0.00000000,0.00000000,0.00000000,115.13172623,0.00000000,169.17778927,0.00000000,
688,687.00000000,140.88713136,0.00000000,0.00000000,0.00000000,116.63292010,0.00000000,169.36320217,0.00000000,
689,688.00000000,140.96890836,0.00000000,0.00000000,0.00000000,116.36912075,0.00000000,167.66195345,0.00000000,
690,689.00000000,140.68479638,0.00000000,0.00000000,0.00000000,115.68185161,0.00000000,170.01688054,0.00000000,
691,690.00000000,140.10076040,0.00000000,0.00000000,0.00000000,115.68430229,0.00000000,169.73959957,0.00000000,
692,691.00000000,140.20269737,0.00000000,0.00000000,0.00000000,115.87533990,0.00000000,169.63526121,0.00000000,
693,692.00000000,139.62271610,0.00000000,0.00000000,0.00000000,114.84046741,0.00000000,167.12894310,0.00000000,
694,693.00000000,140.46989512,0.00000000,0.00000000,0.00000000,116.11761260,0.00000000,170.71806124,0.00000000,
695,694.00000000,139.82698118,0.00000000,0.00000000,0.00000000,115.47318072,0.00000000,171.41330672,0.00000000,
696,695.00000000,139.43322666,0.00000000,0.00000000,0.00000000,115.39927838,0.00000000,171.38618451,0.00000000,
697,696.00000000,140.15561664,0.00000000,0.00000000,0.00000000,115.50080516,0.00000000,170.22678365,0.00000000,
698,697.00000000,139.95585108,0.00000000,0.00000000,0.00000000,115.55119119,0.00000000,170.55073113,0.00000000,
699,698.00000000,139.95949310,0.00000000,0.00000000,0.00000000,115.12127101,0.00000000,171.48881169,0.00000000,
700,699.00000000,139.44725150,0.00000000,0.00000000,0.00000000,115.09090545,0.00000000,171.86529266,0.00000000,
701,700.00000000,139.06007856,0.00000000,0.00000000,0.00000000,115.19702556,0.00000000,171.51887246,0.00000000,
702,701.00000000,139.00104145,0.00000000,0.00000000,0.00000000,114.50722081,0.00000000,171.41286802,0.00000000,
703,702.00000000,139.39566307,0.00000000,0.00000000,0.00000000,115.44911670,0.00000000,172.41725304,0.00000000,
704,703.00000000,138.20744746,0.00000000,0.00000000,0.00000000,114.62813495,0.00000000,173.11108014,0.00000000,
705,704.00000000,137.70435279,0.00000000,0.00000000,0.00000000,114.48659828,0.00000000,173.92332965,0.00000000,
706,705.00000000,137.40264742,0.00000000,0.00000000,0.00000000,114.18531737,0.00000000,173.90819313,0.00000000,
707,706.00000000,137.48931906,0.00000000,0.00000000,0.00000000,113.89014583,0.00000000,173.24521444,0.00000000,
708,707.00000000,137.53296337,0.00000000,0.00000000,0.00000000,113.40438029,0.00000000,173.83936658,0.00000000,
709,708.00000000,136.99944528,0.00000000,0.00000000,0.00000000,113.11789847,0.00000000,173.39205001,0.00000000,
710,709.00000000,137.59322101,0.00000000,0.00000000,0.00000000,113.57346659,0.00000000,175.67255298,0.00000000,
711,710.00000000,137.53558608,0.00000000,0.00000000,0.00000000,114.03310946,0.00000000,174.22774724,0.00000000,
712,711.00000000,136.60756884,0.00000000,0.00000000,0.00000000,113.27019508,0.00000000,174.19747888,0.00000000,
713,712.00000000,136.22836776,0.00000000,0.00000000,0.00000000,113.25949858,0.00000000,175.83860555,0.00000000,
714,713.00000000,137.19158824,0.00000000,0.00000000,0.00000000,113.78536214,0.00000000,175.43665501,0.00000000,
715,714.00000000,136.00134673,0.00000000,0.00000000,0.00000000,112.80790691,0.00000000,175.57116391,0.00000000,
716,715.00000000,136.19927947,0.00000000,0.00000000,0.00000000,113.04418184,0.00000000,175.62091415,0.00000000,
717,716.00000000,136.28168766,0.00000000,0.00000000,0.00000000,112.85515374,0.00000000,175.26723278,0.00000000,
718,717.00000000,136.08037737,0.00000000,0.00000000,0.00000000,112.67434225,0.00000000,175.17784655,0.00000000,
719,718.00000000,135.81157719,0.00000000,0.00000000,0.00000000,113.36039483,0.00000000,177.65767979,0.00000000,
720,719.00000000,135.34564477,0.00000000,0.00000000,0.00000000,111.97699478,0.00000000,175.26221261,0.00000000,
721,720.00000000,135.27650530,0.00000000,0.00000000,0.00000000,112.49184977,0.00000000,177.47950711,0.00000000,
722,721.00000000,135.19797731,0.00000000,0.00000000,0.00000000,112.41810220,0.00000000,177.45827072,0.00000000,
723,722.00000000,135.71339000,0.00000000,0.00000000,0.00000000,113.02259672,0.00000000,176.10665857,0.00000000,
724,723.00000000,133.82908104,0.00000000,0.00000000,0.00000000,111.52733383,0.00000000,176.03250165,0.00000000,
725,724.00000000,135.31438511,0.00000000,0.00000000,0.00000000,112.44808617,0.00000000,177.40502956,0.00000000,
