;produkt;produkt;produkt;produkt;silan;silan;silan;heksen;heksen;heksen;heksen;heksen;all;product sum;silane sum;hexene sum
czas (s);Integral(3,343730,3,256018);Integral(3,722376,3,681636);Integral(3,756886,3,722376);Integral(4,078496,3,994139);Integral(3,406997,3,343730);Integral(3,832615,3,756886);Integral(6,564104,6,422073);Integral(3,679897,3,599926);Integral(4,129027,4,079348);Integral(4,857709,4,668059);Integral(7,838666,7,616258);Integral(8,647265,8,440374);Integral(10,387961,2,952301);;;
3605;652,527;276,688;413,81;398,997;140,984;513,554;2,06473;183,915;409,905;61,194;46,7189;9,88183;7264,32;1742,022;656,60273;711,61473
3610;655,103;277,454;418,971;400,865;139,945;506,77;2,03955;187,065;406,697;60,1824;45,9692;7,85085;7262,31;1752,393;648,75455;707,76445
3615;652,883;275,842;417,055;397,784;141,974;511,773;2,02064;184,109;409,021;60,6292;45,8785;8,18959;7260,1;1743,564;655,76764;707,82729
3620;652,847;276,468;415,722;398,673;140,841;511,575;2,09069;184,356;409,388;60,7188;46,293;9,01436;7259,3;1743,71;654,50669;709,77016
3625;654,599;276,96;416,996;400,476;140,312;509,867;1,91183;184,769;407,98;60,4711;45,8472;8,71064;7263,71;1749,031;652,09083;707,77794
3630;662,588;280,836;422,522;403,65;137,254;496,888;1,93709;194,818;401,344;56,5832;47,0723;10,0289;7277,9;1769,596;636,07909;709,8464
3635;655,023;276,234;418,596;398,705;141,606;509,972;1,91049;184,529;408,231;60,0962;45,915;8,22111;7261,95;1748,558;653,48849;706,99231
3640;663,352;283,241;419,739;404,885;134,56;495,008;1,92006;196,997;401,369;56,5697;46,9144;9,7567;7271,78;1771,217;631,48806;711,6068
3645;663,99;283,49;421,722;405,483;134,496;493,429;1,82049;196,742;400,775;56,5578;47,0594;10,3785;7274,76;1774,685;629,74549;711,5127
3650;664,677;283,379;421,064;405,585;134,872;495,014;1,71992;195,486;401,134;56,7002;46,7743;9,92595;7275,71;1774,705;631,60592;710,02045
3655;655,875;276,762;414,875;399,787;140,403;512,818;1,8217;183,655;408,291;60,2306;45,4877;8,38065;7259,89;1747,299;655,0427;706,04495
3660;656,899;277,911;415,015;400,634;139,004;510,038;1,83849;185,638;407,784;60,167;45,5589;8,05219;7257,31;1750,459;650,88049;707,20009
3665;654,7;276,095;414,785;398,212;140,557;512,131;1,78101;183,891;408,554;60,1973;45,7639;8,26579;7247,89;1743,792;654,46901;706,67199
3670;659,932;280,377;417,22;401,085;135,262;496,32;1,80708;193,332;400,092;56,1407;46,1932;9,9296;7233,56;1758,614;633,38908;705,6875
3675;659,498;279,555;419,684;402,31;139,068;508,877;1,71406;186,649;409,304;60,4313;45,6196;7,95369;7287,24;1761,047;649,65906;709,95759
3680;666,185;283,397;422,845;406,029;135,266;496,138;1,70569;196,403;402,395;56,7092;46,7252;9,85986;7292;1778,456;633,10969;712,09226
3685;657,062;277,414;417,124;399,368;140,887;513,675;1,53506;186,35;411,87;60,2219;45,4563;8,56652;7284,04;1750,968;656,09706;712,46472
3690;660,261;279,406;421,313;401,889;138,976;506,889;1,47147;187,549;408,756;59,1988;45,7687;8,44751;7286,55;1762,869;647,33647;709,72001
3695;658,224;277,781;419,129;400,786;140,129;511,762;1,57899;183,521;410,991;60,2476;45,2421;8,43891;7280,28;1755,92;653,46999;708,44061
3700;659,612;279,032;418,499;401,73;138,484;508,942;1,52951;187,043;409,708;59,5869;45,0734;8,04795;7278,22;1758,873;648,95551;709,45925
3705;661,475;279,711;420,487;402,406;138,292;506,861;1,45598;188,908;408,624;58,9704;45,5017;8,36041;7285,57;1764,079;646,60898;710,36451
3710;661,061;280,902;419,075;404,419;136,471;506,271;1,43853;187,706;409,271;59,6819;45,4071;8,3695;7283,4;1765,457;644,18053;710,4355
3715;658,84;278,808;417,406;401,49;139,194;512,194;1,32928;184,44;411,321;60,3417;45,7971;9,22745;7284,2;1756,544;652,71728;711,12725
3720;661,235;280,185;420,832;403,841;136,836;505,101;1,39632;189,123;408,928;59,2975;45,0054;7,98032;7281,84;1766,093;643,33332;710,33422
3725;659,68;279,295;417,065;401,772;138,486;511,699;1,32723;185,276;410,795;59,7822;45,2149;8,77556;7281,36;1757,812;651,51223;709,84366
3730;663,57;281,762;420,537;404,822;135,814;503,329;1,31024;190,124;407,249;58,0534;45,5593;8,59227;7285,86;1770,691;640,45324;709,57797
3735;661,139;279,924;420,886;402,729;137,372;506,189;1,43111;186,578;409,217;58,925;45,1034;7,8218;7278,3;1764,678;644,99211;707,6452
3740;664,103;282,953;420,913;405,963;133,913;499,875;1,34587;191,977;406,748;58,3214;45,442;8,47098;7280,08;1773,932;635,13387;710,95938
3745;668,52;283,963;422,825;406,381;134,38;497,365;1,38648;194,245;403,477;56,1555;45,7634;8,86467;7290,81;1781,689;633,13148;708,50557
3750;662,016;280,009;420,385;402,606;137,668;508,131;1,29605;186,821;410,469;59,3086;44,9609;7,78129;7285,22;1765,016;647,09505;709,34079
3755;670,825;285,757;422,853;407,709;132,791;494,374;1,35119;197,315;402,778;55,2251;46,3017;9,84586;7296,83;1787,144;628,51619;711,46566
3760;659,777;277,323;419,216;400,281;140,28;514,155;1,17336;179,903;411,954;59,541;44,9544;8,95115;7283,18;1756,597;655,60836;705,30355
3765;659,299;276,974;418,815;398,44;140,718;515,045;1,26471;181,542;413,788;59,5882;44,578;8,28229;7280,1;1753,528;657,02771;707,77849
3770;660,345;278,057;419,254;398,746;140,021;513,27;1,16564;184,298;413,426;59,1673;44,6867;7,7389;7282,96;1756,402;654,45664;709,3169
3775;664,061;281,567;419,42;404,378;135,539;505,98;1,24767;187,537;409,355;58,9211;44,921;7,7504;7281,56;1769,426;642,76667;708,4845
3780;661,857;279,184;419,988;401,752;137,979;508,734;1,11157;184,681;410,518;58,9147;44,5931;7,57133;7275,81;1762,781;647,82457;706,27813
3785;668,503;283,543;423,309;404,793;134,632;498,921;1,22395;193,864;406,316;55,9956;45,439;9,34513;7294,1;1780,148;634,77695;710,95973
3790;661,293;279,185;418,508;401,01;138,16;511,767;1,04;184,862;412,658;59,4976;44,4729;7,3292;7280,76;1759,996;650,967;708,8197
3795;669,85;284,445;422,6;404,996;133,339;497,118;1,08693;195,17;405,469;55,0994;45,8953;9,94561;7291,74;1781,891;631,54393;711,57931
3800;663,715;280,907;419,326;403,937;135,748;506,286;1,06123;186,706;409,926;58,979;44,2601;8,02304;7276,95;1767,885;643,09523;707,89414
3805;663,504;279,923;420,114;401,612;137,468;509,668;1,04245;185,467;411,332;58,6781;44,4482;7,7373;7284,63;1765,153;648,17845;707,6626
3810;665,715;281,549;420,91;404,077;135,558;505,835;0,999415;187,459;409,567;58,4033;44,5054;7,93656;7285,81;1772,251;642,392415;707,87126
3815;671,688;285,087;422,994;407,093;132,45;496,138;1,01178;195,257;403,893;55,0415;45,5334;9,78437;7294,24;1786,862;629,59978;709,50927
3820;660,958;278,23;416,479;399,915;138,781;515,856;1,06674;181,494;414,329;59,6593;44,7633;9,1905;7281,31;1755,582;655,70374;709,4361
3825;664,241;280,767;420,116;403,641;135,888;508,007;0,890593;184,524;411,41;58,8482;44,4185;7,38641;7283,14;1768,765;644,785593;706,58711
3830;663,111;279,405;420,173;401,152;137,37;510,564;0,78177;184,863;412,894;58,7098;43,9542;7,61063;7282,87;1763,841;648,71577;708,03163
3835;665,366;282,514;421,008;404,98;134,247;503,779;0,85072;188,417;409,639;58,3318;44,3136;7,90181;7282,72;1773,868;638,87672;708,60321
3840;673,013;286,822;422,896;408,24;130,955;493,86;0,869294;195,267;403,514;54,6203;45,5417;9,38333;7291,76;1790,971;625,684294;708,32633
3845;664,245;279,624;421,172;402,19;137,169;509,709;0,785974;185,25;412,402;58,6361;44,1929;7,63672;7286,21;1767,231;647,663974;708,11772
3850;665,039;281,608;420,124;404,296;134,858;506,677;0,799437;185,727;410,86;58,6838;44,0048;7,09181;7280,94;1771,067;642,334437;706,36741
3855;662,955;279,834;419,923;401,925;136,681;510,06;0,711684;184,617;413,158;58,7447;44,3679;7,97629;7283,12;1764,637;647,452684;708,86389
3860;664,212;280,764;417,824;403,271;135,469;510,679;0,658335;184,448;412,653;58,7796;44,208;8,13646;7282,19;1766,071;646,806335;708,22506
3865;666,358;280,974;420,247;403,98;135,693;508,483;0,53528;184,994;411,106;58,7179;44,0374;7,5391;7283,66;1771,559;644,71128;706,3944
3870;669,144;283,631;421,013;406,03;133,242;502,977;0,653636;189,681;409,329;57,2377;44,4997;7,72056;7290,31;1779,818;636,872636;708,46796
3875;665,023;278,978;421,324;400,983;137,625;510,365;0,559529;183,713;412,142;58,0181;44,2685;7,22595;7281;1766,308;648,549529;705,36755
3880;665,962;281,454;420,389;403,699;134,928;506,993;0,605601;184,784;411,57;58,2389;43,5963;7,12046;7279,04;1771,504;642,526601;705,30966
3885;673,441;285,949;420,293;406,433;131,699;499,279;0,639308;194,887;405,977;54,5022;45,3344;9,62827;7296,43;1786,116;631,617308;710,32887
3890;667,092;281,602;418,121;403,591;135,356;511,008;0,513326;183,838;411,543;58,3214;43,6612;6,93532;7285,36;1770,406;646,877326;704,29892
3895;665,172;280,635;416,323;402,327;135,526;513,298;0,556874;183,475;413,257;58,3082;43,8149;7,28135;7281,28;1764,457;649,380874;706,13645
3900;667,516;281,091;417,77;402,498;135,785;510,894;0,623788;184,847;411,174;57,2259;43,9459;7,75831;7282,34;1768,875;647,302788;704,95111
3905;673,218;285,218;424,38;406,105;131,941;496,915;0,556667;194,451;406,288;54,5316;44,9705;8,97795;7295,67;1788,921;629,412667;709,21905
3910;667,22;282,226;419,503;404,354;134,245;508,554;0,453268;184,511;412,182;57,8158;44,3197;8,31726;7288,56;1773,303;643,252268;707,14576
3915;663,947;279,494;418,398;401,277;137,184;514,361;0,420132;180,088;415,054;58,544;43,9736;8,62631;7285,94;1763,116;651,965132;706,28591
3920;666,051;280,216;420,488;402,327;136,239;510,576;0,454662;180,461;412,539;58,0023;43,3571;7,27752;7278,59;1769,082;647,269662;701,63692
3925;673,865;285,2;423,669;405,826;132,434;498,478;0,537248;191,591;406,934;54,3846;44,7683;8,7094;7294,73;1788,56;631,449248;706,3873
3930;667,948;281,672;421,972;403,379;135,141;507,435;0,501651;184,662;411,967;57,378;43,5867;7,64212;7287,65;1774,971;643,077651;705,23582
3935;665,807;280,152;418,963;402,473;135,707;511,696;0,5296;182,016;413,803;58,1271;43,5981;7,81848;7280,96;1767,395;647,9326;705,36268
3940;674,368;285,98;423,062;406,533;130,857;496,897;0,400005;193,738;406,302;54,0768;44,5837;8,90653;7292,64;1789,943;628,154005;707,60703
3945;675,503;287,154;420,838;409,145;129,617;497,154;0,488813;194,467;405,195;54,5017;44,6655;8,63582;7294,53;1792,64;627,259813;707,46502
3950;669,711;283,28;422,781;405,111;133;503,238;0,335677;187,358;410,884;56,566;43,7337;7,02435;7286,71;1780,883;636,573677;705,56605
3955;668,893;282,331;419,252;404,853;133,575;508,688;0,251787;185,281;411,516;57,2139;43,631;7,01099;7284,68;1775,329;642,514787;704,65289
3960;670,121;283,092;420,151;404,762;133,243;505,742;0,272647;186,514;410,182;56,5569;43,5513;7,37157;7283,8;1778,126;639,257647;704,17577
3965;675,48;286,929;421,157;408,091;129,854;497,951;0,296066;194,004;406,544;54,6236;44,1227;7,92117;7293,89;1791,657;628,101066;707,21547
3970;669,09;282,792;421,701;405,446;132,707;505,255;0,26023;184,837;411,795;57,9849;43,0913;7,00174;7282,51;1779,029;638,22223;704,70994
3975;667,162;280,035;421,414;401,941;136,102;510,685;0,242618;181,265;414,249;57,7083;43,0366;7,0454;7284,12;1770,552;647,029618;703,3043
3980;674,708;285,692;424,584;406,77;130,708;496,307;0,247647;193,119;407,049;54,3823;43,9789;7,98535;7290,98;1791,754;627,262647;706,51455
3985;670,637;283,21;420,811;405,233;132,842;506,359;0,211738;186,178;412,157;57,0838;43,248;6,9537;7287,32;1779,891;639,412738;705,6205
3990;667,2;280,779;419,12;402,272;135,215;512,4;0,207702;180,477;414,94;57,8442;43,6278;7,99503;7285,27;1769,371;647,822702;704,88403
3995;669,847;282,741;421,591;403,676;133,774;506,301;0,0837754;185,254;412,258;56,7749;43,3323;7,02573;7285,66;1777,855;640,1587754;704,64493
4000;675,334;286,464;422,823;406,547;129,778;497,099;0,221464;193,467;407,457;54,0657;43,9988;8,59508;7291,39;1791,168;627,098464;707,58358
4005;677,125;287,382;423,832;407,751;129,544;496,084;0,0942961;194,512;407,302;53,4842;44,3991;9,041;7302,51;1796,09;625,7222961;708,7383
4010;669,065;280,75;421,389;401,071;135,775;510,449;0,0296669;183,056;414,2;56,6922;43,0671;7,40199;7285,02;1772,275;646,2536669;704,41729
4015;671,253;282,616;423,165;403,83;133,253;504,597;0,160336;187,045;411,868;56,0053;43,351;7,89456;7288,37;1780,864;638,010336;706,16386
4020;677,008;288,087;423,018;408,457;128,086;493,658;0,206896;195,907;406,394;53,5433;44,3157;9,1442;7291,34;1796,57;621,950896;709,3042
4025;677,421;287,715;423,247;408,059;128,482;495,675;0,0486145;194,003;407,029;53,8389;44,0375;8,73788;7296,41;1796,442;624,2056145;707,64628
4030;676,785;286,682;424,389;407,047;129,92;496,049;-0,0348949;193,243;407,209;53,5259;44,0312;8,55576;7294,69;1794,903;625,9341051;706,56486
4035;679,445;288,941;423,664;409,782;127,427;493,171;0,155902;196,207;405,627;53,4022;44,2838;9,2785;7298,69;1801,832;620,753902;708,7985
4040;672,991;284,676;422,088;406,025;130,653;502,116;-0,0656313;187,95;410,78;55,9284;43,2712;7,25366;7284,31;1785,78;632,7033687;705,18326
4045;672,899;284,685;422,67;406,515;131,016;502,335;0,0243467;187,334;410,821;56,1497;42,8589;7,13027;7287,6;1786,769;633,3753467;704,29387
4050;670,62;281,879;422,24;402,458;134,106;508,632;-0,0120435;182,807;413,737;56,4002;42,6174;6,97005;7286,77;1777,197;642,7259565;702,53165
4055;669,411;281,772;422,034;403,29;133,456;508,543;-0,0759576;182,506;414,567;56,765;42,5267;6,86883;7285,83;1776,507;641,9230424;703,23353
4060;672,447;284,848;421,922;407,063;130,39;502,555;-0,0995694;186,815;411,029;56,6886;42,7431;6,89672;7283,58;1786,28;632,8454306;704,17242
4065;671,843;282,26;423,748;404,292;133,52;505,57;-0,212036;184,358;411,889;55,5449;42,7693;6,90194;7286,86;1782,143;638,877964;701,46314
4070;678,231;288,017;423,978;408,101;128,314;494,59;0,00595584;194,693;407,231;52,7175;44,0072;9,10869;7297,27;1798,327;622,9099558;707,75739
4075;671,437;283,352;420,075;405,105;132,043;508,642;-0,108465;182,911;413,417;57,1947;42,5522;6,76541;7286,43;1779,969;640,576535;702,84031
4080;669,943;282,076;422,107;403,528;133,091;507,313;-0,116535;182,554;413,735;56,8405;42,4419;6,36392;7280,75;1777,654;640,287465;701,93532
4085;669,352;282,114;420,508;403,109;133,301;509,984;-0,0454196;181,247;415,591;56,861;42,6973;7,00781;7283,9;1775,083;643,2395804;703,40411
4090;667,709;279,757;419,827;400,318;136,153;515,858;-0,169815;178,147;417,465;57,3183;42,7377;7,5701;7287,75;1767,611;651,841185;703,2381
4095;672,306;283,613;421,861;403,998;132,117;505,759;-0,267834;186,313;413,348;55,6148;42,5941;7,10983;7287,56;1781,778;637,608166;704,97973
4100;670,531;282,516;421,409;404,052;132,475;507,911;-0,198606;182,665;413,691;56,7789;42,2517;7,07284;7280,96;1778,508;640,187394;702,45944
4105;674,766;285,372;422,553;405,61;130,751;503,19;-0,268642;186,923;411,52;54,8559;42,9615;7,71299;7292,37;1788,301;633,672358;703,97339
4110;679,13;288,832;425,308;409,591;127,054;493,613;-0,252805;193,438;406,539;53,1054;43,4075;8,35146;7297,81;1802,861;620,414195;704,84136
4115;678,22;287,594;423,644;408,183;128,328;496,603;-0,357149;192,694;408,23;53,2969;43,4477;8,41761;7295,76;1797,641;624,573851;706,08621
4120;673,96;284,833;423,186;407,599;129,567;501,143;-0,272462;185,713;410,802;55,6904;42,4193;6,65764;7280,88;1789,578;630,437538;701,28234
4125;678,544;288,337;424,738;408,998;127,891;494,647;-0,181307;192,307;407,576;53,205;43,2793;7,81487;7294,74;1800,617;622,356693;704,18217
4130;670,022;282,455;421,32;403,47;132,521;508,767;-0,34871;183,163;415,352;56,578;42,411;6,69405;7284,61;1777,267;640,93929;704,19805
4135;670,313;282,206;419,445;403,454;132,867;511,587;-0,25919;179,83;416,048;57,1314;42,1438;7,10256;7282,7;1775,418;644,19481;702,25576
4140;672,254;283,846;422,604;405,125;130,872;504,459;-0,489655;185,078;412,987;55,6815;42,2829;7,05871;7283,46;1783,829;634,841345;703,08811
4145;671,968;283,08;423,681;403,151;132,491;506,528;-0,418842;183,387;414,083;55,8232;42,3893;7,09497;7286,6;1781,88;638,600158;702,77747
4150;669,771;281,327;419,821;401,862;134,274;513,663;-0,468809;178,265;417,441;57,2502;42,4497;7,16751;7285,47;1772,781;647,468191;702,57341
4155;670,908;282,652;420,139;403,719;132,365;510,319;-0,473377;180,386;415,943;56,6249;42,2861;7,5151;7284,17;1777,418;642,210623;702,7551
4160;668,049;280,613;418,056;400,469;134,708;516,171;-0,395443;177,437;418,738;57,2994;42,2505;7,4161;7281,54;1767,187;650,483557;703,141
4165;679,78;288,767;424,383;409,262;126,682;494,324;-0,343439;194,289;407,193;52,6485;43,3505;8,46312;7297,67;1802,192;620,662561;705,94412
4170;672,012;284,325;420,276;405,207;129,903;507,308;-0,415428;184,277;415,279;56,4089;42,2489;7,1534;7286,39;1781,82;636,795572;705,3672
4175;670,782;282,378;420,781;403,395;132,107;510,397;-0,431239;180,137;416,356;56,615;41,954;7,09532;7282,34;1777,336;642,072761;702,15732
4180;672,243;282,831;421,402;404,221;131,7;508,545;-0,444502;182,292;414,849;56,5058;42,0039;6,38878;7282,61;1780,697;639,800498;702,03948
4185;679,426;288,326;424,173;407,835;127,661;496,609;-0,54012;191,501;409,531;52,9863;42,9149;7,65807;7296,63;1799,76;623,72988;704,59127
4190;678,611;287,965;423,175;406,965;128,13;497,983;-0,486785;191,747;409,547;52,556;43,1192;8,05426;7295,38;1796,716;625,626215;705,02346
4195;680,62;290,768;424,322;411,48;124;491,036;-0,606229;194,893;407,649;52,9247;42,8476;7,77559;7294,5;1807,19;614,429771;706,08989
4200;674,393;285,077;421,229;406,127;129,795;504,97;-0,586382;184,505;413,555;55,5276;42,1267;6,56295;7284,78;1786,826;634,178618;702,27725
4205;670,765;281,82;420,918;402,229;133,01;512,128;-0,607484;180,098;417,904;56,6608;41,5864;6,58272;7283,92;1775,732;644,530516;702,83192
4210;672,985;282,911;422,739;404,87;131,305;507,319;-0,704215;182,032;415,295;56,5043;41,5415;6,11769;7282,61;1783,505;637,919785;701,49049
4215;671,141;282,168;419,339;403,288;132,223;512,491;-0,769517;179,419;417,182;56,6866;41,9528;7,47908;7283,62;1775,936;643,944483;702,71948
4220;681,04;289,25;424,894;408,099;126,604;494,671;-0,466842;192,06;408,683;52,286;43,0033;8,07043;7295,35;1803,283;620,808158;704,10273
4225;680,588;288,906;423,72;408,398;126,368;495,832;-0,610043;193,092;409,522;52,3594;42,8306;8,04863;7296,98;1801,612;621,589957;705,85263
4230;677,472;286,103;423,072;407,177;128,921;501,931;-0,761809;186,451;412,262;54,5418;41,9379;7,01592;7289,91;1793,824;630,090191;702,20862
4235;681,043;288,522;423,98;408,875;126,792;496,031;-0,802382;192,635;409,071;52,5708;42,2343;7,66044;7294,73;1802,42;622,020618;704,17154
4240;672,933;282,654;422,203;403,571;131,726;508,647;-0,728056;181,941;416,78;56,3032;41,3533;6,42869;7283,26;1781,361;639,644944;702,80619
4245;675,262;283,999;423,629;405,32;130,206;505,252;-0,59344;184,106;415,088;55,3287;41,4283;6,34092;7287,72;1788,21;634,86456;702,29192
4250;675,907;285,112;423,502;405,756;129,778;504,167;-0,795508;183,609;413,805;54,8536;41,603;6,88106;7288,57;1790,277;633,149492;700,75166
4255;670,765;280,51;421,105;400,728;134,108;514,449;-0,70876;176,685;418,929;56,3655;41,442;6,85067;7284,7;1773,108;647,84824;700,27217
4260;674,974;284,373;422,855;404,217;130,333;505,864;-0,697976;182,255;414,856;54,8061;41,4853;6,36441;7284,3;1786,419;635,499024;699,76681
4265;681,648;289,276;422,79;409,083;125,679;496,616;-0,756039;192,028;408,998;52,2716;42,4528;7,80607;7295,54;1802,797;621,538961;703,55647
4270;676,052;284,365;424,123;404,782;130,213;504,785;-0,857819;184,39;414,635;54,6481;41,8728;6,51769;7289,54;1789,322;634,140181;702,06359
4275;674,289;284,062;421,452;405,2;129,795;508,249;-0,847267;181,233;416,512;56,3539;41,558;6,51196;7284,46;1785,003;637,196733;702,16886
4280;674,892;284,627;423,015;405,857;129,166;504,598;-0,733432;183,22;414,841;55,6358;41,1789;6,03889;7279,28;1788,391;633,030568;700,91459
4285;677,454;286,743;423,022;407,224;127,409;501,605;-0,959833;187,536;413,721;54,3393;41,7258;6,51317;7290,69;1794,443;628,054167;703,83527
4290;679,584;286,165;423,523;405,254;129,596;502,964;-0,715409;187,907;412,27;52,4059;42,1202;7,37891;7296,44;1794,526;631,844591;702,08201
4295;681,707;288,614;424,026;407,751;126,736;497,156;-0,929618;191,298;410,495;52,3464;42,4088;7,93598;7293,74;1802,098;622,962382;704,48418
4300;680,66;288,592;425,164;408,266;125,765;494,861;-0,960279;191,642;410,149;51,9184;42,4147;7,76014;7291,04;1802,682;619,665721;703,88424
4305;673,986;283,221;424,613;402,443;131,175;506,354;-0,950767;182,11;416,549;55,0252;41,2277;5,92925;7281,89;1784,263;636,578233;700,84115
4310;673,488;282,781;423,133;403,062;131,138;508,509;-0,945187;180,466;417,408;55,3964;40,824;5,87204;7282,6;1782,464;638,701813;699,96644
4315;673,217;282,575;421,751;400,945;132,069;510,746;-1,0549;180,647;418,199;55,4199;40,9189;5,8059;7278,44;1778,488;641,7601;700,9907
4320;673,847;283,239;422,113;403,697;130,292;508,186;-1,02137;180,585;417,239;55,7737;41,2947;6,37067;7278,96;1782,896;637,45663;701,26307
4325;682,024;289,346;424,481;408,617;125,29;495,453;-0,886406;191,839;410,318;51,8438;42,4473;7,84233;7295,01;1804,468;619,856594;704,29043
4330;681,93;288,72;425,996;407,69;126,005;494,798;-0,85761;192,129;410,276;51,4749;42,3525;7,91531;7294,41;1804,336;619,94539;704,14771
4335;677,878;285,879;423,558;406,703;127,938;502,078;-1,07849;185,077;413,817;54,2936;41,4108;6,4874;7284,29;1794,018;628,93751;701,0858
4340;677,012;285,781;422,815;405,821;127,656;503,21;-0,914287;185,052;414,87;54,6244;41,4914;6,49549;7282,27;1791,429;629,951713;702,53329
4345;676,389;284,896;423,424;405,739;129,137;505,081;-1,03327;181,079;414,874;55,0621;41,0267;6,13943;7282,59;1790,448;633,18473;698,18123
4350;677,492;285,367;422,443;405,328;128,741;505,276;-1,16068;184,56;415,46;54,3989;41,4748;6,59134;7287,58;1790,63;632,85632;702,48504
4355;678,325;285,867;422,796;406,543;127,624;502,8;-1,04052;185,273;413,638;54,4454;41,2711;6,40547;7281,86;1793,531;629,38348;701,03297
4360;682,522;289,417;424,41;408,69;124,809;495,428;-1,22071;191,902;410,31;51,7724;41,9543;7,76615;7294,12;1805,039;619,01629;703,70485
4365;676,912;286,332;418,641;406,661;127,317;508,716;-1,20372;182,309;415,921;55,4107;40,6358;5,80465;7284,08;1788,546;634,82928;700,08115
4370;675,375;283,955;423,261;403,828;129,701;507,009;-1,14332;182,585;416,664;55,0141;41,0839;6,11705;7283,54;1786,419;635,56668;701,46405
4375;684,225;290,632;424,878;410,128;123,607;493,064;-1,07978;193,132;409,221;51,6393;42,0457;7,59969;7293,82;1809,863;615,59122;703,63769
4380;681,912;287,687;425,302;406,953;126,955;497,18;-1,119;189,583;411,224;51,6182;41,9057;7,74374;7291,45;1801,854;623,016;702,07464
4385;676,234;283,722;423,385;403,079;130,739;508,377;-1,18278;180,037;417,1;54,6445;40,8195;5,96504;7284,89;1786,42;637,93322;698,56604
4390;678,109;285,898;424,333;406,972;127,518;502,93;-1,15814;181,913;414,653;54,4755;40,7648;5,95822;7284,09;1795,312;629,28986;697,76452
4395;674,175;282,275;420,965;401,819;131,741;512,907;-1,33236;176,02;418,847;55,2675;41,0937;6,74255;7280,63;1779,234;643,31564;697,97075
4400;675,852;284,57;422,674;405,525;128,239;505,92;-1,21314;179,834;416,661;55,1386;40,62;6,17543;7276,93;1788,621;632,94586;698,42903
4405;677,707;284,936;422,911;405,341;128,906;506,913;-1,11841;179,383;416,105;55,2298;40,2427;5,74237;7281,98;1790,895;634,70059;696,70287
4410;677,326;284,677;422,15;405,749;128,949;508,096;-1,34694;179,163;416,475;55,2507;40,5747;5,98637;7282,03;1789,902;635,69806;697,44977
4415;675,155;283,426;420,072;403,723;129,727;511,734;-1,30682;177,441;418,49;55,731;41,0432;6,9821;7279,88;1782,376;640,15418;699,6873
4420;675,079;284,272;420,852;404,403;128,503;508,867;-1,35044;178,989;418,247;55,719;40,5732;6,50321;7276,99;1784,606;636,01956;700,03141
4425;679,28;285,957;423,215;405,979;127,443;503,705;-1,31463;183,442;415,537;53,5452;40,7233;6,49635;7285,05;1794,431;629,83337;699,74385
4430;675,034;283,809;420,319;403,436;129,809;511,576;-1,31554;178,25;419,696;55,4419;40,7313;6,41282;7285,28;1782,598;640,06946;700,53202
4435;683,89;289,961;422,504;408,784;123,937;497,209;-1,26552;191,276;411,471;51,6429;41,5956;7,23638;7291,48;1805,139;619,88048;703,22188
4440;677,174;285,073;419,986;404,846;127,94;508,498;-1,41401;180,711;416,861;55,1289;40,4142;5,20909;7275,79;1787,079;635,02399;698,32419
4445;683,368;289,387;425,19;408,359;124,569;494,815;-1,30402;191,534;410,695;51,6349;41,5254;7,2427;7289,71;1806,304;618,07998;702,632
4450;678,17;285,285;424,035;404,455;128,396;504,807;-1,22962;182,918;416,567;53,9963;40,6999;5,96615;7284,85;1791,945;631,97338;700,14735
4455;676,619;285,781;420,578;406,053;127,293;507,261;-1,37477;180,773;417,279;55,1371;40,6146;6,3332;7280,61;1789,031;633,17923;700,1369
4460;680,475;287,432;420,564;407,128;126,176;503,919;-1,41884;185,183;413,994;53,4084;40,8261;6,28679;7284;1795,599;628,67616;699,69829
4465;679,079;285,72;421,722;406,01;127,437;506,36;-1,344;183,536;416,095;54,1357;40,5817;5,98997;7284,47;1792,531;632,453;700,33837
4470;677,63;285,568;419,482;406,526;127,356;508,715;-1,46793;181,566;416,381;54,6455;40,3374;6,26009;7282,83;1789,206;634,60307;699,18999
4475;679,027;285,518;420,271;404,746;128,193;508,437;-1,43998;182,532;416,518;54,0475;40,4503;6,0996;7284,45;1789,562;635,19002;699,6474
4480;684,771;290,873;422,741;409,908;122,51;495,286;-1,35323;191,177;410,201;51,3784;41,4167;7,45412;7288,83;1808,293;616,44277;701,62722
4485;677,376;284,463;420,199;404,774;128,371;509,619;-1,42022;180,523;417,959;54,6397;40,4551;6,12745;7281,47;1786,812;636,56978;699,70425
4490;678,319;285,062;420,509;404,349;128,075;509,169;-1,46659;181,148;417,57;53,9082;40,3516;6,18631;7284,16;1788,239;635,77741;699,16411
4495;678,216;284,952;421,358;405,686;128,002;508,422;-1,59816;179,286;417,432;54,8247;40,6066;6,4137;7283,34;1790,212;634,82584;698,563
4500;676,689;285;421,859;405,363;127,617;507,316;-1,56885;180,137;418,366;54,9353;40,2318;6,204;7279,47;1788,911;633,36415;699,8741
4505;683,199;288,086;425,838;405,613;126,342;498,313;-1,51396;189,088;413,256;50,7067;41,5289;7,73878;7294,07;1802,736;623,14104;702,31838
4510;677,091;284,506;421,941;404,427;128,712;509,374;-1,56138;178,908;418,574;54,6314;40,3004;6,20756;7283,43;1787,965;636,52462;698,62136
