0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
,produkt,produkt,produkt,produkt,produkt,produkt,produkt,produkt,produkt,silan,silan,silan,penten,penten,penten,penten,produkt suma,silan suma,penten suma,cale widmo
,Y ,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,,,,
czas (s),"Integral(0.636757,0.572970)","Integral(0.889757,0.814595)","Integral(0.982024,0.932107)","Integral(1.046604,0.985144)","Integral(1.263743,1.196043)","Integral(1.345170,1.269046)","Integral(1.458730,1.384479)","Integral(1.549517,1.479633)","Integral(1.635311,1.553885)","Integral(0.708841,0.638108)","Integral(1.108528,1.048454)","Integral(3.920281,3.598789)","Integral(1.012637,0.971353)","Integral(1.685043,1.598012)","Integral(2.106522,1.964386)","Integral(5.596931,5.302060)",,,,"Integral(7.350003,0.326339)"
1300,343.944,11.8684,110.429,1271.67,23.127,22.0055,12.4328,16.5841,16.2372,647.653,598.52,137.597,415.524,394.259,248.079,212.8,1828.298,1383.77,1270.662,5977.78
1305,342.158,11.2734,109.597,1267.97,23.8301,21.509,12.1248,16.4378,16.1668,650.228,603.002,137.5,414.402,394.208,247.869,212.7,1821.0669,1390.73,1269.179,5978.86
1310,343.211,11.1788,109.224,1268.84,24.0253,21.842,12.3141,16.6812,16.1604,649.637,602.012,137.579,414.25,394.157,248.231,212.739,1823.4768,1389.228,1269.377,5983.1
1315,343.856,11.6119,109.615,1269.83,23.2986,21.9936,12.4519,16.6446,16.0335,648.243,599.868,137.337,414.572,393.839,247.894,212.315,1825.3351,1385.448,1268.62,5977.34
1320,344.376,11.6686,109.671,1271.43,23.6691,22.2422,12.0106,16.5377,16.1867,647.387,599.043,137.279,414.928,393.563,247.31,212.172,1827.7919,1383.709,1267.973,5974.69
1325,342.245,11.4435,109.623,1264.64,23.7556,22.058,12.3125,17.0254,16.3633,651.214,605.351,137.346,414.115,393.577,247.517,212.161,1819.4663,1393.911,1267.37,5978.29
1330,343.958,11.2375,109.513,1273.18,23.8768,21.9884,12.4151,16.4706,16.3077,647.485,600.19,137.395,413.904,393.764,247.468,212.272,1828.9471,1385.07,1267.408,5978.53
1335,344.914,11.0311,110.808,1271.08,24.7129,22.6807,12.3409,16.722,16.5917,646.632,598.58,137.394,414.956,393.501,247.568,211.979,1830.8813,1382.606,1268.004,5976.77
1340,344.6,11.5679,109.783,1271.24,23.7432,22.2859,12.5005,17.0596,16.4011,646.793,599.936,137.106,414.65,393.052,247.272,211.859,1829.1812,1383.835,1266.833,5974.74
1345,341.846,11.709,107.162,1263.13,23.6418,22.259,12.5428,16.8427,16.1132,650.986,607.032,137.211,411.783,392.894,247.406,211.645,1815.2465,1395.229,1263.728,5975.01
1350,344.504,11.8179,111.889,1269.63,24.1719,22.498,12.5056,16.7745,16.9417,647.935,600.202,137.153,414.767,392.693,246.837,211.46,1830.7326,1385.29,1265.757,5977.35
1355,343.09,11.5009,108.251,1262.91,24.4619,22.4534,12.5379,16.9356,16.2655,650.055,605.649,137.214,413.325,392.573,246.755,211.412,1818.4062,1392.918,1264.065,5973.5
1360,342.756,11.9107,109.626,1266.97,24.0564,22.3589,12.2859,16.8666,16.4418,649.274,603.833,136.883,411.455,392.208,246.389,211.24,1823.2723,1389.99,1261.292,5970.81
1365,343.902,11.8684,110.805,1266.66,23.8263,22.1616,13.1268,16.9995,16.8747,648.082,603.006,136.921,413.9,392.154,246.702,211.26,1826.2243,1388.009,1264.016,5974.43
1370,344.425,11.8529,110.113,1269.05,24.0404,22.2743,12.8357,16.8989,16.5884,647.972,602.377,136.967,414.162,392.566,246.637,211.357,1828.0786,1387.316,1264.722,5978.89
1375,343.891,11.1204,109.965,1263.58,24.8259,22.3715,12.9142,17.0094,16.6613,648.385,604.337,136.725,414.04,392.209,246.518,211.083,1822.3387,1389.447,1263.85,5972.18
1380,341.685,12.0167,108.854,1260.61,24.8181,23.1385,12.0662,17.1666,16.5917,651.48,608.282,136.642,410.787,391.78,246.224,210.987,1816.9468,1396.404,1259.778,5972.24
1385,343.854,12.5482,111.158,1264.54,23.9063,22.6662,12.9265,17.0283,16.7367,648.468,603.977,136.552,414.997,391.77,246.084,210.807,1825.3642,1388.997,1263.658,5973.25
1390,344.16,11.8434,111.25,1261.49,25.0737,22.587,12.9236,17.7415,17.1053,649.052,606.519,136.651,414.723,391.955,246.355,210.878,1824.1745,1392.222,1263.911,5975.31
1395,343.256,11.9318,109.94,1265.03,24.3031,22.3736,13.0524,17.0364,16.6884,649.828,605.995,136.525,411.153,391.46,246.101,210.913,1823.6117,1392.348,1259.627,5975.91
1400,342.765,12.3149,111.114,1267.98,24.1417,22.5912,12.9506,17.3346,17.0854,649.204,605.161,136.605,410.903,390.918,245.666,210.761,1828.2774,1390.97,1258.248,5974.37
1405,346.628,12.0174,111.022,1272.2,24.5617,22.711,12.611,17.0417,16.6844,645.751,600.011,136.236,413.153,391.351,245.837,210.651,1835.4772,1381.998,1260.992,5973.58
1410,344.782,12.1918,110.541,1268.49,24.2858,22.7145,13.1453,17.2729,16.9037,647.637,603.89,136.382,413.702,391.765,245.932,210.599,1830.327,1387.909,1261.998,5978.13
1415,347.937,11.7054,110.634,1271.29,24.4597,22.9195,13.2398,17.1551,16.7771,644.033,598.195,136.167,415.255,391.342,245.821,210.179,1836.1176,1378.395,1262.597,5972.05
1420,344.523,11.8643,109.502,1263.6,24.8051,23.0066,13.1191,17.1553,16.967,648.127,606.721,136.244,411.219,390.842,245.602,209.913,1824.5424,1391.092,1257.576,5972.91
1425,344.165,10.8787,107.451,1270.22,26.1786,23.6192,13.5369,17.666,16.4852,647.924,607.702,136.701,408.59,391.564,246.73,210.182,1830.2006,1392.327,1257.066,5983.16
1430,344.769,10.999,109.289,1270.19,26.4548,24.3494,13.4349,17.4086,16.8934,648.294,607.515,136.696,410.242,391.504,246.66,209.954,1833.7881,1392.505,1258.36,5988.6
1435,345.99,11.9652,110.301,1268.57,25.4178,23.7526,13.2485,17.8756,17.0489,648.058,606.528,136.637,412.436,391.919,246.237,209.846,1834.1696,1391.223,1260.438,5985.4
1440,346.025,11.544,110.812,1270.21,25.8975,23.6851,13.3786,18.0369,17.0731,646.668,604.898,136.391,412.354,391.45,246.077,209.811,1836.6622,1387.957,1259.692,5983.15
1445,343.925,11.0052,107.098,1265.17,26.3076,24.1623,13.3592,17.1769,16.6534,650.717,612.091,136.561,410.326,392.085,246.341,209.891,1824.8576,1399.369,1258.643,5989.21
1450,345.765,11.3687,111.239,1271.08,25.8161,23.9326,13.809,17.8611,17.296,646.532,606.885,136.3,412.023,391.456,246.061,209.569,1838.1675,1389.717,1259.109,5985.52
1455,345.249,11.9588,111.012,1271.31,25.7517,24.3004,13.8882,18.1036,17.3214,646.498,607.101,136.256,411.857,391.343,245.851,209.399,1838.8951,1389.855,1258.45,5984.92
1460,344.834,11.6796,108.997,1271.27,26.0759,24.2121,13.3105,17.4838,16.6706,647.905,608.021,136.138,409.79,391.276,245.499,209.179,1834.5335,1392.064,1255.744,5983.85
1465,347.446,12.0022,110.628,1274,25.2082,24.284,13.7137,17.8391,17.2798,645.287,605.577,136.358,411.264,390.778,245.96,209.43,1842.401,1387.222,1257.432,5987.41
1470,346.695,11.3378,109.449,1271.64,26.1731,24.6511,13.8593,17.7709,17.1446,645.979,606.967,136.074,411.993,390.681,245.735,208.978,1838.7208,1389.02,1257.387,5986.32
1475,344.943,11.6106,108.306,1265.32,26.3017,24.5781,14.028,17.9269,16.9245,649.008,611.604,136.116,410.274,390.726,245.714,209.017,1829.9388,1396.728,1255.731,5985.72
1480,347.103,11.7215,109.159,1271.21,26.5074,24.1048,13.7944,18.0931,16.8817,645.967,606.88,136.049,410.028,390.171,245.618,208.946,1838.5749,1388.896,1254.763,5983.59
1485,348.101,11.2726,112.39,1274.56,26.6264,24.1687,13.8183,18.0518,17.777,644.716,604.173,135.939,413.405,390.614,245.165,208.782,1846.7658,1384.828,1257.966,5984.95
1490,346.257,11.6165,109.197,1268.94,26.0994,24.1987,14.0636,18.0528,17.3977,647.678,609.777,135.966,410.163,390.09,245.45,208.762,1835.8227,1393.421,1254.465,5986.56
1495,347.712,12.1864,110.795,1266.47,26.2086,24.4293,13.8122,18.2609,17.6548,646.505,608.185,135.853,412.836,389.945,245.066,208.401,1837.5292,1390.543,1256.248,5982.15
1500,346.785,12.1933,110.583,1270.59,26.0297,23.9488,13.6217,18.4328,17.3947,646.137,606.613,135.904,409.499,389.531,244.787,208.353,1839.579,1388.654,1252.17,5981.27
1505,348.33,12.3575,110.871,1273.79,25.6751,24.0758,14.4231,18.3312,17.3345,644.42,604.783,135.832,411.429,389.941,244.972,208.319,1845.1882,1385.035,1254.661,5984.56
1510,347.135,12.0348,110.155,1268.3,26.8906,24.4256,13.9744,18.5571,17.3731,646.65,608.547,135.746,410.648,389.789,245.016,208.028,1838.8456,1390.943,1253.481,5983.83
1515,346.72,11.6782,110.054,1265.87,27.0889,25.3564,14.1224,18.2704,17.6798,646.837,610.389,135.66,411.342,389.686,244.76,207.976,1836.8401,1392.886,1253.764,5980.23
1520,349.093,11.5758,110.686,1270.2,27.2171,24.9834,14.1149,18.3661,17.6429,644.796,606.258,135.555,412.636,389.778,244.806,207.999,1843.8792,1386.609,1255.219,5983.83
1525,349.977,11.7438,112.263,1274.14,27.0868,24.3642,14.0397,18.5151,17.783,643.732,603.995,135.585,412.357,389.178,244.516,208.151,1849.9126,1383.312,1254.202,5987.2
1530,347.984,12.5064,111.051,1269.49,26.1835,24.7729,13.8634,18.269,17.6818,647.035,609.439,135.573,411.036,389.352,244.258,207.894,1841.802,1392.047,1252.54,5987.58
1535,349.715,12.1492,110.473,1274.09,26.8048,24.7428,14.0434,18.3792,17.536,644.488,605.732,135.506,411.237,389.321,244.549,207.94,1847.9334,1385.726,1253.047,5987.38
1540,347.226,12.217,109.207,1265.83,27.0987,24.6325,13.9088,18.6307,17.542,648.704,613.495,135.428,409.313,389.294,244.265,207.73,1836.2927,1397.627,1250.602,5987.77
1545,348.441,12.5882,111.133,1273.82,26.3808,24.8358,14.2795,18.7921,17.7696,646.436,608.609,135.659,409.908,389.474,244.43,207.874,1848.04,1390.704,1251.686,5991.31
1550,349.168,11.9917,111.323,1274.41,27.8665,25.1092,13.8597,18.8851,17.8342,646.265,608.902,135.475,408.599,388.788,244.402,207.702,1850.4474,1390.642,1249.491,5993.72
1555,350.079,12.8227,110.908,1274.55,26.8081,25.045,14.1947,19.1025,17.7219,644.852,607.927,135.536,411.253,389.111,244.414,207.652,1851.2319,1388.315,1252.43,5992.9
1560,349.567,12.2311,111.502,1271.06,28.0065,25.6007,13.8766,18.7813,17.9616,646.332,609.077,135.343,410.056,388.823,244.045,207.385,1848.5868,1390.752,1250.309,5991.57
1565,349.677,12.1627,111.859,1274.54,27.2036,25.0814,14.4995,18.5946,17.9926,645.473,607.619,135.489,410.27,388.7,244.156,207.483,1851.6104,1388.581,1250.609,5993.59
1570,349.267,12.287,112.503,1270.25,27.366,25.1539,14.549,18.7244,18.3314,646.906,610.973,135.395,411.883,388.723,243.871,207.185,1848.4317,1393.274,1251.662,5993.78
1575,350.447,13.3829,112.993,1273.34,26.4501,25.273,14.1643,19.1988,18.2756,645.333,607.927,135.269,410.601,388.454,243.691,207.007,1853.5247,1388.529,1249.753,5991.47
1580,349.808,12.2389,111.562,1264.53,27.7593,25.2073,14.3249,18.8632,18.1631,647.358,615.495,135.103,411.445,388.051,243.483,206.924,1842.4567,1397.956,1249.903,5989.11
1585,350.655,12.499,112.481,1272.84,27.5417,25.175,14.2731,19.0808,18.2641,645.083,608.21,135.08,411.711,388.636,243.466,206.996,1852.8097,1388.373,1250.809,5990
1590,352.596,13.1532,114.201,1279.85,26.9732,25.6986,14.2232,19.2401,18.3288,641.854,603.502,135.058,411.641,387.858,243.149,206.756,1864.2641,1380.414,1249.404,5989.28
1595,349.634,12.6103,111.232,1272.46,27.423,25.232,14.8236,19.2224,17.9922,644.843,609.391,135.068,409.678,388.055,243.3,206.447,1850.6295,1389.302,1247.48,5985.94
1600,349.835,12.3191,112.904,1272.68,28.0813,25.4601,14.4234,19.0555,18.4434,644.147,608.17,134.854,409.054,387.115,242.616,206.07,1853.2018,1387.171,1244.855,5982.5
1605,350.14,12.8688,112.06,1271.95,27.5346,25.5805,14.322,19.2176,18.1882,644.617,608.655,134.785,408.84,386.964,242.612,206.144,1851.8617,1388.057,1244.56,5983.22
1610,351.646,12.6016,111.769,1273.99,27.594,25.1423,14.8116,18.9546,18.1094,642.795,606.804,134.643,410.254,386.806,242.668,206.013,1854.6185,1384.242,1245.741,5982.89
1615,348.676,12.5927,111.125,1267.82,28.1552,25.4818,14.4887,19.3227,17.9427,646.492,612.806,134.628,407.07,386.71,242.502,205.879,1845.6048,1393.926,1242.161,5981.2
1620,352.272,12.9193,112.662,1274.5,27.8019,25.9485,14.6027,19.3562,18.3026,642.124,606,134.559,410.05,386.855,242.563,205.992,1858.3652,1382.683,1245.46,5983.93
1625,351.999,12.6664,112.624,1272.68,27.7207,25.1327,14.8561,19.5269,18.3363,643.796,608.637,134.61,409.328,387.012,242.804,206.034,1855.5421,1387.043,1245.178,5987.5
1630,351.825,13.1896,112.523,1272.7,27.5984,25.7306,14.8817,19.4926,18.2869,643.702,608.898,134.469,409.364,386.695,242.785,205.795,1856.2278,1387.069,1244.639,5987.78
1635,352.582,12.2043,113.808,1275.26,28.4862,25.1708,14.6817,19.4277,18.9257,641.65,605.625,134.395,410.634,386.462,242.172,205.609,1860.5464,1381.67,1244.877,5985.54
1640,352.347,13.1618,112.231,1269.88,27.6458,25.3775,14.3483,19.2077,18.4473,643.753,609.92,134.251,409.761,386.038,242.031,205.312,1852.6464,1387.924,1243.142,5983.55
1645,350.346,12.3735,112.167,1268.63,28.6467,25.7142,14.217,19.3432,18.5138,646.258,612.989,134.236,408.166,386.094,241.9,205.318,1849.9514,1393.483,1241.478,5986.33
1650,352.094,13.5591,112.884,1270.59,27.7676,25.8613,14.6555,20.1798,18.677,644.009,610.577,134.265,409.431,386.167,241.973,205.172,1856.2683,1388.851,1242.743,5984.48
1655,351.228,13.1433,112.467,1269.66,27.8711,25.6227,14.957,19.6803,18.6596,643.365,610.288,134.195,409.141,385.796,241.863,204.869,1853.289,1387.848,1241.669,5980.19
1660,348.572,13.4359,111.112,1264.77,27.6594,25.9843,15.0242,19.7934,18.3503,646.719,616.505,133.991,406.482,385.538,241.52,204.8,1844.7015,1397.215,1238.34,5978.41
1665,347.883,13.4012,111.526,1267.07,28.2551,26.5342,14.9331,20.0107,18.5752,647.741,616.941,134.11,403.804,385.368,241.849,205.174,1848.1885,1398.792,1236.195,5986.24
1670,349.962,13.2719,113.791,1262.83,28.2881,26.0842,14.9052,19.8366,19.1188,647.267,619.523,133.992,408.059,385.568,241.417,204.836,1848.0878,1400.782,1239.88,5985.43
1675,351.254,13.4054,114.216,1268.73,28.2395,26.1172,15.2495,20.2687,18.9565,643.987,612.478,134.009,409.573,385.495,241.432,204.729,1856.4368,1390.474,1241.229,5982.63
1680,351.914,13.4556,112.395,1265.9,28.2892,26.6384,14.4696,19.5795,18.766,645.43,615.111,133.847,406.801,384.672,241.041,204.713,1851.4073,1394.388,1237.227,5983.69
1685,354.35,13.6174,114.973,1279.04,27.8231,26.2249,14.9718,19.8492,18.9439,640.607,605.863,133.852,410.285,385.402,241.177,204.644,1869.7933,1380.322,1241.508,5987.37
1690,355.57,14.0166,114.772,1277.67,28.1325,26.4454,14.8874,20.4765,19.2376,639.436,604.354,133.831,410.543,385.516,241.243,204.207,1871.208,1377.621,1241.509,5984.34
1695,353.29,13.9943,112.431,1272.94,27.8732,25.8372,15.4178,20.2882,18.982,642.339,610.262,133.807,407.31,384.887,241.344,204.209,1861.0537,1386.408,1237.75,5983.76
1700,351.271,13.8056,111.851,1264.41,28.3293,26.0186,14.9988,20.1042,18.8774,645.386,617.999,133.489,406.266,383.99,240.373,203.936,1849.6659,1396.874,1234.565,5976.82
1705,351.354,13.864,112.798,1265.75,28.4211,26.2574,15.1568,20.4298,18.9212,645.252,616.679,133.737,407.28,384.311,240.832,203.94,1852.9523,1395.668,1236.363,5983.14
1710,353.512,13.9426,112.453,1275.4,28.1762,26.6779,15.2698,20.124,18.7885,641.271,609.849,133.61,407.385,384.496,240.782,203.639,1864.344,1384.73,1236.302,5982.83
1715,355.753,13.7953,114.186,1276.77,28.6844,26.6669,15.0906,20.4371,18.9153,638.97,605.24,133.594,409.194,383.786,240.423,203.568,1870.2986,1377.804,1236.971,5979.96
1720,353.684,13.6639,114.588,1268.51,29.0174,26.6394,15.4663,20.4422,19.3364,641.932,612.515,133.619,409.518,383.783,240.277,203.575,1861.3476,1388.066,1237.153,5979.95
1725,354.531,13.7417,113.854,1270.57,28.9733,26.7149,14.9206,20.4689,19.2416,641.899,611.428,133.45,408.133,384.222,240.258,203.388,1863.016,1386.777,1236.001,5981.23
1730,353.853,14.0119,112.929,1271.14,28.4514,26.4089,15.0995,20.3127,18.9453,642.593,612.272,133.307,407.038,383.623,240.103,203.31,1861.1517,1388.172,1234.074,5981.75
1735,351.33,13.8866,114.06,1271.75,28.9479,27.3752,15.6103,20.6263,19.194,643.114,613.438,133.272,405.056,383.397,240.147,203.222,1862.7803,1389.824,1231.822,5981.27
1740,354.462,14.2472,114.334,1268.47,28.3296,26.4454,15.3519,20.5821,19.3356,641.883,613.138,133.109,408.14,383.107,239.638,203.028,1861.5578,1388.13,1233.913,5977.88
1745,354.901,14.665,114.635,1271.96,28.182,26.5988,15.2188,20.6395,19.5147,642.129,612.065,133.304,408.012,383.336,239.73,203.248,1866.3148,1387.498,1234.326,5984.47
1750,354.307,14.0362,114.512,1272.16,29.2477,26.7056,15.5133,20.6506,19.3211,641.223,611.085,132.973,407.741,382.955,239.688,202.783,1866.4535,1385.281,1233.167,5978.68
1755,350.66,13.9022,113.188,1266.35,28.9626,26.7295,15.536,20.525,19.1821,645.537,618.731,132.88,402.409,382.351,239.296,202.416,1855.0354,1397.148,1226.472,5977.64
1760,354.874,14.1792,115.761,1269.77,28.7064,26.909,15.3988,20.9092,19.7862,640.892,611.65,132.744,408.401,382.553,239.112,202.418,1866.2938,1385.286,1232.484,5975.96
1765,355.416,13.9256,112.349,1267.98,29.291,27.0273,15.4641,20.5909,19.5031,642.014,616.294,132.916,407.338,382.749,239.492,202.594,1861.547,1391.224,1232.173,5979.73
1770,356.963,14.6481,116.108,1276.42,28.8735,27.2201,15.54,21.1491,19.8146,638.716,608.141,132.931,409.861,383.122,239.428,202.596,1876.7364,1379.788,1235.007,5984.49
1775,353.475,14.2737,113.223,1272.88,29.2954,27.343,15.8287,21.3538,19.5193,641.61,613.737,132.752,403.999,382.111,239.319,202.098,1867.1919,1388.099,1227.527,5979.21
1780,355.285,14.3836,113.838,1272.94,29.3034,27.3085,15.3379,21.0855,19.7127,640.792,611.545,132.669,404.761,381.857,238.893,202.073,1869.1946,1385.006,1227.584,5977.66
1785,354.525,14.7009,114.154,1270.09,28.9988,27.1646,15.7614,21.1021,19.9505,641.749,614.466,132.768,406.892,382.204,238.942,201.913,1866.4473,1388.983,1229.951,5980.64
1790,354.546,14.2506,113.287,1268,29.3849,27.2733,15.8535,21.0639,19.839,642.37,617.238,132.796,406.604,381.863,238.813,201.636,1863.4982,1392.404,1228.916,5979.65
1795,357.084,15.0296,115.767,1269.67,29.2012,27.6469,15.6147,21.397,20.2258,639.399,613.61,132.465,409.353,381.586,238.407,201.525,1871.6362,1385.474,1230.871,5974.65
1800,355.5,14.4791,113.959,1271.84,29.2131,26.9561,15.6881,20.8455,19.8972,640.601,612.196,132.47,405.104,381.392,237.941,201.263,1868.3781,1385.267,1225.7,5973.25
1805,355.489,14.6922,114.5,1270.57,29.6736,27.6364,15.8823,21.2335,20.1285,641.566,615.131,132.531,404.6,381.148,238.478,201.402,1869.8055,1389.228,1225.628,5978.72
1810,359.292,14.7307,116.495,1277.44,29.0519,27.1046,15.3113,21.0916,20.5303,637.946,606.653,132.33,408.58,381.426,237.765,201.255,1881.0474,1376.929,1229.026,5979.12
1815,356.405,14.3449,114.151,1271.64,30.3253,28.2225,15.5374,21.1847,20.2388,640.762,614.271,132.44,405.784,380.962,238.104,201.268,1872.0496,1387.473,1226.118,5979.2
1820,357.556,14.4275,113.797,1274.5,29.7553,27.2581,15.8568,21.0004,20.1069,639.183,611.489,132.343,406.615,381.105,238.099,201.097,1874.258,1383.015,1226.916,5979.89
1825,356.674,14.8544,114.592,1270.72,29.4501,27.662,16.0442,21.2678,20.5578,640.575,615.22,132.414,405.771,380.935,237.958,200.903,1871.8223,1388.209,1225.567,5979.17
1830,357.305,14.8405,116.075,1274.62,29.9496,27.9202,15.8052,21.4581,20.6142,638.973,610.965,132.118,406.319,380.466,237.392,200.562,1878.5878,1382.056,1224.739,5976.16
1835,356.169,15.2076,113.852,1269.91,28.6256,28.0641,16.2026,21.2419,20.3669,640.2,615.882,132.171,405.1,379.728,237.527,200.484,1869.6397,1388.253,1222.839,5974.03
1840,358.073,14.4501,115.212,1273.28,29.4854,27.7643,15.9338,21.1308,20.5505,637.898,611.256,132.091,406.792,380.223,237.193,200.389,1875.8799,1381.245,1224.597,5974.69
1845,360.183,15.3952,115.493,1281.64,29.4954,27.7224,15.9769,21.7086,20.6848,635.569,606.127,131.991,405.421,379.906,237.46,200.524,1888.2993,1373.687,1223.311,5978.43
1850,356.662,15.5761,116.927,1272.74,29.9395,28.7668,15.8177,22.0638,21.2852,640.21,613.593,132.001,404.5,379.704,236.945,200.484,1879.7781,1385.804,1221.633,5979.61
1855,358.329,14.5014,114.984,1269.3,29.5569,27.5699,16.0778,21.5764,20.9492,638.971,616.102,131.799,407.792,379.886,236.861,200.122,1872.8446,1386.872,1224.661,5974.42
1860,359.62,14.7429,116.731,1274.6,30.3342,27.4992,15.7009,21.484,21.3132,636.657,609.252,131.625,406.018,379.544,236.539,200.092,1882.0254,1377.534,1222.193,5973.66
1865,358.969,15.3282,116.796,1273.92,30.2269,28.2983,16.5158,22.0383,21.2371,637.521,611.923,131.747,406.939,379.755,236.956,199.685,1883.3296,1381.191,1223.335,5978
1870,357.499,14.8447,113.865,1270.81,30.2735,27.9546,16.1705,21.3888,20.8672,640.2,617.611,131.641,403.176,378.943,236.63,199.647,1873.6733,1389.452,1218.396,5975.32
1875,358.331,14.8998,114.541,1272.82,30.5939,28.4725,16.0736,21.6596,21.0687,638.355,613.925,131.527,404.57,379.108,236.266,199.413,1878.4601,1383.807,1219.357,5971.79
1880,361.338,15.8043,116.404,1269.43,30.0756,28.1627,15.9962,21.9742,21.4628,636.475,616.116,131.589,407.832,379.094,236.245,199.333,1880.6478,1384.18,1222.504,5971.04
1885,357.244,16.0098,114.155,1268.25,29.2311,28.306,16.7091,22.0914,21.3147,639.894,619.06,131.571,402.678,378.488,236.505,199.077,1873.3111,1390.525,1216.748,5973.14
1890,359.334,15.489,115.618,1270.93,30.214,27.8666,16.4381,22.3773,21.547,638.138,615.79,131.539,404.199,378.65,236.323,199.044,1879.814,1385.467,1218.216,5972.67
1895,356.88,15.5625,117.177,1268.75,30.6844,28.5124,16.6911,22.5671,21.9314,639.34,618.237,131.305,403.219,377.794,235.83,198.78,1878.7559,1388.882,1215.623,5969.99
1900,359.098,16.0948,117.133,1273.56,29.7451,28.6214,16.5906,22.5141,21.8566,636.71,612.199,131.244,404.572,377.538,235.544,198.511,1885.2136,1380.153,1216.165,5967.34
1905,360.097,15.1194,115.191,1267.54,31.3091,28.5889,16.5947,22.237,21.8226,637.219,620.03,131.152,405.037,377.653,235.73,198.382,1878.4997,1388.401,1216.802,5968.13
1910,360.703,15.7207,116.574,1273.63,30.575,28.9247,16.3644,22.402,21.896,636.234,613.116,131.229,404.413,377.691,235.636,198.23,1886.7898,1380.579,1215.97,5970.56
1915,360.774,15.6749,117.519,1276.44,30.7607,28.9803,16.1169,22.3328,22.2316,635.272,609.626,131.127,404.478,377.478,235.101,198.12,1890.8302,1376.025,1215.177,5968.71
1920,360.476,15.4189,117.257,1275.4,30.5521,28.4058,16.5129,21.9996,22.0577,634.97,610.034,130.841,403.981,376.973,234.999,198.175,1888.08,1375.845,1214.128,5967.02
1925,361.44,15.1396,116.435,1272.66,31.684,28.8444,16.327,22.3171,21.9609,635.159,612.92,130.772,405.612,377.287,234.974,198.002,1886.808,1378.851,1215.875,5967.34
1930,361.269,16.207,117.839,1276.97,30.4274,28.8453,16.8623,22.7678,22.2728,633.818,609.333,130.925,405.049,377.004,235.09,197.889,1893.4606,1374.076,1215.032,5969.37
1935,361.555,15.6071,116.182,1272.51,31.1245,28.9703,16.5481,22.5902,22.1243,635.075,614.406,130.501,403.45,376.464,234.731,197.736,1887.2115,1379.982,1212.381,5965.11
1940,359.012,16.2264,116.481,1267.03,30.7945,29.2781,16.6689,22.9951,22.2525,637.392,618.218,130.55,402.859,376.403,234.552,197.505,1880.7385,1386.16,1211.319,5965.07
1945,362.385,16.2071,118.437,1274.9,30.7974,28.6854,16.7047,22.8765,22.576,633.805,610.528,130.534,404.781,376.459,234.582,197.646,1893.5691,1374.867,1213.468,5969.1
1950,359.559,15.2519,115.105,1267.38,31.9415,28.8817,16.7768,22.4356,22.3804,638.006,621.098,130.399,401.236,376.359,234.607,197.412,1879.7119,1389.503,1209.614,5968.59
1955,359.186,15.9419,116.133,1270.55,31.5419,29.8245,16.6302,22.874,22.5584,637.206,617.425,130.382,400.81,376.171,234.264,197.051,1885.2399,1385.013,1208.296,5966.52
1960,361.117,16.3646,118.068,1270.74,30.7017,29.1254,16.9668,23.153,22.9006,635.158,615.537,130.202,402.747,375.543,234.026,196.985,1889.1371,1380.897,1209.301,5963.66
1965,361.749,15.6801,117.815,1272.42,31.6669,29.2268,16.7872,22.6651,23.0306,635.802,616.26,130.361,403.865,376.022,234.05,197.039,1891.0407,1382.423,1210.976,5971.13
1970,360.81,16.0005,117.485,1271.76,31.5873,29.0715,16.8008,23.3063,22.946,637.082,617.923,130.33,402.93,376.149,234.182,197.046,1889.7674,1385.335,1210.307,5973.82
1975,361.29,16.2239,118.11,1273.31,31.6154,29.7438,16.6089,23.0239,22.9781,635.468,614.799,130.145,401.912,375.345,233.747,196.524,1892.904,1380.412,1207.528,5968.48
1980,363.212,16.5101,118.856,1275.75,30.9923,29.5326,16.9167,22.8265,23.2587,632.793,610.683,130.036,403.885,375.163,233.346,196.333,1897.8549,1373.512,1208.727,5964.03
1985,363.707,17.144,118.6,1273.77,31.0047,29.6982,16.8856,24.0896,23.5724,633.711,613.458,130.112,403.312,375.075,233.583,196.171,1898.4715,1377.281,1208.141,5968.23
1990,362.857,16.7141,119.355,1273.26,31.3377,29.173,17.0247,23.3262,23.6644,633.768,614.238,129.84,403.753,374.793,233.023,196.32,1896.7121,1377.846,1207.889,5965.78
1995,364.032,16.137,118.596,1276.82,31.488,29.4772,16.9755,23.2502,23.5079,632.234,610.541,129.856,403.55,375.091,233.316,196.27,1900.2838,1372.631,1208.227,5968.5
2000,363.221,17.2032,118.961,1270.32,30.8784,29.7578,17.279,23.514,23.7624,633.729,617.218,129.752,403.563,374.476,233.046,196.07,1894.8968,1380.699,1207.155,5965.37
2005,363.171,17.1267,118.69,1271.91,31.1937,29.6911,17.2248,23.885,23.8019,634.132,617.002,129.935,402.946,374.67,233.115,195.882,1896.6942,1381.069,1206.613,5968.09
2010,362.154,16.138,117.069,1271.15,32.2065,29.5358,16.6848,23.3633,23.3699,635.968,618.795,129.579,399.963,374.005,232.782,195.746,1891.6713,1384.342,1202.496,5966.69
