0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
,produkt,produkt,produkt,produkt,produkt,produkt,produkt,produkt,produkt,silan,silan,silan,penten,penten,penten,penten,produkt suma,silan suma,penten suma,cale widmo
,Y ,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,,,,
czas (s),"Integral(0.636757,0.572970)","Integral(0.889757,0.814595)","Integral(0.982024,0.932107)","Integral(1.046604,0.985144)","Integral(1.263743,1.196043)","Integral(1.345170,1.269046)","Integral(1.458730,1.384479)","Integral(1.549517,1.479633)","Integral(1.635311,1.553885)","Integral(0.708841,0.638108)","Integral(1.108528,1.048454)","Integral(3.920281,3.598789)","Integral(1.012637,0.971353)","Integral(1.685043,1.598012)","Integral(2.106522,1.964386)","Integral(5.596931,5.302060)",,,,"Integral(7.350003,0.326339)"
580,320.008,5.56016,99.8877,1261.29,17.2653,15.3324,7.84518,10.393,10.879,668.337,605.45,145.337,421.8,413.444,262.915,229.235,1748.46074,1419.124,1327.394,5998.57
585,322.091,6.22874,100.576,1258.4,16.3951,15.2097,8.01289,10.6855,11.0171,667.825,600.283,145.387,424.436,413.354,262.964,229.036,1748.61603,1413.495,1329.79,6000.49
590,321.409,5.95466,100.008,1258.85,16.8859,15.0486,7.98564,10.5563,11.0507,668.049,602.256,145.284,422.863,412.807,262.65,228.636,1747.7488,1415.589,1326.956,5998.41
595,319.807,6.08335,99.6204,1258.38,17.0517,15.1852,8.35214,10.3562,10.9008,668.926,606.667,145.307,421.817,413.108,262.759,228.612,1745.73679,1420.9,1326.296,5999.79
600,320.608,6.3062,99.7969,1259.88,16.3947,14.9977,8.19735,10.5191,10.9555,668.145,603.775,144.98,420.957,412.794,262.431,228.426,1747.65545,1416.9,1324.608,5995.2
605,322.187,5.92094,101.243,1260.08,16.9885,15.0536,8.09977,10.3705,11.3229,667.323,602.375,144.993,424.182,412.495,262.298,228.243,1751.26621,1414.691,1327.218,5998.19
610,319.076,5.57493,98.933,1258.72,17.4252,15.2714,7.84018,10.32,10.8303,669.695,608.3,144.921,419.428,412.345,262.018,228.16,1743.99101,1422.916,1321.951,5995.62
615,324.541,6.36651,102.441,1265.83,17.167,15.6326,8.72322,11.049,11.6615,663.386,598.211,144.974,423.74,411.987,262.5,227.882,1763.41183,1406.571,1326.109,5997.75
620,322.656,5.83981,100.738,1261.31,17.5853,15.2603,8.28963,10.4813,11.4587,664.909,601.218,144.819,422.555,411.792,261.794,227.632,1753.61904,1410.946,1323.773,5990.57
625,325.493,6.12185,102.607,1260.41,17.4965,15.0655,8.11985,10.5748,11.7759,664.315,596.384,144.978,424.967,411.686,261.972,227.568,1757.6644,1405.677,1326.193,5996.64
630,320.06,5.83819,98.1742,1256.04,17.7003,15.1543,8.249,10.5508,10.8935,669.575,606.708,144.739,419.425,411.625,261.843,227.634,1742.66029,1421.022,1320.527,5996.76
635,322.887,6.18482,98.5214,1261.02,17.4811,15.7189,8.4228,10.8821,10.9755,665.48,602.037,144.654,420.95,411.655,261.827,227.374,1752.09362,1412.171,1321.806,5991.98
640,321.315,6.00739,98.3569,1254.63,17.7186,15.7425,8.33519,10.6129,11.0328,667.658,603.784,144.608,419.378,410.583,261.512,227.112,1743.75128,1416.05,1318.585,5989.72
645,325.453,6.25126,100.592,1263.79,17.2353,15.3977,8.58011,10.9729,11.6041,663.176,597.635,144.657,423.436,411.065,261.477,226.992,1759.87637,1405.468,1322.97,5992.78
650,324.357,6.17449,101.338,1264.45,18.06,15.8576,8.24678,11.0676,11.6131,664.143,600.181,144.593,421.844,411.317,261.401,227.132,1761.16457,1408.917,1321.694,5994.77
655,321.299,6.19532,99.7772,1261.41,17.6187,15.631,8.88361,11.2238,11.2405,666.708,607,144.636,419.849,410.999,261.399,227.002,1753.27913,1418.344,1319.249,5994.01
660,322.341,6.15997,100.801,1256.73,17.7435,15.5775,8.60951,10.8685,11.6247,667.381,603.838,144.515,421.025,410.895,261.057,226.824,1750.45568,1415.734,1319.801,5994.44
665,323.449,6.59788,100.613,1264.88,17.3383,15.8175,8.36522,11.0815,11.5063,665.84,604.414,144.526,421.557,411.108,261.087,227.03,1759.6487,1414.78,1320.782,5998
670,325.339,5.97284,98.8145,1263.49,17.9703,15.5558,8.29777,10.6866,11.1745,664.389,600.48,144.366,419.971,410.451,261.102,226.708,1757.30131,1409.235,1318.232,5994.85
675,326.068,6.47399,101.325,1262.77,17.9869,15.973,8.7765,11.3024,11.6834,663.335,598.672,144.349,423.314,410.751,261.108,226.605,1762.35919,1406.356,1321.778,5997.23
680,322.585,6.14528,100.261,1257.23,18.6495,16.1769,8.6798,10.9899,11.3923,666.997,604.79,144.241,420.73,410.518,260.644,226.712,1752.10968,1416.028,1318.604,5995.63
685,324.577,6.77823,102.627,1262.93,18.1122,16.301,8.61557,11.3569,12.0894,664.662,601.58,144.314,421.117,410.324,260.713,226.441,1763.3873,1410.556,1318.595,5996.39
690,323.75,5.77067,98.3638,1254.97,18.9186,16.4317,8.39658,10.8962,11.4671,666.366,603.333,144.129,420.37,409.877,260.674,225.927,1748.96465,1413.828,1316.848,5991
695,324.316,6.55582,100.862,1258.84,18.0581,16.3637,8.73721,11.0611,11.8792,665.057,601.816,144.185,421.098,409.702,260.298,225.959,1756.67313,1411.058,1317.057,5991.81
700,326.611,6.95576,102.028,1261.31,17.5679,16.438,8.53357,11.0638,11.8896,662.661,597.729,144.067,422.502,409.318,259.749,225.848,1762.39763,1404.457,1317.417,5987.53
705,324.739,6.92692,100.954,1263.35,17.9617,16.0519,8.66275,11.2085,11.7852,664.371,602.273,144.045,420.367,409.632,260.059,225.725,1761.63997,1410.689,1315.783,5991.92
710,324.288,6.48749,99.6967,1261,18.4972,15.7043,8.7192,11.1661,11.793,665.042,603.535,143.93,419.067,409.791,259.921,225.467,1757.35199,1412.507,1314.246,5988.28
715,324.296,6.87145,99.4681,1261.59,18.4162,16.4262,9.06323,11.7655,11.5748,664.283,603.141,143.978,418.713,409.167,260.289,225.458,1759.47148,1411.402,1313.627,5989.85
720,327.077,7.08208,101.083,1261.11,18.2032,15.9837,8.76741,11.5855,11.9494,662.896,598.92,143.887,421.736,408.754,259.562,225.322,1762.84129,1405.703,1315.374,5990.32
725,324.772,6.8175,99.5956,1262.92,18.3629,16.4572,9.07162,11.4233,11.6421,665.087,604.227,144.036,418.261,409.142,260.067,225.424,1761.06222,1413.35,1312.894,5995.74
730,327.333,7.1191,101.985,1267.5,17.9506,16.4893,9.17906,11.5864,11.9468,661.394,600.587,143.883,422.685,409.447,259.664,225.176,1771.08926,1405.864,1316.972,5991.94
735,325.313,6.81441,101.192,1261.91,18.7487,16.3876,9.03218,11.5615,11.9815,664.255,603.201,143.856,419.73,408.62,259.416,225.047,1762.94089,1411.312,1312.813,5991.2
740,325.281,6.88428,102.054,1261.19,18.9248,16.5984,9.07966,11.8718,12.2257,664.503,604.907,143.66,420.553,408.778,259.592,225.092,1764.10964,1413.07,1314.015,5995.59
745,324.157,7.2288,99.7656,1260.03,18.2021,16.9629,9.11289,11.8945,11.8549,666.004,606.556,143.666,417.783,408.078,259.467,224.945,1759.20869,1416.226,1310.273,5994.27
750,327.694,6.74421,99.2948,1262.75,19.0034,16.8278,8.78769,11.2897,11.6834,663.408,601.083,143.742,420.091,408.63,259.434,224.939,1764.075,1408.233,1313.094,5996.57
755,328.588,7.12467,102.964,1265.15,18.5721,16.3914,9.35579,11.7678,12.2996,661.472,598.91,143.517,421.169,408.183,259.127,224.664,1772.21336,1403.899,1313.143,5993.04
760,328.718,7.3671,104.758,1260.49,18.7856,16.8146,9.31228,12.1952,12.7632,661.66,598.027,143.399,422.934,407.745,258.823,224.471,1771.20398,1403.086,1313.973,5990.91
765,329.037,7.09534,101.625,1265.6,18.8659,16.7045,9.15379,12.2053,12.284,660.907,598.179,143.337,420.805,408.193,259.17,224.405,1772.57083,1402.423,1312.573,5991.71
770,327.822,6.90486,101.028,1264.71,19.1835,16.8521,9.5582,11.8335,12.0724,661.245,600.647,143.349,420.553,408.422,259.142,224.229,1769.96456,1405.241,1312.346,5991.33
775,322.954,6.74312,100.312,1253.96,19.1445,16.3485,9.76359,12.0885,12.1462,667.211,609.262,143.17,417.12,407.296,258.807,224.159,1753.46041,1419.643,1307.382,5990.97
780,325.627,7.48558,100.895,1254.44,18.4631,16.9645,9.47753,12.3182,12.4893,665.342,605.927,143.359,418.713,407.056,258.714,223.988,1758.16021,1414.628,1308.471,5991.67
785,329.466,7.93416,102.956,1268.48,18.141,17.227,9.508,12.1915,12.4819,659.872,599.035,143.126,420.804,407.48,258.632,224.277,1778.38556,1402.033,1311.193,5993.65
790,328.386,7.40906,102.285,1265.51,18.5298,17.1564,9.52079,12.0163,12.5282,661.585,601.033,143.262,419.765,407.762,258.738,224.07,1773.34155,1405.88,1310.335,5995.49
795,329.53,6.85978,103.029,1266.36,19.8727,17.2973,9.39916,12.1771,12.7557,659.754,598.318,143.189,420.269,407.191,258.493,223.768,1777.28074,1401.261,1309.721,5992.73
800,327.878,7.66697,102.283,1259.76,18.6296,16.8769,9.66179,12.0668,12.6526,661.514,602.422,142.914,421.393,406.858,257.904,223.616,1767.47566,1406.85,1309.771,5987.05
805,328.722,7.58009,103.14,1263.68,18.6566,16.9154,9.6176,12.3904,12.6453,661.179,601.16,142.777,419.794,407.019,258.061,223.625,1773.34739,1405.116,1308.499,5991.52
810,328.925,7.18675,101.811,1262.98,19.3627,17.1935,9.96431,12.2941,12.5159,660.536,601.281,142.823,420.243,407.01,258.553,223.421,1772.23326,1404.64,1309.227,5991.73
815,326.977,7.41441,98.7668,1260.77,18.777,17.6487,9.75032,12.1561,12.0583,662.408,605.23,142.809,416.616,406.569,258.363,223.189,1764.31863,1410.447,1304.737,5990.65
820,331.248,8.13652,105.619,1265.38,18.6601,16.8129,9.82878,12.4889,13.2234,658.102,596.54,142.527,422.288,406.471,257.651,223.27,1781.3976,1397.169,1309.68,5988.24
825,325.34,7.48835,101.301,1257.99,19.3151,17.3248,9.47829,12.3901,12.5004,664.456,607.543,142.53,417.054,406.225,257.512,223.015,1763.12804,1414.529,1303.806,5987.71
830,328.655,7.74026,103.572,1260.63,19.464,17.4874,9.50772,12.4048,13.078,661.378,602.014,142.679,419.269,406.149,257.433,222.987,1772.53918,1406.071,1305.838,5989.07
835,327.574,7.65415,101.604,1259.31,19.2612,17.7572,9.43703,12.2809,12.6265,662.385,604.412,142.483,418.949,406.16,257.444,222.868,1767.50498,1409.28,1305.421,5988.46
840,328.699,7.74866,104.1,1261.07,19.7636,17.7721,9.6904,12.6877,13.3332,660.499,601.258,142.391,419.791,405.691,257.081,222.475,1774.86466,1404.148,1305.038,5985.39
845,329.583,8.01326,104.219,1265.69,19.0768,17.56,9.68488,12.777,13.0913,659.004,600.857,142.523,419.519,405.784,257.117,222.406,1779.69524,1402.384,1304.826,5985.12
850,328.148,8.2534,102.594,1258.85,19.1126,17.6825,10.1166,12.8788,12.7586,661.098,602.782,142.379,419.175,405.499,257.205,222.277,1770.3945,1406.259,1304.156,5985.14
855,327.557,7.44551,103.297,1258.89,19.7972,17.5307,9.67559,12.6111,12.9625,661.203,603.008,141.999,417.154,404.537,256.57,221.982,1769.7666,1406.21,1300.243,5979.15
860,328.097,7.88314,102.143,1259.6,19.7485,18.068,9.81841,12.5197,12.8215,661.005,603.216,142.244,416.95,404.715,256.739,221.977,1770.69925,1406.465,1300.381,5982.56
865,331.161,7.32629,103.624,1266.62,20.3494,17.7839,9.21482,12.3614,13.1439,658.025,598.777,142.117,418.608,404.789,256.27,221.766,1781.58471,1398.919,1301.433,5981.04
870,326.849,7.52185,101.234,1260.15,20.3456,18.3842,9.68029,12.8006,12.6421,660.749,605.555,141.918,415.222,404.278,256.354,221.555,1769.60764,1408.222,1297.409,5976.47
875,329.654,8.23774,103.056,1263.67,19.218,17.7379,10.4161,12.8916,13.0018,658.505,600.745,141.984,416.126,404.342,256.422,221.511,1777.88314,1401.234,1298.401,5979.61
880,329.215,8.04443,101.834,1260.95,19.5449,18.5378,9.80084,12.892,13.0099,658.747,602.311,141.885,418.019,404.221,255.911,221.232,1773.82887,1402.943,1299.383,5974.65
885,328.506,8.08495,101.921,1259.68,19.6786,17.6063,10.0452,13.117,12.9884,659.763,603.779,142.064,416.302,403.608,256.147,221.06,1771.62745,1405.606,1297.117,5976.64
890,333.296,7.48152,105.242,1269.08,20.9557,18.132,9.96248,13.1764,13.4792,653.93,594.717,141.815,419.949,403.94,255.824,220.908,1790.8053,1390.462,1300.621,5974.34
895,329.051,8.09239,103.067,1255.6,20.3422,18.65,10.2898,13.0083,13.2555,659.392,602.431,141.874,417.565,403.338,255.629,220.749,1771.35619,1403.697,1297.281,5971.7
900,331.444,8.3987,103.401,1263.21,20.167,18.213,9.59257,13.2162,13.2251,657.204,598.274,141.736,417.72,403.358,255.206,220.838,1780.86757,1397.214,1297.122,5973.9
905,331.058,7.91499,104.154,1261.36,20.1058,18.4332,10.415,13.1959,13.5207,657.963,599.821,141.84,419.545,403.396,255.538,220.78,1780.15759,1399.624,1299.259,5978.63
910,330.393,8.33802,104.084,1264.11,20.2419,18.1464,10.2689,13.5669,13.314,659.323,602.578,142.036,417.712,403.955,255.812,220.964,1782.46312,1403.937,1298.443,5983.62
915,332.418,8.11788,103.654,1266.04,20.0622,17.9484,9.94499,13.049,13.3334,656.843,599.064,141.788,417.242,403.295,255.673,220.598,1784.56787,1397.695,1296.808,5980.1
920,331.185,7.99555,104.189,1260.99,20.7979,18.7614,9.97062,13.2738,13.7204,658.859,601.596,141.669,418.638,403.342,255.428,220.626,1780.88367,1402.124,1298.034,5980.49
925,335.741,8.14876,106.22,1271.52,20.5269,18.2083,10.1321,13.2226,13.7281,654.175,594.587,141.643,422.165,403.752,255.428,220.798,1797.44776,1390.405,1302.143,5987.76
930,330.173,8.25861,104.87,1261.23,20.7073,18.7424,9.9634,13.4238,13.6088,659.752,602.948,141.554,417.505,403.21,254.961,220.277,1780.97731,1404.254,1295.953,5979.85
935,331.978,8.59925,103.083,1262.93,20.1283,18.1702,10.4287,13.2993,13.3382,656.951,600.836,141.529,417.416,402.782,255.172,220.158,1781.95495,1399.316,1295.528,5977.97
940,329.861,8.69026,103.961,1257.08,20.5176,18.4457,10.1882,13.5677,13.6679,659.369,604.089,141.324,416.41,402.334,254.931,219.947,1775.97936,1404.782,1293.622,5976.2
945,332.018,8.68741,104.908,1262.48,20.2226,18.1736,10.436,13.4637,13.7599,658.068,601.494,141.476,418.47,403.172,254.922,220.263,1784.14921,1401.038,1296.827,5984.3
950,334.423,8.21331,105.302,1268.33,21.0605,18.599,10.2394,13.77,13.7773,655.187,597.614,141.204,418.878,403.063,254.937,220.25,1793.71451,1394.005,1297.128,5981.96
955,331.545,8.15493,103.879,1263.4,21.0061,18.7198,10.2051,13.217,13.5097,657.823,602.974,141.225,416.595,402.361,254.75,220.055,1783.63663,1402.022,1293.761,5980.56
960,332.207,8.76777,103.806,1263.05,20.0659,17.9432,10.3391,13.3794,13.2885,656.971,600.345,141.065,416.609,402.048,254.399,219.761,1782.84687,1398.381,1292.817,5975.69
965,331.731,8.53047,104.117,1257.92,20.9481,18.4813,10.7727,13.4779,13.8077,658.325,602.782,141.197,418.488,402.301,254.656,219.648,1779.78617,1402.304,1295.093,5980.6
970,333.391,8.98163,105.365,1261.97,20.4573,18.7798,10.3471,13.5219,13.9052,656.238,600.093,141.018,419.177,402.189,254.44,219.532,1786.71893,1397.349,1295.338,5978.68
975,332.687,8.71802,104.543,1265,21.2266,19.2513,9.88735,13.6654,13.7514,656.625,602.468,141.063,417.899,402.249,254.106,219.478,1788.73007,1400.156,1293.732,5981.69
980,332.815,8.51882,105.621,1267.45,21.5982,18.9969,10.6021,13.5641,13.7288,655.255,601.647,140.834,415.577,401.506,254.217,219.148,1792.89492,1397.736,1290.448,5977.85
985,335.023,8.44539,106.362,1267.88,21.1529,19.095,10.5067,13.6978,14.2731,654.159,597.915,140.921,418.265,401.898,254.23,219.226,1796.43589,1392.995,1293.619,5981.52
990,332.578,8.7264,104.751,1264.55,20.9298,19.3174,10.347,13.9685,13.8389,656.624,602.164,140.82,416.552,401.675,253.813,219.184,1789.007,1399.608,1291.224,5977.9
995,335.052,9.01125,106.657,1267.06,20.8093,18.9576,10.434,13.8949,14.2506,654.098,597.845,140.872,418.558,401.507,253.862,218.978,1796.12665,1392.815,1292.905,5978.22
1000,333.246,8.47354,102.52,1259.93,21.7404,19.3676,10.4711,13.6643,13.5337,657.117,603.159,140.569,416.065,401.375,253.984,218.958,1782.94664,1400.845,1290.382,5978.96
1005,333.482,8.45074,103.428,1267.43,20.874,18.3381,10.9923,13.6785,13.5734,656.285,602.866,140.704,414.699,401.166,254.289,218.959,1790.24704,1399.855,1289.113,5984.7
1010,333.111,9.10471,105.354,1264.36,21.0644,19.3082,10.3476,14.0953,14.2647,657.173,602.894,140.702,418.227,401.749,253.679,219.131,1791.00991,1400.769,1292.786,5984.77
1015,336.652,8.86171,105.72,1264.66,21.1202,19.0248,10.3714,13.9499,14.2253,654.814,597.618,140.631,419.789,401.536,253.488,218.777,1794.58531,1393.063,1293.59,5983
1020,334.525,9.16341,106.505,1265.72,21.3589,18.8815,10.4833,14.193,14.3338,655.447,600.249,140.636,417.43,400.974,253.518,218.743,1795.16391,1396.332,1290.665,5982.55
1025,334.958,9.24598,106.097,1266.75,20.975,18.9703,10.8927,14.1045,14.1164,655.913,600.558,140.57,417.365,401.075,253.509,218.75,1796.10988,1397.041,1290.699,5985.52
1030,334.801,8.76171,104.935,1268.52,21.8889,19.5982,10.3493,14.1612,14.005,655.345,601.223,140.398,415.509,401.065,253.566,218.385,1797.02031,1396.966,1288.525,5983.57
1035,334.951,8.73174,107.104,1263.66,21.9103,19.449,11.0857,13.8488,14.4672,655.475,601.481,140.393,418.65,400.603,253.401,218.383,1795.20774,1397.349,1291.037,5984.38
1040,338.12,9.73704,108.353,1268.57,20.8988,19.3801,10.3983,14.3955,14.4992,653.013,595.58,140.5,420.751,400.604,252.963,218.411,1804.35194,1389.093,1292.729,5984.3
1045,335.543,9.49675,104.587,1264.37,21.0539,19.1547,10.8237,14.0136,14.1331,656.87,602.457,140.508,416.397,400.706,253.305,218.285,1793.17575,1399.835,1288.693,5989.1
1050,335.417,9.07172,103.661,1266.38,21.6663,19.4946,10.8558,14.1126,13.9057,656.209,602,140.497,415.719,400.88,253.395,218.047,1794.56472,1398.706,1288.041,5986.9
1055,335.158,9.85656,105.673,1265.37,21.4699,19.6686,10.7916,14.6478,14.3133,656.655,603.286,140.5,417.068,400.582,253.126,218.052,1796.94876,1400.441,1288.828,5989.09
1060,335.584,9.21484,108.329,1267.34,21.8017,19.8304,10.6,14.5471,14.7002,655.872,600.203,140.137,416.921,400.143,252.529,218.04,1801.94724,1396.212,1287.633,5983.72
1065,333.642,9.40095,103.09,1259.79,21.1154,19.7414,10.9766,14.2514,14.0075,659.305,607.082,140.362,414.542,400.167,253.064,218.069,1786.01525,1406.749,1285.842,5988.64
1070,336.933,9.56969,107.194,1269.3,21.8256,19.8057,10.4684,14.4023,14.5849,654.81,600.829,140.044,418.896,400.314,252.51,217.928,1804.08359,1395.683,1289.648,5988.21
1075,339.131,9.35646,106.016,1269.52,21.3155,19.3897,11.3525,14.5805,14.2946,652.697,597.373,140.204,418.21,400.018,253.131,217.651,1804.95626,1390.274,1289.01,5988.21
1080,333.875,10.2586,104.437,1262.08,21.0622,19.3671,11.104,14.5946,14.2273,658.335,606.929,140.319,413.316,399.826,252.751,217.336,1791.0058,1405.583,1283.229,5987.15
1085,334.921,10.0704,105.077,1264.39,21.5563,20.0464,10.6646,14.6127,14.3606,658.292,605.765,140.112,414.448,399.969,252.514,217.472,1795.699,1404.169,1284.403,5989.61
1090,336.502,10.165,105.104,1265.72,20.8007,19.7029,11.1512,14.5831,14.4737,656.133,603.292,139.967,417.161,399.744,252.319,217.353,1798.2026,1399.392,1286.577,5988.38
1095,337.546,9.46734,107.289,1264.21,22.0971,19.8325,10.9189,14.6241,14.9121,655.568,601.402,139.868,419.189,399.653,251.935,217.382,1800.89704,1396.838,1288.159,5987.57
1100,336.919,9.88918,107.363,1271.53,21.3979,19.5585,11.262,14.5648,14.554,653.776,602.02,139.906,416.463,399.485,251.96,217.162,1807.03838,1395.702,1285.07,5986.8
1105,336.622,9.90788,105.132,1265.11,21.3084,19.6463,11.4359,14.7206,14.5719,655.441,604.233,139.827,416.104,399.183,252.286,217.209,1798.45498,1399.501,1284.782,5987.53
1110,336.659,9.80587,104.917,1263.67,22.1077,20.3848,11.0344,14.5665,14.4214,656.315,604.198,139.792,415.596,399.051,251.988,217.082,1797.56667,1400.305,1283.717,5988.22
1115,338.632,9.65283,107.192,1271.02,22.2283,20.2549,11.037,14.9314,14.8047,652.791,599.486,139.742,418.038,399.395,251.871,216.858,1809.75313,1392.019,1286.162,5986.74
1120,339.122,10.2108,106.935,1269.1,21.5669,20.1241,11.1056,14.7494,14.707,653.035,598.858,139.666,418.931,399.748,251.694,216.745,1807.6208,1391.559,1287.118,5985.58
1125,336.429,10.3604,104.848,1263.65,21.363,20.5408,11.2516,14.6116,14.5542,657.067,605.931,139.693,415.741,398.852,251.856,216.861,1797.6086,1402.691,1283.31,5990.75
1130,340.183,10.5496,107.652,1275.41,21.5023,20.199,11.6238,15.4368,15.0049,650.937,598.635,139.64,417.458,399.054,251.967,216.515,1817.5614,1389.212,1284.994,5989.52
1135,338.238,9.93013,108.565,1266.29,22.4634,19.8783,10.9545,15.3047,15.383,654.144,602.228,139.611,417.467,398.421,251.246,216.32,1807.00703,1395.983,1283.454,5985.97
1140,340.965,10.1069,108.376,1273.97,22.3319,20.406,11.109,14.811,15.093,650.345,597.1,139.537,418.535,398.551,251.29,216.329,1817.1688,1386.982,1284.705,5985.8
1145,340.541,10.1202,108.89,1271.45,22.0776,19.733,11.0587,15.0717,15.3941,651.558,598.076,139.364,419.053,398.696,251.05,216.235,1814.3363,1388.998,1285.034,5985.77
1150,336.44,10.2617,105.243,1259.34,21.6486,20.2533,11.9241,15.3162,14.8794,655.356,605.745,139.133,415.4,397.933,251.348,215.779,1795.3063,1400.234,1280.46,5978.9
1155,337.282,10.0505,105.684,1267.47,22.3147,20.1321,11.2742,15.061,14.7085,653.399,602.449,139.278,412.919,397.768,250.986,215.759,1803.977,1395.126,1277.432,5978.73
1160,336.572,10.1938,105.852,1262.21,22.1961,19.8983,11.6948,15.3353,14.7906,655.102,604.612,138.97,412.821,397.226,250.87,215.538,1798.7429,1398.684,1276.455,5976.23
1165,341.647,10.0359,106.577,1273.08,22.2791,20.516,11.2623,15.0003,14.9884,648.438,595.97,138.907,417.397,397.698,250.687,215.422,1815.386,1383.315,1281.204,5975.93
1170,339.824,10.6295,107.368,1268.08,21.6184,19.7993,11.7685,15.2291,15.153,651.191,600.114,139.082,416.063,397.023,250.736,215.462,1809.4698,1390.387,1279.284,5978.96
1175,337.375,10.4984,106.173,1262.7,22.1386,20.8547,11.5378,15.2881,14.8825,654.401,604.426,138.937,414.735,397.643,250.708,215.556,1801.4481,1397.764,1278.642,5979.41
1180,337.359,10.0698,106.174,1267.19,22.3046,20.37,11.8813,15.2221,14.8962,652.565,604.998,138.686,413.754,396.974,250.675,215.356,1805.467,1396.249,1276.759,5978.82
1185,340.738,11.1058,109.707,1266.77,21.8922,21.3018,11.6068,15.6298,15.6151,650.848,598.723,138.874,417.74,396.928,250.392,215.361,1814.3665,1388.445,1280.421,5982.34
1190,336.859,10.4302,107.864,1265.74,22.8528,21.2756,12.0508,15.8193,15.4483,653.757,605.481,138.792,414.566,397.265,250.565,215.121,1808.34,1398.03,1277.517,5982.11
1195,340.202,10.0937,107.218,1269.21,23.1166,21.1574,11.2086,15.1564,15.1034,651.161,599.834,138.676,414.981,396.936,250.061,214.911,1812.4661,1389.671,1276.889,5979.05
1200,338.531,11.1603,105.858,1264.33,21.6065,20.7541,11.508,15.504,15.0219,653.088,603.205,138.52,413.252,395.942,249.916,214.787,1804.2738,1394.813,1273.897,5975.44
1205,340.528,10.4838,108.263,1270.04,23.0675,21.0905,11.2137,15.6637,15.3707,650.769,599.598,138.515,414.412,396.399,249.856,214.752,1815.7209,1388.882,1275.419,5979.51
1210,341.271,10.3034,108.88,1269.55,23.0872,21.1766,11.4228,15.5724,15.564,649.901,598.053,138.621,415.801,396.487,249.61,214.351,1816.8274,1386.575,1276.249,5976.81
1215,342.618,10.8576,108.812,1273.06,22.5521,20.8045,11.8629,15.7535,15.4043,646.872,596.331,138.413,416.06,395.855,249.712,214.377,1821.7249,1381.616,1276.004,5973.92
1220,339.621,10.3888,107.024,1264.22,22.4839,21.2606,11.9215,15.5588,15.3878,651.767,602.237,138.414,415.609,396.118,249.567,214.391,1807.8664,1392.418,1275.685,5977.07
1225,339.052,10.3395,108.103,1263.01,23.6978,21.316,11.4909,15.6497,15.5053,653.32,604.366,138.352,414.852,395.995,249.306,214.319,1808.1642,1396.038,1274.472,5978.73
1230,341.49,10.611,107.75,1269.64,23.033,20.9799,11.761,15.6954,15.517,650.266,599.666,138.579,415.021,396.281,249.666,214.16,1816.4773,1388.511,1275.128,5980.88
1235,338.805,10.7528,106.75,1267.49,22.9474,21.1279,11.8441,15.6435,15.2856,652.677,604.473,138.456,411.608,395.647,249.441,214.086,1810.6463,1395.606,1270.782,5979.43
1240,340.329,10.5909,109.081,1266.46,23.4237,21.6116,11.4912,15.7689,15.6013,651.035,601.558,138.215,414.364,395.571,248.874,213.933,1814.3576,1390.808,1272.742,5975.87
1245,340.74,11.2882,109.13,1265.73,22.8863,21.5433,11.7697,16.0834,15.6544,651.851,602.004,138.208,415.728,395.753,249.072,214.165,1814.8253,1392.063,1274.718,5982.17
1250,337.174,10.981,106.301,1260.16,22.9447,21.4841,11.9516,15.8759,15.3933,656.169,610.025,138.263,411.357,395.176,249.274,213.973,1802.2656,1404.457,1269.78,5982.33
1255,337.684,10.5055,105.146,1264.39,23.8202,21.7139,11.5877,15.6084,15.2196,655.322,609.083,138.058,410.356,395.53,249.202,213.818,1805.6753,1402.463,1268.906,5981.63
1260,341.986,10.8949,108.199,1271.81,22.9461,21.0611,11.9822,16.1614,15.7099,650.276,601.269,138.157,413.573,395.372,249.163,213.711,1820.7506,1389.702,1271.819,5983.39
1265,342.336,10.6879,109.467,1266.97,23.7243,21.2053,11.4296,15.9938,15.9508,651.389,601.605,138.05,416.353,395.372,248.634,213.604,1817.7647,1391.044,1273.963,5982.67
1270,340.64,11.3375,107.161,1261.5,23.3594,21.7845,11.6937,16.1351,15.9144,653.881,607.217,138.104,414.217,395.262,248.955,213.42,1809.5256,1399.202,1271.854,5984.58
1275,340.819,11.1979,107.274,1265.72,22.5702,21.3755,12.3915,15.9596,15.5973,651.795,604.119,137.989,413.058,394.473,248.671,213.251,1812.905,1393.903,1269.453,5978.76
1280,342.681,11.507,108.409,1269.27,22.8656,21.4738,11.9815,16.0941,15.7229,649.948,601.168,137.839,415.302,394.938,248.384,213.419,1820.0049,1388.955,1272.043,5980.69
1285,340.443,11.2831,107.313,1264.52,23.3206,21.6646,12.1754,16.2779,15.7171,652.962,606.095,137.868,412.915,394.732,248.553,213.271,1812.7147,1396.925,1269.471,5982.81
1290,340.769,10.5332,107.59,1265.04,24.0303,21.9616,12.4766,15.9864,15.9884,652.354,605.684,137.808,413.221,394.578,248.557,213.186,1814.3755,1395.846,1269.542,5982.75
1295,341.222,11.3039,109.317,1268.57,23.6872,22.2513,12.1005,16.4916,16.1349,650.745,603.128,137.72,412.903,394.249,248.147,212.914,1821.0784,1391.593,1268.213,5979.26
