ARR_DATA(I)			Integral(5.434,5.394)				Integral(5.255,5.224)				Integral(4.671,4.619)		Integral(4.027,3.987)		
28999	0	0	97.9257	0	0	0	43.0381	0	0	0	328.176	0	44.7178	0	
29089	0	0	97.5013	0	0	0	42.7334	0	0	0	323.048	0	44.5068	0	
29181	0	0	97.7254	0	0	0	42.7944	0	0	0	326.026	0	44.606	0	
29273	0	0	97.6073	0	0	0	43.1536	0	0	0	324.727	0	44.8264	0	
29370	0	0	98.5894	0	0	0	44.6462	0	0	0	337.15	0	45.4793	0	
29461	0	0	97.3993	0	0	0	42.8278	0	0	0	324.596	0	44.9758	0	
29549	0	0	97.2066	0	0	0	42.9299	0	0	0	324.676	0	44.9308	0	
29638	0	0	96.9134	0	0	0	42.7336	0	0	0	324.95	0	45.1603	0	
29732	0	0	97.3027	0	0	0	43.3534	0	0	0	327.394	0	45.2691	0	
29823	0	0	97.1568	0	0	0	42.9368	0	0	0	326.294	0	45.168	0	
29915	0	0	97.2866	0	0	0	43.4255	0	0	0	329.317	0	45.4644	0	
30006	0	0	97.0895	0	0	0	43.3725	0	0	0	327.249	0	45.5072	0	
30097	0	0	96.6779	0	0	0	43.0414	0	0	0	325.561	0	45.383	0	
30189	0	0	97.0539	0	0	0	43.581	0	0	0	326.389	0	45.4499	0	
30280	0	0	97.0377	0	0	0	43.6308	0	0	0	327.302	0	45.6678	0	
30372	0	0	96.5837	0	0	0	43.3541	0	0	0	327.73	0	45.6402	0	
30462	0	0	96.5988	0	0	0	43.3136	0	0	0	326.876	0	45.8118	0	
30554	0	0	96.2903	0	0	0	43.2721	0	0	0	324.859	0	45.7693	0	
30644	0	0	96.4952	0	0	0	43.3985	0	0	0	325.757	0	45.9383	0	
30736	0	0	96.2802	0	0	0	43.25	0	0	0	324.311	0	46.0286	0	
30827	0	0	96.0429	0	0	0	43.3869	0	0	0	326.248	0	46.0939	0	
30917	0	0	95.9098	0	0	0	43.3934	0	0	0	326.76	0	46.447	0	
31009	0	0	96.0321	0	0	0	43.6582	0	0	0	326.14	0	46.1297	0	
31101	0	0	96.0286	0	0	0	43.7173	0	0	0	328.203	0	46.4009	0	
31193	0	0	96.0046	0	0	0	43.8614	0	0	0	329.598	0	46.3366	0	
31291	0	0	96.7315	0	0	0	45.1504	0	0	0	339.939	0	47.1164	0	
31383	0	0	95.6245	0	0	0	43.6902	0	0	0	328.944	0	46.5414	0	
31474	0	0	95.7659	0	0	0	43.5969	0	0	0	327.687	0	46.5235	0	
31563	0	0	95.6442	0	0	0	43.5999	0	0	0	325.213	0	46.6355	0	
31655	0	0	95.5016	0	0	0	43.8561	0	0	0	327.198	0	46.9213	0	
31745	0	0	95.2295	0	0	0	43.5736	0	0	0	326.616	0	47.0657	0	
31835	0	0	94.8906	0	0	0	43.5434	0	0	0	327.653	0	46.926	0	
31928	0	0	95.1502	0	0	0	43.9473	0	0	0	328.071	0	47.046	0	
32018	0	0	95.0144	0	0	0	44.0147	0	0	0	326.268	0	47.0022	0	
32108	0	0	95.0821	0	0	0	44.0707	0	0	0	327.868	0	47.292	0	
32198	0	0	94.912	0	0	0	44.0891	0	0	0	327.715	0	47.2824	0	
32287	0	0	94.9243	0	0	0	44.0431	0	0	0	326.818	0	47.3433	0	
32378	0	0	95.1811	0	0	0	44.5878	0	0	0	332.923	0	47.598	0	
32470	0	0	94.9266	0	0	0	44.2599	0	0	0	330.254	0	47.7139	0	
32562	0	0	94.7383	0	0	0	44.3637	0	0	0	329.926	0	47.7055	0	
32654	0	0	94.4294	0	0	0	44.1771	0	0	0	328.426	0	47.6338	0	
32746	0	0	94.3235	0	0	0	43.9647	0	0	0	325.656	0	47.9544	0	
32839	0	0	94.2869	0	0	0	44.1264	0	0	0	328.286	0	47.8517	0	
32931	0	0	94.5473	0	0	0	44.6201	0	0	0	329.25	0	48.0904	0	
33020	0	0	94.1488	0	0	0	44.3956	0	0	0	327.501	0	47.9569	0	
33109	0	0	94.3536	0	0	0	44.1913	0	0	0	326.959	0	47.8528	0	
33197	0	0	94.0386	0	0	0	44.3956	0	0	0	329.63	0	48.3931	0	
33290	0	0	94.1769	0	0	0	44.4858	0	0	0	329.984	0	48.1865	0	
33383	0	0	94.2006	0	0	0	44.7807	0	0	0	330.95	0	48.3217	0	
33480	0	0	94.6854	0	0	0	45.9305	0	0	0	341.958	0	49.0467	0	
33572	0	0	93.8315	0	0	0	44.766	0	0	0	329.768	0	48.4798	0	
33661	0	0	93.5905	0	0	0	44.5265	0	0	0	329.112	0	48.3532	0	
33753	0	0	93.6144	0	0	0	44.5576	0	0	0	330.767	0	48.6781	0	
33843	0	0	93.6643	0	0	0	45.0297	0	0	0	327.811	0	48.8397	0	
33934	0	0	93.1991	0	0	0	44.6228	0	0	0	328.291	0	48.7497	0	
34026	0	0	93.3288	0	0	0	44.8752	0	0	0	330.003	0	48.8414	0	
34123	0	0	94.0825	0	0	0	46.239	0	0	0	341.328	0	49.4563	0	
34214	0	0	93.3027	0	0	0	45.0825	0	0	0	328.834	0	48.8544	0	
34306	0	0	93.0075	0	0	0	44.7237	0	0	0	329.112	0	49.0305	0	
34396	0	0	93.1132	0	0	0	44.573	0	0	0	328.339	0	49.0085	0	
34488	0	0	92.9713	0	0	0	44.9993	0	0	0	329.42	0	49.096	0	
34580	0	0	93.0186	0	0	0	44.9204	0	0	0	330.165	0	49.2044	0	
34669	0	0	92.6281	0	0	0	44.7525	0	0	0	327.546	0	49.4487	0	
34762	0	0	92.8149	0	0	0	45.1923	0	0	0	330.548	0	49.5706	0	
34855	0	0	92.7687	0	0	0	45.3062	0	0	0	328.596	0	49.6928	0	
34948	0	0	92.5285	0	0	0	45.1318	0	0	0	328.867	0	49.7119	0	
35041	0	0	92.4162	0	0	0	45.2815	0	0	0	330.889	0	49.6719	0	
35138	0	0	93.2359	0	0	0	46.5724	0	0	0	341.303	0	50.4701	0	
35226	0	0	91.9722	0	0	0	44.8663	0	0	0	327.353	0	49.7984	0	
35317	0	0	92.1828	0	0	0	45.3221	0	0	0	329.006	0	49.8485	0	
35406	0	0	92.2086	0	0	0	45.2657	0	0	0	326.98	0	49.9199	0	
35499	0	0	92.122	0	0	0	45.5327	0	0	0	329.681	0	50.0686	0	
35590	0	0	92.1647	0	0	0	45.6173	0	0	0	331.361	0	50.0593	0	
35682	0	0	92.0109	0	0	0	45.4408	0	0	0	329.39	0	50.0035	0	
35774	0	0	91.8784	0	0	0	45.6324	0	0	0	331.63	0	50.48	0	
35863	0	0	91.7436	0	0	0	45.4452	0	0	0	327.717	0	50.2748	0	
35954	0	0	91.6431	0	0	0	45.3987	0	0	0	329.901	0	50.335	0	
36046	0	0	91.7473	0	0	0	45.9189	0	0	0	330.53	0	50.4611	0	
36138	0	0	91.5088	0	0	0	45.5998	0	0	0	331.017	0	50.5541	0	
36227	0	0	91.6157	0	0	0	45.6215	0	0	0	329.127	0	50.5269	0	
36318	0	0	91.3455	0	0	0	45.5147	0	0	0	327.174	0	50.544	0	
36407	0	0	91.3781	0	0	0	45.5949	0	0	0	328.965	0	50.7615	0	
36499	0	0	91.2214	0	0	0	45.59	0	0	0	329.85	0	50.9808	0	
36591	0	0	91.217	0	0	0	45.8892	0	0	0	330.618	0	50.8458	0	
36683	0	0	90.9987	0	0	0	45.6323	0	0	0	328.586	0	50.9389	0	
36772	0	0	90.9246	0	0	0	45.5616	0	0	0	329.655	0	50.943	0	
36861	0	0	90.6858	0	0	0	45.8863	0	0	0	331.144	0	51.2776	0	
36953	0	0	90.8915	0	0	0	46.0212	0	0	0	331.28	0	51.1733	0	
37042	0	0	90.453	0	0	0	45.5998	0	0	0	329.705	0	51.1982	0	
37132	0	0	90.8587	0	0	0	46.3053	0	0	0	331.845	0	51.3587	0	
37224	0	0	90.5683	0	0	0	45.7032	0	0	0	329.45	0	51.3272	0	
37315	0	0	90.3231	0	0	0	45.7914	0	0	0	329.711	0	51.4832	0	
37406	0	0	90.6392	0	0	0	46.5381	0	0	0	333.055	0	51.861	0	
37498	0	0	90.4432	0	0	0	45.98	0	0	0	328.87	0	51.3603	0	
37588	0	0	90.017	0	0	0	45.9182	0	0	0	330.308	0	51.6542	0	
37680	0	0	90.4925	0	0	0	46.3143	0	0	0	332.597	0	51.6865	0	
37772	0	0	90.1604	0	0	0	46.1628	0	0	0	333.152	0	52.013	0	
37861	0	0	90.2124	0	0	0	46.3929	0	0	0	331.069	0	51.7388	0	
37952	0	0	90.0133	0	0	0	46.2106	0	0	0	329.373	0	52.1858	0	
38043	0	0	90.0005	0	0	0	46.4184	0	0	0	330.842	0	52.1246	0	
38136	0	0	89.8874	0	0	0	46.3163	0	0	0	332.925	0	52.2355	0	
38228	0	0	89.7304	0	0	0	46.5555	0	0	0	335.423	0	52.5273	0	
38320	0	0	89.7958	0	0	0	46.6229	0	0	0	332.318	0	52.5391	0	
38410	0	0	90.1253	0	0	0	46.8056	0	0	0	334.536	0	52.5012	0	
38501	0	0	89.8213	0	0	0	46.6117	0	0	0	332.475	0	52.5203	0	
38590	0	0	89.2819	0	0	0	46.3208	0	0	0	332.853	0	52.6056	0	
38679	0	0	89.4145	0	0	0	46.6703	0	0	0	330.274	0	52.5878	0	
38768	0	0	88.9951	0	0	0	46.3847	0	0	0	329.285	0	52.6736	0	
38857	0	0	89.1061	0	0	0	46.6028	0	0	0	331.455	0	52.7757	0	
38949	0	0	89.1752	0	0	0	46.4961	0	0	0	330.158	0	52.6745	0	
39040	0	0	89.2642	0	0	0	46.9396	0	0	0	330.462	0	52.8531	0	
39129	0	0	88.8558	0	0	0	46.4625	0	0	0	329.974	0	52.9633	0	
39217	0	0	88.8753	0	0	0	46.6347	0	0	0	332.082	0	53.1974	0	
39310	0	0	88.8901	0	0	0	47.0113	0	0	0	332.633	0	53.1663	0	
39403	0	0	88.7783	0	0	0	46.8969	0	0	0	332.219	0	53.1482	0	
39495	0	0	88.7023	0	0	0	46.8054	0	0	0	332.658	0	53.3355	0	
39585	0	0	88.3687	0	0	0	46.4706	0	0	0	331.488	0	53.4773	0	
39675	0	0	88.6596	0	0	0	47.1364	0	0	0	330.24	0	53.3787	0	
39763	0	0	88.5053	0	0	0	47.1025	0	0	0	332.739	0	53.5799	0	
39856	0	0	88.4805	0	0	0	47.1181	0	0	0	334.452	0	53.4667	0	
39948	0	0	88.1993	0	0	0	46.8775	0	0	0	332.004	0	53.8532	0	
40039	0	0	88.3506	0	0	0	47.1115	0	0	0	331.496	0	53.7783	0	
40130	0	0	88.0992	0	0	0	46.6515	0	0	0	331.783	0	53.9148	0	
40221	0	0	88.3543	0	0	0	47.4702	0	0	0	336.665	0	54.1582	0	
40313	0	0	88.1446	0	0	0	47.1322	0	0	0	333.313	0	53.9775	0	
40404	0	0	88.1032	0	0	0	47.116	0	0	0	331.801	0	53.6854	0	
40496	0	0	88.2422	0	0	0	47.3501	0	0	0	334.122	0	53.8698	0	
40586	0	0	87.5008	0	0	0	46.8424	0	0	0	332.786	0	54.3509	0	
40678	0	0	87.942	0	0	0	47.5013	0	0	0	335.199	0	54.2965	0	
40773	0	0	87.5011	0	0	0	47.1763	0	0	0	333.343	0	54.3659	0	
40866	0	0	87.4858	0	0	0	47.2154	0	0	0	334.356	0	54.6294	0	
40958	0	0	87.6223	0	0	0	47.2512	0	0	0	334.91	0	54.4845	0	
41049	0	0	87.4605	0	0	0	47.4759	0	0	0	334.447	0	54.5281	0	
41140	0	0	87.2176	0	0	0	47.3318	0	0	0	333.95	0	54.6933	0	
41232	0	0	87.4275	0	0	0	47.6385	0	0	0	335.538	0	54.7919	0	
41325	0	0	87.2494	0	0	0	47.8086	0	0	0	336.809	0	55.0132	0	
41415	0	0	87.2704	0	0	0	47.9118	0	0	0	338.17	0	54.8434	0	
41507	0	0	86.9708	0	0	0	47.4757	0	0	0	335.89	0	55.0622	0	
41598	0	0	87.0225	0	0	0	47.2738	0	0	0	330.592	0	54.7556	0	
41688	0	0	87.1992	0	0	0	48.1042	0	0	0	338.941	0	55.2654	0	
41777	0	0	86.8268	0	0	0	47.5569	0	0	0	332.694	0	54.9001	0	
41869	0	0	86.8407	0	0	0	47.6778	0	0	0	336.186	0	55.1523	0	
41960	0	0	86.6916	0	0	0	47.6945	0	0	0	333.006	0	55.2138	0	
42050	0	0	86.6114	0	0	0	47.5569	0	0	0	335.054	0	55.296	0	
42143	0	0	86.6038	0	0	0	47.8972	0	0	0	335.35	0	55.5301	0	
42232	0	0	86.5444	0	0	0	47.8455	0	0	0	335.056	0	55.5793	0	
42324	0	0	86.3844	0	0	0	47.6163	0	0	0	333.03	0	55.4722	0	
42416	0	0	86.5969	0	0	0	48.2901	0	0	0	335.113	0	55.6153	0	
42507	0	0	86.3483	0	0	0	47.8113	0	0	0	334.356	0	55.7185	0	
42599	0	0	86.0128	0	0	0	47.714	0	0	0	335.483	0	55.9945	0	
42692	0	0	86.065	0	0	0	47.6099	0	0	0	333.602	0	55.8381	0	
42783	0	0	85.933	0	0	0	48.0724	0	0	0	334.804	0	55.9988	0	
42881	0	0	85.9561	0	0	0	47.987	0	0	0	334.815	0	56.0297	0	
42972	0	0	86.1437	0	0	0	48.3903	0	0	0	339.166	0	56.391	0	
43064	0	0	85.7654	0	0	0	47.8895	0	0	0	334.814	0	56.282	0	
43154	0	0	86.0064	0	0	0	48.4867	0	0	0	338.631	0	56.2899	0	
43245	0	0	85.926	0	0	0	48.4911	0	0	0	336.406	0	56.499	0	
43336	0	0	85.6131	0	0	0	48.1634	0	0	0	334.607	0	56.2854	0	
43424	0	0	85.5513	0	0	0	48.2435	0	0	0	335.993	0	56.3987	0	
43513	0	0	85.323	0	0	0	48.023	0	0	0	334.603	0	56.4742	0	
43605	0	0	85.4819	0	0	0	48.1592	0	0	0	333.676	0	56.5151	0	
43697	0	0	85.4732	0	0	0	48.3595	0	0	0	334.116	0	56.6922	0	
43788	0	0	85.3954	0	0	0	48.649	0	0	0	336.431	0	56.7321	0	
43880	0	0	85.0059	0	0	0	48.4523	0	0	0	336.372	0	57.0149	0	
43973	0	0	85.5569	0	0	0	48.7783	0	0	0	336.007	0	56.782	0	
44066	0	0	85.202	0	0	0	48.6093	0	0	0	338.702	0	57.1782	0	
44155	0	0	84.8783	0	0	0	48.4327	0	0	0	336.399	0	57.2548	0	
44245	0	0	84.9033	0	0	0	48.4519	0	0	0	335.035	0	57.1875	0	
44336	0	0	84.8302	0	0	0	48.6571	0	0	0	336.12	0	57.1611	0	
44431	0	0	85.0266	0	0	0	49.0758	0	0	0	337.831	0	57.4853	0	
44521	0	0	84.6106	0	0	0	48.6312	0	0	0	335.662	0	57.2674	0	
44613	0	0	84.6052	0	0	0	48.6667	0	0	0	337.782	0	57.4539	0	
44706	0	0	84.4402	0	0	0	48.5229	0	0	0	334.627	0	57.4327	0	
44797	0	0	84.2901	0	0	0	48.4757	0	0	0	334.705	0	57.5848	0	
44886	0	0	84.3219	0	0	0	48.8639	0	0	0	337.193	0	57.6478	0	
44978	0	0	84.5482	0	0	0	49.0036	0	0	0	338.531	0	57.7396	0	
45070	0	0	84.3319	0	0	0	48.907	0	0	0	337.004	0	57.8402	0	
45162	0	0	84.2435	0	0	0	49.1198	0	0	0	337.711	0	58.0706	0	
45251	0	0	84.1147	0	0	0	49.1271	0	0	0	336.081	0	57.9204	0	
45343	0	0	83.8592	0	0	0	48.7941	0	0	0	335.725	0	58.1092	0	
45434	0	0	83.8212	0	0	0	49.0224	0	0	0	336.583	0	58.2245	0	
45523	0	0	83.8806	0	0	0	48.7189	0	0	0	333.679	0	58.0326	0	
45614	0	0	83.4739	0	0	0	48.8747	0	0	0	335.986	0	58.2833	0	
45703	0	0	83.8398	0	0	0	49.2361	0	0	0	336.816	0	58.3749	0	
45795	0	0	83.5675	0	0	0	48.9707	0	0	0	335.935	0	58.367	0	
45887	0	0	83.5926	0	0	0	49.2971	0	0	0	335.441	0	58.5146	0	
45978	0	0	83.6416	0	0	0	49.5475	0	0	0	337.869	0	58.6887	0	
46070	0	0	83.3935	0	0	0	49.1241	0	0	0	336.622	0	58.69	0	
46160	0	0	83.3386	0	0	0	49.3024	0	0	0	335.227	0	58.6074	0	
46252	0	0	83.4456	0	0	0	49.318	0	0	0	335.198	0	58.7477	0	
46344	0	0	83.2576	0	0	0	49.1444	0	0	0	337.912	0	58.7921	0	
46435	0	0	82.9612	0	0	0	49.1699	0	0	0	337.796	0	58.9089	0	
46526	0	0	82.7832	0	0	0	49.1695	0	0	0	336.36	0	59.0613	0	
46616	0	0	83.2836	0	0	0	49.6775	0	0	0	337.283	0	58.8346	0	
46707	0	0	83.0485	0	0	0	49.361	0	0	0	336.675	0	59.0339	0	
46799	0	0	82.8266	0	0	0	49.4047	0	0	0	338.809	0	59.3967	0	
46892	0	0	83.0453	0	0	0	49.8438	0	0	0	339.087	0	59.3487	0	
46982	0	0	82.6445	0	0	0	49.4029	0	0	0	335.028	0	59.4637	0	
47075	0	0	82.5746	0	0	0	49.3128	0	0	0	339.048	0	59.4452	0	
47164	0	0	82.5033	0	0	0	49.658	0	0	0	337.272	0	59.4842	0	
47257	0	0	82.3563	0	0	0	49.4182	0	0	0	337.669	0	59.4633	0	
47346	0	0	82.1926	0	0	0	49.6139	0	0	0	338.108	0	59.5341	0	
47435	0	0	82.4633	0	0	0	49.5824	0	0	0	335.584	0	59.8021	0	
47523	0	0	82.072	0	0	0	49.5844	0	0	0	336.159	0	59.5245	0	
47612	0	0	82.1779	0	0	0	49.6013	0	0	0	336.381	0	59.7342	0	
47701	0	0	81.8108	0	0	0	49.4051	0	0	0	335.027	0	59.9892	0	
47792	0	0	82.3784	0	0	0	50.1449	0	0	0	340.631	0	60.062	0	
47884	0	0	81.6562	0	0	0	49.3552	0	0	0	336.282	0	60.0898	0	
47974	0	0	81.8112	0	0	0	49.4165	0	0	0	334.894	0	60.1723	0	
48066	0	0	81.9604	0	0	0	49.8004	0	0	0	338.439	0	60.1865	0	
48157	0	0	81.8732	0	0	0	50.0917	0	0	0	340.105	0	60.379	0	
48246	0	0	81.6016	0	0	0	49.8828	0	0	0	336.643	0	60.087	0	
48339	0	0	81.8358	0	0	0	49.9369	0	0	0	341.244	0	60.3192	0	
48428	0	0	81.5725	0	0	0	49.8334	0	0	0	338.222	0	60.537	0	
48519	0	0	81.8309	0	0	0	50.0825	0	0	0	340.786	0	60.6012	0	
48608	0	0	81.296	0	0	0	49.8518	0	0	0	336.513	0	60.4403	0	
48700	0	0	81.3096	0	0	0	49.948	0	0	0	338.894	0	60.5781	0	
48790	0	0	81.1832	0	0	0	49.8223	0	0	0	337.527	0	60.5141	0	
48880	0	0	81.1865	0	0	0	49.9457	0	0	0	336.496	0	60.7176	0	
48972	0	0	81.3473	0	0	0	50.3097	0	0	0	338.648	0	60.974	0	
49061	0	0	80.8299	0	0	0	49.8861	0	0	0	337.145	0	60.7914	0	
49153	0	0	80.8433	0	0	0	49.8695	0	0	0	337.198	0	61.1427	0	
49244	0	0	80.8802	0	0	0	50.0606	0	0	0	339.881	0	61.2131	0	
49336	0	0	81.0324	0	0	0	50.5159	0	0	0	340.327	0	61.5134	0	
49429	0	0	80.7184	0	0	0	49.8062	0	0	0	338.162	0	61.2107	0	
49521	0	0	80.8509	0	0	0	50.318	0	0	0	339.893	0	61.5265	0	
49617	0	0	81.4929	0	0	0	51.5629	0	0	0	350.309	0	61.8716	0	
49708	0	0	80.4256	0	0	0	50.0656	0	0	0	339.311	0	61.544	0	
49800	0	0	80.472	0	0	0	50.3945	0	0	0	336.273	0	61.3579	0	
49893	0	0	80.6812	0	0	0	50.352	0	0	0	338.904	0	61.5656	0	
49983	0	0	80.2145	0	0	0	50.2142	0	0	0	339.071	0	61.5954	0	
50075	0	0	80.0452	0	0	0	50.1877	0	0	0	338.039	0	61.6862	0	
50167	0	0	79.9599	0	0	0	50.1074	0	0	0	338.412	0	61.6615	0	
50258	0	0	80.5713	0	0	0	50.8672	0	0	0	340.235	0	61.9156	0	
50348	0	0	79.9875	0	0	0	50.3655	0	0	0	340.648	0	62.1073	0	
50438	0	0	80.0277	0	0	0	50.468	0	0	0	338.426	0	61.923	0	
50530	0	0	79.78	0	0	0	50.47	0	0	0	340.098	0	62.0835	0	
50622	0	0	79.7875	0	0	0	50.2211	0	0	0	337.899	0	62.035	0	
50710	0	0	79.7482	0	0	0	50.6611	0	0	0	339.752	0	62.3033	0	
50799	0	0	79.6262	0	0	0	50.3031	0	0	0	338.994	0	62.2496	0	
50888	0	0	79.8237	0	0	0	50.8014	0	0	0	338.415	0	62.3285	0	
50978	0	0	79.8853	0	0	0	50.9106	0	0	0	340.997	0	62.3475	0	
51069	0	0	79.7473	0	0	0	51.0031	0	0	0	341.231	0	62.4318	0	
51158	0	0	79.349	0	0	0	50.4893	0	0	0	339.993	0	62.5762	0	
51246	0	0	79.4002	0	0	0	50.7442	0	0	0	339.938	0	62.6323	0	
51338	0	0	79.5567	0	0	0	51.0276	0	0	0	340.763	0	62.7604	0	
51429	0	0	79.226	0	0	0	50.497	0	0	0	338.23	0	62.5911	0	
51518	0	0	79.6834	0	0	0	51.2763	0	0	0	344.13	0	62.9828	0	
51608	0	0	78.9597	0	0	0	50.5992	0	0	0	340.715	0	62.9329	0	
51698	0	0	78.8653	0	0	0	50.5053	0	0	0	338.087	0	62.9023	0	
51790	0	0	78.9435	0	0	0	50.6011	0	0	0	342.037	0	63.1129	0	
51881	0	0	78.8835	0	0	0	51.0656	0	0	0	342.067	0	63.3847	0	
51954	0	0	79.047	0	0	0	50.9865	0	0	0	340.742	0	63.3471	0	
52043	0	0	78.6482	0	0	0	50.8558	0	0	0	340.763	0	63.1206	0	
52133	0	0	78.6892	0	0	0	50.9163	0	0	0	339.428	0	63.1854	0	
52223	0	0	78.6149	0	0	0	50.9976	0	0	0	341.265	0	63.3517	0	
52316	0	0	78.6331	0	0	0	51.1124	0	0	0	340.133	0	63.2934	0	
52408	0	0	78.3436	0	0	0	50.5781	0	0	0	342.478	0	63.7135	0	
52500	0	0	78.1682	0	0	0	50.6927	0	0	0	342.032	0	63.7911	0	
52593	0	0	78.1634	0	0	0	50.6421	0	0	0	340.317	0	63.7914	0	
52683	0	0	77.8313	0	0	0	50.5742	0	0	0	340.404	0	63.7707	0	
52774	0	0	78.2507	0	0	0	51.012	0	0	0	341.272	0	64.0531	0	
52862	0	0	78.2655	0	0	0	51.06	0	0	0	339.017	0	63.7334	0	
52954	0	0	77.9996	0	0	0	50.889	0	0	0	339.42	0	63.8783	0	
53046	0	0	77.892	0	0	0	51.17	0	0	0	343.705	0	64.266	0	
53138	0	0	77.7845	0	0	0	50.9023	0	0	0	340.864	0	64.1899	0	
53231	0	0	77.6995	0	0	0	51.0608	0	0	0	343.175	0	64.4549	0	
53320	0	0	77.6845	0	0	0	51.1949	0	0	0	341.62	0	64.1178	0	
53412	0	0	77.9004	0	0	0	51.425	0	0	0	343.631	0	64.3425	0	
53504	0	0	77.571	0	0	0	50.9776	0	0	0	341.945	0	64.3537	0	
53594	0	0	77.2619	0	0	0	50.9286	0	0	0	340.802	0	64.474	0	
53686	0	0	77.737	0	0	0	51.4845	0	0	0	343.614	0	64.6824	0	
53779	0	0	77.546	0	0	0	51.345	0	0	0	344.176	0	64.8907	0	
53870	0	0	76.9788	0	0	0	51.3622	0	0	0	341.821	0	64.4102	0	
53960	0	0	77.1155	0	0	0	51.1093	0	0	0	343.904	0	64.8892	0	
54052	0	0	77.2068	0	0	0	51.3467	0	0	0	342.593	0	64.6185	0	
54142	0	0	76.9657	0	0	0	51.2307	0	0	0	343.378	0	64.8957	0	
54232	0	0	76.9151	0	0	0	51.2672	0	0	0	345.201	0	65.09	0	
54323	0	0	76.8195	0	0	0	51.2907	0	0	0	342.92	0	65.3833	0	
54412	0	0	76.7969	0	0	0	51.4225	0	0	0	342.765	0	65.147	0	
54502	0	0	76.5678	0	0	0	51.3066	0	0	0	344.446	0	65.3543	0	
54594	0	0	76.4094	0	0	0	51.1734	0	0	0	342.971	0	65.3636	0	
54683	0	0	76.5115	0	0	0	51.2801	0	0	0	344.534	0	65.5804	0	
54776	0	0	76.3574	0	0	0	51.2861	0	0	0	342.819	0	65.3383	0	
54866	0	0	76.2117	0	0	0	51.039	0	0	0	342.029	0	65.7002	0	
54959	0	0	76.4646	0	0	0	51.4425	0	0	0	342.086	0	65.4487	0	
55051	0	0	76.1831	0	0	0	51.291	0	0	0	345.802	0	66.0585	0	
55143	0	0	76.4017	0	0	0	51.7418	0	0	0	343.709	0	65.5879	0	
55235	0	0	76.302	0	0	0	51.5656	0	0	0	345.11	0	65.7318	0	
55327	0	0	76.0178	0	0	0	51.5171	0	0	0	344.07	0	65.6524	0	
55418	0	0	76.0465	0	0	0	51.3843	0	0	0	343.005	0	66.0198	0	
55511	0	0	76.2081	0	0	0	51.6694	0	0	0	344.208	0	65.7048	0	
55600	0	0	75.8735	0	0	0	51.6193	0	0	0	342.426	0	66.1532	0	
55692	0	0	69.3759	0	0	0	41.8417	0	0	0	263.812	0	62.3736	0	
55781	0	0	75.4026	0	0	0	51.2533	0	0	0	342.551	0	66.2458	0	
55873	0	0	75.6782	0	0	0	51.783	0	0	0	342.612	0	66.2655	0	
55965	0	0	75.6147	0	0	0	51.7805	0	0	0	347.342	0	66.6254	0	
56057	0	0	75.4282	0	0	0	51.4044	0	0	0	344.929	0	66.4723	0	
56146	0	0	75.2708	0	0	0	51.5404	0	0	0	344.191	0	66.5312	0	
56237	0	0	75.3431	0	0	0	51.5714	0	0	0	344.553	0	66.5421	0	
56326	0	0	75.4345	0	0	0	51.8295	0	0	0	344.799	0	66.5401	0	
56416	0	0	75.2263	0	0	0	51.764	0	0	0	345.379	0	66.7549	0	
56505	0	0	75.1959	0	0	0	51.57	0	0	0	341.868	0	66.6946	0	
56598	0	0	75.0384	0	0	0	51.6785	0	0	0	344.068	0	66.9106	0	
56691	0	0	75.3022	0	0	0	52.1689	0	0	0	345.318	0	66.9373	0	
56783	0	0	74.7746	0	0	0	51.325	0	0	0	343.903	0	67.0899	0	
56874	0	0	75.0273	0	0	0	52.0945	0	0	0	345.488	0	67.1952	0	
56967	0	0	74.8924	0	0	0	51.9972	0	0	0	345.639	0	67.3446	0	
57057	0	0	74.5668	0	0	0	51.7395	0	0	0	343.334	0	67.336	0	
57146	0	0	74.8423	0	0	0	52.0737	0	0	0	343.956	0	67.1418	0	
57239	0	0	74.5996	0	0	0	51.9466	0	0	0	345.213	0	67.2531	0	
57327	0	0	74.8589	0	0	0	52.1168	0	0	0	346.298	0	67.766	0	
57416	0	0	74.3221	0	0	0	51.9331	0	0	0	342.529	0	67.4454	0	
57505	0	0	74.2201	0	0	0	51.7315	0	0	0	343.927	0	67.6467	0	
57597	0	0	74.5937	0	0	0	52.431	0	0	0	346.159	0	67.5311	0	
57686	0	0	74.3149	0	0	0	52.2018	0	0	0	347.191	0	67.7701	0	
57778	0	0	74.1173	0	0	0	51.8644	0	0	0	344.659	0	67.5836	0	
57868	0	0	74.0753	0	0	0	52.1109	0	0	0	343.713	0	67.6578	0	
57957	0	0	74.0286	0	0	0	51.8396	0	0	0	343.651	0	67.8851	0	
58046	0	0	74.144	0	0	0	52.3446	0	0	0	343.894	0	67.9498	0	
58138	0	0	73.8085	0	0	0	52.0748	0	0	0	345.594	0	67.9495	0	
58230	0	0	73.8837	0	0	0	52.1238	0	0	0	344.218	0	67.8261	0	
58323	0	0	73.8173	0	0	0	52.5087	0	0	0	344.744	0	68.3192	0	
58415	0	0	73.7902	0	0	0	52.1214	0	0	0	346.108	0	68.2684	0	
58508	0	0	73.8181	0	0	0	52.3242	0	0	0	346.253	0	68.3947	0	
58600	0	0	73.7448	0	0	0	52.4793	0	0	0	346.271	0	68.2588	0	
