czas,sacharoza,alfa-glukoza,beta-glukoza,fruktoza,cale widmo
czas (s),"Integral(5.246521,5.185803)","Integral(5.056501,5.013715)","Integral(4.465992,4.419116)","Integral(3.805767,3.776692)","Integral(6.174450,1.387072)"
2470,25.379,2.88089,0.799313,11.5559,829.518
2475,24.1766,2.98794,0.773733,11.8323,802.984
2480,25.1217,2.93956,0.768897,12.7426,843.949
2485,25.0934,2.99424,0.802688,11.7778,830.135
2490,25.7711,2.80728,0.828238,11.3855,829.283
2495,23.4539,2.96564,0.820672,12.1012,812.383
2500,26.8433,2.97089,0.821663,12.6407,840.506
2505,25.7032,2.89503,0.78544,12.3178,768.664
2510,23.4207,2.97625,0.810276,11.7665,818.737
2515,25.0225,2.92467,0.838387,12.3462,782.129
2520,24.9095,2.91681,0.785936,10.825,826.791
2525,24.7791,3.08601,0.784481,12.8841,820.904
2530,24.0227,2.92636,0.83866,11.6772,812.086
2535,23.9417,2.92731,0.8396,13.1592,830.091
2540,23.9368,2.93264,0.793278,14.1444,838.684
2545,24.6431,2.93888,0.788431,11.8277,797.483
2550,24.6444,3.1144,0.817,12.9452,786.287
2555,24.629,2.85145,0.801074,11.7112,858.071
2560,26.2306,2.9374,0.798079,11.2621,755.644
2565,24.779,3.00508,0.842952,13.7391,798.31
2570,24.6855,3.00661,0.822172,11.8007,780.214
2575,24.4596,3.04337,0.799561,11.3524,821.856
2580,23.7551,3.0238,0.825213,12.7144,812.023
2585,24.3629,2.86626,0.80268,12.6553,785.172
2590,24.4217,2.95632,0.80159,12.5554,779.994
2595,23.5437,2.98004,0.854056,13.7766,810.089
2600,24.4533,3.03167,0.81476,12.2731,746.727
2605,24.2824,2.98145,0.807789,12.0664,748.981
2610,24.2285,2.9892,0.833868,12.5211,786.581
2615,24.186,2.90151,0.810604,13.7196,764.833
2620,24.1365,3.2145,0.815332,11.8979,786.122
2625,24.3011,3.05859,0.842687,11.7081,740.597
2630,23.3718,3.07098,0.862734,12.7165,788.315
2635,24.0683,3.0186,0.815287,14.2071,793.483
2640,24.2079,3.12067,0.841537,12.1295,766.567
2645,23.1999,3.05874,0.865761,12.5824,756.101
2650,24.0843,2.91892,0.823932,11.421,823.255
2655,23.9048,3.01865,0.849696,14.3472,714.356
2660,23.8862,3.01933,0.821413,13.261,747.065
2665,23.1325,2.87808,0.851296,15.817,778.054
2670,23.1357,3.10005,0.852096,16.1796,782.994
2675,23.7556,3.02633,0.819038,14.6755,765.331
2680,22.9984,2.99906,0.829329,14.4501,729.14
2685,24.4069,3.12046,0.854004,13.2555,779.765
2690,25.2495,3.04511,0.860619,13.5856,776.611
2695,23.6628,3.06037,0.82612,13.6187,756.311
2700,22.8875,3.00572,0.880716,14.3143,727.522
2705,23.5765,2.94654,0.83849,14.0605,743.176
2710,23.7857,2.84333,0.835393,12.9267,755.661
2715,21.2743,3.03094,0.884254,15.1823,778.174
2720,22.7835,3.03103,0.880842,14.2391,725.601
2725,24.9981,3.05332,0.835038,12.4046,778.572
2730,22.701,3.02074,0.868656,15.2956,805.022
2735,22.0791,3.04153,0.888911,14.6843,744.081
2740,22.6253,3.08231,0.846077,15.8969,771.499
2745,22.672,3.04856,0.873222,14.742,755.388
2750,24.8833,3.09873,0.843235,13.969,741.412
2755,23.9003,3.07973,0.872628,16.3573,782.63
2760,24.9039,3.09557,0.846509,13.8714,743.355
2765,21.0322,3.17228,0.847281,14.735,746.782
2770,21.0024,3.11503,0.8989,14.1055,767.695
2775,20.9444,3.02129,0.860943,13.0299,736.206
2780,21.7932,3.08262,0.899601,15.9077,757.518
2785,21.7987,2.96055,0.898531,15.64,720.475
2790,20.8999,3.01683,0.88712,15.5091,753.567
2795,21.7145,3.1935,0.8776,15.6745,786.039
2800,22.9551,3.19745,0.899431,13.5575,704.014
2805,20.8314,3.12983,0.907345,14.4197,726.577
2810,22.2339,3.13443,0.888428,16.6613,762.332
2815,21.6301,3.08375,0.907563,14.6992,771.305
2820,21.5293,3.11308,0.885243,15.4286,724.161
2825,24.4275,3.14142,0.916868,13.0778,763.634
2830,21.4851,3.13377,0.863711,13.8786,740.839
2835,24.2543,3.12407,0.908367,15.1909,716.247
2840,22.7416,3.00326,0.907305,13.4738,736.45
2845,24.2347,3.10228,0.869752,13.3245,785.48
2850,23.3265,3.16276,0.867684,14.3451,765.624
2855,24.2461,3.12063,0.911353,14.6914,784.226
2860,24.2434,3.07442,0.904483,14.5117,719.168
2865,24.0949,3.01722,0.928003,13.5057,695.965
2870,21.2711,3.17527,0.896657,16.8124,775.056
2875,24.0567,3.14556,0.903637,14.3588,792.352
2880,23.0319,3.0735,0.914097,13.4308,794.202
2885,24.0111,3.13117,0.881821,16.0532,730.698
2890,23.0412,3.18046,0.907041,15.7419,777.292
2895,21.76,3.20925,0.903107,14.867,773.798
2900,21.1118,3.21365,0.933102,13.4473,701.792
2905,22.9742,3.20189,0.883405,16.6638,833.079
2910,21.0532,3.20701,0.91226,14.2756,804.306
2915,21.0186,3.20649,0.915657,16.1186,822.77
2920,22.8184,3.17389,0.921115,14.9708,760.16
2925,22.875,3.17449,0.937292,15.0871,756.922
2930,20.9723,3.21339,0.933693,16.2028,792.385
2935,23.6617,3.06681,0.946296,14.8615,777.85
2940,23.6196,3.2912,0.916792,15.1589,766.221
2945,22.727,3.02234,0.892183,16.1992,716.353
2950,22.1216,3.11586,0.888408,14.7037,782.768
2955,20.8238,3.29793,0.929595,15.527,773.315
2960,20.776,3.26105,0.946672,14.5816,761.864
2965,21.0796,3.13382,0.890718,14.0148,716.44
2970,23.4009,3.35041,0.811603,16.6947,749.582
2975,22.4576,3.20743,0.898697,16.4112,768.415
2980,20.6249,3.25665,0.91933,15.531,688.793
2985,20.6763,3.15644,0.957809,16.6133,745.563
2990,21.006,3.1046,0.957677,14.7626,698.626
2995,20.5963,3.04261,0.953411,16.0442,736.512
3000,20.5769,3.2331,0.91166,16.465,758.617
3005,21.7199,3.0422,0.908536,15.3497,757.088
3010,20.5138,3.18359,0.914633,14.2318,758.969
3015,20.4476,3.17874,0.950572,16.266,747.579
3020,19.6474,3.23878,0.952829,14.5151,790.579
3025,23.071,3.2789,0.959743,13.6069,806.249
3030,22.1352,3.24249,0.940157,15.3319,698.309
3035,21.5171,3.2941,0.908043,17.5207,799.437
3040,20.3416,3.19545,0.926605,14.7155,748.09
3045,19.5932,3.25644,0.926535,14.8776,773.257
3050,20.6086,3.24348,0.937105,15.5839,780.199
3055,22.0267,3.26453,0.963316,17.5417,682.286
3060,21.3319,3.01453,1.01794,14.9066,745.197
3065,20.2207,3.27433,0.948225,14.8655,772.422
3070,20.179,3.38804,0.919394,16.1487,747.839
3075,21.835,3.08959,0.961588,14.9931,715.025
3080,21.5494,3.21815,0.927187,15.9783,734.226
3085,21.4563,3.28256,0.987352,16.5232,762.382
3090,20.5872,3.23808,0.955041,17.2811,744.339
3095,21.2112,3.27035,0.926965,15.1368,718.897
3100,20.0114,3.2326,0.933294,17.3687,752.566
3105,19.1466,3.24185,0.973041,16.3515,750.453
3110,19.9677,3.33456,0.928309,15.2004,704.394
3115,21.1884,3.24557,0.946768,16.9004,787.273
3120,19.8697,3.43046,0.99843,17.1563,750.172
3125,20.1946,3.25963,0.963733,14.9855,685.986
3130,19.0973,3.23969,0.964795,15.8471,742.016
3135,20.9567,3.24181,0.953127,16.7065,742.707
3140,20.9697,3.3037,0.976416,16.7985,778.218
3145,19.7771,3.4377,0.974434,16.7279,720.505
3150,20.8875,3.19826,0.974552,17.0292,761.572
3155,20.9021,3.32578,0.937577,17.048,743.945
3160,18.9215,3.25999,0.995329,16.8907,743.005
3165,20.1149,3.26239,0.937491,15.7354,692.603
3170,19.5607,3.45913,0.949203,15.9523,732.959
3175,20.7238,3.33059,0.98651,17.0104,707.432
3180,19.9387,3.29352,0.947693,16.6252,695.636
3185,18.7756,3.2871,0.996631,16.157,780.131
3190,19.8255,3.28872,0.954489,15.1511,750.663
3195,19.9482,3.27453,0.947049,15.8134,712.528
3200,20.7235,3.29065,0.951496,16.2704,684.886
3205,18.5909,3.29652,0.988769,16.7454,695.766
3210,19.867,3.28844,0.98884,15.8797,738.898
3215,19.3164,3.30668,0.9833,16.2065,714.337
3220,20.6728,3.25463,1.00312,15.7906,736.016
3225,18.5657,3.30641,0.955368,16.287,707.71
3230,19.7603,3.28916,0.950337,17.9831,738.52
3235,20.3576,3.31182,1.00786,15.4493,748.761
3240,19.2478,3.39731,1.02274,15.5634,682.726
3245,18.4393,3.43364,0.966617,15.7448,733.615
3250,19.6626,3.38703,0.967772,17.387,703.281
3255,20.2875,3.44386,1.00543,14.8571,698.314
3260,18.4071,3.51438,1.03575,15.8506,691.043
3265,19.0855,3.34576,0.971704,15.7988,673.838
3270,18.364,3.30615,0.994015,16.6039,719.388
3275,19.5183,3.29141,0.972219,15.8572,744.992
3280,20.0789,3.23735,1.00115,16.231,737.076
3285,18.202,3.27385,0.961382,15.5435,682.143
3290,18.9845,3.33145,0.995907,17.2575,704.25
3295,20.0658,3.36256,0.979746,16.5389,734.694
3300,18.9069,3.24558,0.953709,15.7646,756.668
3305,19.2026,3.42378,0.972413,15.4595,691.667
3310,19.2762,3.44066,1.00187,15.9162,698.163
3315,18.8346,3.23702,0.884737,16.9752,669.835
3320,19.9065,3.25725,0.921764,16.9043,681.807
3325,20.0095,3.25837,0.968908,14.9776,734.892
3330,18.7282,3.36661,1.02026,16.0699,752.03
3335,19.9545,3.37863,0.980795,16.9165,751.404
3340,19.8055,3.3924,1.01984,17.889,761.997
3345,19.876,3.26187,0.988874,15.9191,697.959
3350,17.936,3.49222,1.03484,17.3648,719.882
3355,20.1305,3.13696,0.986675,16.0293,689.014
3360,19.0183,3.34261,1.0398,15.4561,708.185
3365,19.8256,3.36618,0.994983,16.6738,714.903
3370,18.5881,3.27004,0.981205,16.4797,699.65
3375,18.5825,3.41033,1.02472,15.1525,713.895
3380,19.7232,3.28717,0.99712,15.0642,685.986
3385,17.7499,3.39721,0.989161,15.8286,687.527
3390,19.5732,3.51745,1.02706,15.4455,751.236
3395,19.4809,3.39909,0.969008,18.1471,721.128
3400,19.5626,3.2861,0.990177,16.2504,716.081
3405,19.4202,3.6227,1.02108,15.5645,719.331
3410,17.5739,3.4083,0.990755,17.13,772.062
3415,19.7778,3.62414,1.02913,15.2237,697.133
3420,17.6547,3.42275,1.02725,16.0509,671.769
3425,17.5747,3.30467,0.997701,16.3736,713.743
3430,18.5889,3.42644,0.989021,16.3545,690.529
3435,18.222,3.55325,0.995095,15.7697,762.072
3440,18.1944,3.3935,1.01535,17.0643,763.158
3445,19.3754,3.65509,1.00284,16.42,686.034
3450,18.6143,3.19845,1.0087,17.7215,691.115
3455,18.153,3.57708,1.01429,17.2399,707.788
3460,18.384,3.43566,1.00765,16.1052,702.73
3465,20.3708,3.47193,1.03843,16.17,727.497
3470,18.0346,3.31251,1.01123,17.4752,725.744
3475,18.0544,3.55536,1.01682,15.2011,714.112
3480,18.2389,3.45856,1.02084,16.2452,707.555
3485,18.957,3.33311,0.985124,19.491,682.757
3490,17.9659,3.3516,1.0044,17.2455,670.829
3495,17.9289,3.42084,1.04284,15.8053,702.46
3500,17.2008,3.45675,1.01009,17.8994,657.478
3505,18.8945,3.4601,1.04763,16.2654,704.223
3510,17.147,3.46996,1.01545,17.2725,739.74
3515,17.1757,3.35934,1.0223,19.4092,652.07
3520,17.0539,3.5575,1.02148,16.771,686.293
3525,17.7769,3.5616,1.01731,17.7507,660.889
3530,17.9686,3.4977,0.834381,17.6787,737.776
3535,17.0429,3.57154,1.01037,17.1117,688.967
3540,18.0486,3.37644,1.04323,17.3931,701.722
3545,17.0202,3.38489,1.01835,17.494,656.199
3550,17.6515,3.38451,1.02439,17.3743,737.546
3555,16.9375,3.49663,0.972135,16.8675,644.755
3560,17.6252,3.4043,1.03522,16.5051,670.434
3565,17.8144,3.38711,1.03103,16.558,716.652
3570,16.8701,3.60206,1.00375,16.1178,665.177
3575,16.8431,3.59576,1.01928,18.0302,712.186
3580,16.8742,3.52467,1.01639,17.9552,713.626
3585,17.5327,3.61619,1.03183,15.3395,703.863
3590,18.5733,3.40434,1.0443,18.5902,736.593
3595,17.824,3.60232,1.0696,18.1476,724.233
3600,18.3029,3.40601,1.01081,17.3214,716.342
3605,18.2676,3.38884,1.05997,17.9034,679.512
3610,16.6369,3.66526,1.0438,18.6105,685.143
3615,17.3787,3.56388,1.04865,16.4726,685.922
3620,18.289,3.42911,1.02329,16.4577,694.349
3625,16.6093,3.57417,1.02704,16.0778,699.442
3630,18.2353,3.42748,1.05187,16.998,700.76
3635,16.5384,3.51904,1.05368,17.3728,697.009
3640,16.5715,3.54281,1.04623,18.1106,666.13
3645,16.5187,3.55202,0.92628,17.2762,679.793
3650,16.5599,3.41099,1.04507,17.3286,693.013
3655,17.126,3.561,1.0318,17.8612,650.985
3660,16.4712,3.66648,1.03254,17.7553,735.755
3665,16.4165,3.45274,1.02212,17.7708,663.147
3670,17.1071,3.6735,1.05774,19.1545,681.475
3675,18.104,3.578,1.05476,18.496,690.581
3680,16.4115,3.43944,1.10247,17.1115,654.197
3685,18.928,3.56968,1.06535,15.7978,671.83
3690,16.2855,3.56104,1.05215,16.2612,692.11
3695,16.9703,3.44256,1.08701,18.1071,612.342
3700,17.1917,3.4597,1.01293,18.5439,668.84
3705,16.9214,3.58731,1.03644,16.8742,686.703
3710,17.2351,3.42603,1.06425,18.1496,699.957
3715,17.0462,3.48911,1.09311,18.7997,683.604
3720,16.8214,3.5931,1.06861,17.2988,713.338
3725,16.1467,3.47049,1.05855,17.4903,620.768
3730,16.827,3.60406,1.05909,18.5806,701.487
3735,16.0857,3.61609,1.07899,18.5817,643.482
3740,16.99,3.47187,1.06893,17.9136,695.287
3745,16.1378,3.36017,1.06631,19.0406,700.699
3750,16.0446,3.49202,1.04349,17.8578,684.617
3755,16.0559,3.59537,1.02385,19.5718,679.149
3760,15.9098,3.63464,1.01959,16.4252,694.657
3765,16.619,3.49924,0.879526,18.6425,660.265
3770,17.5027,3.6272,1.07474,17.7207,652.712
3775,16.6078,3.42109,1.04645,19.1859,707.412
3780,16.5898,3.60586,1.04672,17.6683,673.5
3785,15.774,3.37184,1.02953,17.7866,644.927
3790,14.9337,3.50752,1.03423,18.0001,691.607
3795,15.8832,3.50922,1.08497,19.6344,685.283
3800,15.5321,3.47008,1.09055,18.9949,678.306
3805,15.813,3.64742,0.981062,18.2518,646.178
3810,15.7889,3.52801,1.01283,19.9621,700.683
3815,16.4028,3.65018,0.995171,19.3599,654.504
3820,15.7657,3.53254,1.10041,18.9976,672.343
3825,15.7414,3.67969,1.08632,18.6585,686.541
3830,16.5373,3.41661,1.03331,19.1938,649.677
3835,15.5689,3.51276,1.09265,19.7943,691.288
3840,14.7525,3.54655,1.09535,17.8285,639.134
3845,16.4575,3.67927,0.998051,18.8752,669.674
3850,16.2467,3.69477,1.09123,18.7922,707.87
3855,16.3029,3.67516,1.06333,16.6455,671.038
3860,14.6927,3.44411,1.03977,17.0189,599.414
3865,16.3904,3.6869,1.0188,18.4764,634.399
3870,17.1633,3.56735,1.10613,17.3182,669.516
3875,16.3204,3.56878,1.09722,19.0706,696.19
3880,16.1083,3.71678,1.07973,17.2657,679.451
3885,14.593,3.31723,1.1045,16.927,697.006
3890,16.0542,3.50822,1.07784,19.7387,673.483
3895,15.3625,3.58088,1.10509,17.4822,700.071
3900,15.2502,3.58635,1.10781,18.6434,630.54
3905,15.9581,3.45689,1.0806,16.8626,618.745
3910,15.8586,3.5401,1.09129,18.7228,676.408
3915,14.4334,3.57954,1.03665,20.2154,617.53
3920,15.9425,3.54112,1.11616,17.7361,677.22
3925,15.9753,3.80389,1.10628,17.6512,638.328
3930,15.177,3.47457,1.11911,19.9067,594.335
3935,14.4164,3.59027,1.05745,19.2739,641.497
3940,15.2342,3.4646,1.08586,18.3893,659.979
3945,14.3554,3.59368,1.08041,18.3855,678.065
3950,15.1985,3.45207,0.970475,19.5462,607.84
3955,14.3172,3.62438,1.08373,19.0153,631.809
3960,14.2999,3.56004,1.09858,19.2335,617.605
3965,15.1042,3.61682,1.13128,18.4406,685.393
3970,15.0196,3.61541,1.12122,18.1809,675.351
3975,15.675,3.62838,1.08189,18.5411,649.479
3980,15.8395,3.62716,1.13404,20.282,637.7
3985,15.665,3.60512,1.01077,19.2004,664.106
3990,14.961,3.63887,1.12777,18.2952,600.305
3995,14.1185,3.57385,1.06355,18.5744,687.983
4000,14.9551,3.73738,1.08916,17.255,661.632
4005,15.5187,3.4989,1.09174,18.8237,632.099
4010,14.9383,3.73196,1.07947,19.9595,655.525
4015,14.8147,3.60774,1.10713,19.8815,590.271
4020,15.5249,3.51452,1.14456,19.2604,666.738
4025,14.8801,3.73407,1.12624,17.5658,583.779
4030,14.8424,3.71178,1.08318,18.7083,639.603
4035,15.2825,3.64418,1.11698,18.59,626.947
4040,15.2659,3.77662,1.06038,19.5002,605.058
4045,14.7775,3.75477,1.12806,18.56,630.849
4050,13.8916,3.66213,1.095,20.3186,626.893
4055,14.4498,3.51964,1.11438,19.2297,635.297
4060,13.8878,3.74801,1.02757,20.2572,641.299
4065,13.8577,3.53664,1.06274,18.7542,632.082
4070,16.0738,3.39264,1.08748,19.2341,615.277
4075,13.0902,3.67,0.992386,19.8376,611.43
4080,14.3252,3.51879,1.09662,17.4564,626.433
4085,13.7671,3.74815,1.13294,19.6186,623.425
4090,13.7694,3.62295,1.05657,19.9831,593.71
4095,15.1314,3.68402,1.13232,19.6306,688.4
4100,14.5326,3.66496,1.1028,20.7586,646.324
4105,13.708,3.6578,1.13238,19.8871,670.848
4110,14.4573,3.55924,1.12897,19.6682,662.637
4115,13.6075,3.68364,1.09812,20.2772,647.949
4120,14.9724,3.76797,1.11286,17.4609,591.415
4125,13.652,3.65708,1.08712,20.5324,648.585
4130,13.6372,3.40339,1.04402,20.7372,618.577
4135,13.6438,3.55526,1.08483,18.6461,670.727
4140,13.5804,3.5623,1.06167,20.2243,649.783
4145,13.5808,3.85043,1.11473,19.3768,656.224
4150,13.5227,3.55051,1.12814,19.2873,606.534
4155,14.8146,3.67467,1.09655,19.7742,684.169
4160,13.5556,3.68258,1.03828,20.4891,572.315
4165,12.7583,3.58422,1.15429,18.1243,652.433
4170,13.4402,3.69279,1.10895,18.2436,617.073
4175,13.9895,3.71677,1.1797,20.7281,650.345
4180,13.3557,3.58522,1.18694,20.4749,629.5
4185,14.1652,3.57486,1.14682,20.6176,602.246
4190,13.8563,3.71417,1.02903,20.7556,618.138
4195,14.1548,3.57879,1.104,20.4582,667.569
4200,14.5706,3.71789,1.03644,20.1385,595.425
4205,14.5814,3.59733,1.08116,19.738,598.221
4210,14.1329,3.56098,1.09129,20.624,632.31
4215,13.7858,3.60639,1.18714,19.651,654.034
4220,13.7994,3.56827,1.15944,18.6025,645.471
4225,13.2139,3.70638,1.06347,18.2967,623.115
4230,13.6981,3.46496,1.15501,19.8702,622.05
4235,13.9964,3.59437,1.10894,21.1761,633.098
4240,13.13,3.59929,1.07811,19.779,617.681
4245,12.9667,3.4882,1.11173,21.3911,601.481
4250,13.9392,3.60616,1.1474,20.8277,624.654
4255,13.8456,3.62263,1.14163,20.7547,581.008
4260,13.1512,3.613,1.04588,20.2211,640.253
4265,12.5086,3.62395,1.19638,18.7131,625.695
4270,13.6155,3.61731,1.11919,20.7827,681.408
4275,13.6726,3.60952,1.08389,20.2019,607.992
4280,13.769,3.61527,1.09305,20.5566,591.239
4285,14.1969,3.53821,1.12069,18.6411,642.663
4290,13.6524,3.64798,1.1386,18.8316,606.55
4295,12.9198,3.63657,1.12086,20.4877,650.106
4300,13.0383,3.53683,1.17698,21.0201,672.02
4305,13.4385,3.65185,1.10104,19.2622,632.722
4310,13.581,3.51741,1.20656,20.6016,610.874
4315,13.4862,3.6532,1.10116,19.8244,621.272
4320,13.3822,3.51874,1.15822,20.8841,605.327
4325,12.9287,3.6415,1.10492,21.1188,630.088
4330,12.8658,3.66187,1.18765,21.6209,626.876
4335,12.8483,3.79324,1.06845,21.9583,645.346
4340,13.5452,3.64536,1.0825,20.7984,614.547
4345,13.524,3.64327,1.02751,22.8309,608.075
4350,13.3221,3.65679,1.13492,20.3994,624.064
4355,13.195,3.66448,1.14114,21.6674,690.309
4360,12.8037,3.64731,1.12508,22.7287,601.383
4365,12.7212,3.64902,1.11552,22.249,632.683
4370,12.6747,3.53755,1.05161,20.0288,615.293
4375,13.1851,3.80315,1.16168,21.3252,611.822
4380,13.2001,3.65596,1.12589,21.5232,638.586
4385,12.5873,3.76373,1.19389,22.2583,664.569
4390,12.6139,3.64766,1.15927,19.2484,609.282
4395,12.5852,3.66215,1.15425,19.883,618.565
4400,13.254,3.54571,1.16655,21.0759,693.371
4405,13.2924,3.66836,1.09427,21.1221,622.951
4410,12.5146,3.70223,1.16394,21.4955,630.721
4415,12.5497,3.69267,1.04607,22.163,595.943
4420,13.8109,3.55419,1.21437,22.4188,607.318
4425,12.5621,3.56308,1.13483,20.1998,641.112
4430,12.424,3.55805,1.04044,19.2079,615.498
4435,13.8248,3.82126,1.11555,22.8803,651.375
4440,12.507,3.54537,1.12095,22.3379,594.912
4445,12.9934,3.69572,1.26932,19.0836,640.226
4450,12.9113,3.68406,1.17271,20.5745,649.986
4455,12.4079,3.55462,1.06111,20.2394,617.293
4460,12.4197,3.71004,1.12574,17.83,636.783
4465,12.8188,3.71178,1.08609,22.2465,557.97
4470,13.0091,3.83842,1.18714,19.6112,658.883
4475,12.2825,3.71067,1.0912,20.5433,667.402
4480,11.7041,3.56076,1.12137,20.893,650.311
4485,12.6974,3.57278,1.10056,21.3559,589.642
4490,11.7127,3.82316,1.1933,19.8066,634.322
4495,12.2559,3.47001,1.19627,22.4042,689.948
4500,11.6199,3.6698,1.09799,23.2635,648.431
4505,12.2294,3.70509,1.0555,22.3348,603.626
4510,12.167,3.70025,0.991623,21.6211,673.089
4515,12.1317,3.98815,1.12136,22.8134,582.945
4520,12.7365,3.99282,1.18287,21.8367,647.139
4525,13.3401,3.73181,1.15173,19.3075,643.144
4530,12.7158,3.7295,1.15546,20.5227,616.75
4535,12.0196,3.88087,1.09325,21.5188,606.48
4540,12.6862,3.60792,1.20823,20.7942,617.843
4545,12.0367,3.8534,1.13678,22.4733,624.407
4550,11.4372,3.70078,1.03896,19.5858,654.899
4555,12.0028,3.48457,1.21128,20.7188,616.222
4560,13.3021,3.60572,1.24663,21.0485,668.181
4565,11.8888,3.62564,1.2271,20.41,609.081
4570,11.9272,3.87818,1.18308,19.9084,612.712
4575,11.8619,3.7439,1.10374,20.8634,617.901
4580,11.9206,3.73698,1.08598,21.9415,638.248
4585,11.362,3.72667,1.1326,23.7761,659.205
4590,11.7941,3.8413,1.11355,22.1073,637.625
4595,12.2453,3.75803,1.19786,21.192,644.369
4600,11.9528,3.76185,1.19062,25.0359,649.185
4605,12.3866,3.7497,1.20025,22.2552,637.506
4610,11.7138,3.75946,1.12163,22.773,651.859
4615,11.7597,3.61702,1.15427,21.6419,650.818
4620,12.4375,3.75287,1.24614,21.3128,623.707
4625,11.2306,3.63581,1.17757,21.1649,655.85
4630,12.2804,3.86849,1.33354,22.7753,636.338
4635,11.6586,3.74943,1.14482,25.0638,626.989
4640,11.7921,3.76789,1.25151,20.0346,639.102
4645,11.6369,3.64055,1.18376,20.4045,582.399
4650,11.6501,3.62974,1.06654,21.9197,621.664
4655,11.6843,3.77568,1.23055,21.4795,695.725
4660,11.6965,3.92087,1.15924,21.4989,610.759
4665,10.5299,3.6589,1.17182,21.2482,624.795
4670,12.1488,3.65997,1.1229,21.4925,600.565
4675,11.5842,3.64164,1.18872,23.003,616.732
4680,11.4911,3.5397,1.17496,22.7551,613.033
4685,11.5623,3.80349,1.16989,21.7406,635.925
4690,11.5417,3.65032,1.15108,22.9586,684.644
4695,11.9306,3.66311,1.23753,21.5357,617.027
4700,11.5283,3.79202,1.1967,22.9487,656.832
4705,11.0199,3.53608,1.27116,22.4485,615.342
4710,11.3834,3.6535,1.11137,23.5422,648.735
4715,11.4651,3.92905,1.10781,23.5747,614.588
4720,11.4257,3.89305,1.15118,24.5779,621.296
4725,11.3985,3.66799,1.12829,24.1947,602.786
4730,11.3924,3.66859,1.23078,24.0349,623.877
4735,10.7645,3.70773,1.26045,20.9554,620.067
4740,11.2374,3.55573,1.0946,22.3328,689.305
4745,10.8278,3.83509,1.13813,21.7113,603.982
4750,11.3585,3.82812,1.03196,23.0753,665.49
4755,11.3198,3.45563,1.17543,21.1271,595.571
4760,11.6233,3.80808,1.31006,21.67,675.499
4765,11.2264,3.76,1.15291,23.8961,683.962
4770,10.7523,3.82982,1.09338,20.7716,588.42
4775,10.7647,3.9696,1.2041,22.651,679.149
4780,10.1472,3.80842,1.16317,21.2448,561.964
4785,11.134,3.66411,1.20262,24.2756,637.059
4790,11.6856,3.68351,1.20121,22.6805,635.015
4795,11.1974,3.68345,1.19186,22.0238,606.635
4800,10.1627,3.80722,1.08483,24.2796,658.858
4805,10.5736,3.80761,1.16564,22.9402,599.111
4810,11.1496,3.81056,1.19818,21.7387,608.978
4815,10.0489,3.68697,1.20117,23.2369,617.695
4820,11.075,3.70809,1.11525,22.0636,595.461
4825,11.102,3.84294,1.20242,24.5257,582.22
4830,11.0649,3.70851,1.1749,20.981,644.415
4835,11.1467,3.70321,1.13276,22.3426,590.485
4840,9.96109,3.56715,1.05515,22.4231,669.846
4845,10.9026,3.72236,1.31132,23.446,629.331
4850,10.5212,3.73191,1.17114,23.1691,576.194
4855,10.5039,3.7961,1.29785,24.8527,642.425
4860,10.9803,3.58473,1.11563,24.5023,654.938
4865,10.9964,3.85832,1.07744,20.765,631.956
4870,11.9642,3.85546,1.28606,23.9322,688.617
4875,10.4037,3.84625,1.30803,23.4727,633.636
4880,10.8726,3.73414,1.1772,25.2858,590.827
4885,11.2165,3.72464,1.32144,22.3991,674.159
4890,10.3126,3.88467,1.22336,21.7785,615.438
4895,10.3063,3.8314,1.20558,22.3445,573.752
4900,10.7287,3.87392,1.2227,23.7757,608.154
4905,11.1645,3.86468,1.23154,23.1731,617.308
4910,10.7374,3.86309,1.25827,20.9795,596.591
4915,10.8113,3.73968,1.2898,22.1613,613.607
4920,10.7351,3.73017,1.21482,24.2296,598.011
4925,10.3484,3.72832,1.22891,22.8905,604.005
4930,10.1623,3.72641,1.17257,22.6595,640.657
4935,10.5985,3.88415,1.19244,23.8868,593.663
4940,10.202,3.5109,1.22809,23.6291,583.576
4945,10.6589,3.73851,1.26678,23.6921,634.972
4950,10.1419,3.61238,1.26321,22.8082,628.323
4955,10.6169,3.74812,1.24508,21.5591,632.485
4960,10.1188,3.88135,1.22868,22.0942,615.764
4965,10.5284,3.79001,1.23659,20.5327,621.53
4970,10.024,3.78155,1.26277,21.3628,556.526
4975,10.5772,3.76593,1.22277,22.1812,601.717
4980,10.1211,3.6841,1.30823,21.2871,716.937
4985,10.4982,3.63562,1.17009,22.2954,613.609
4990,10.9338,3.73994,1.19909,22.6423,651.774
4995,10.503,3.80817,1.24937,23.4342,656.139
5000,9.54217,3.54294,1.23817,24.2446,667.703
5005,9.67808,3.7981,1.28188,23.277,620.228
5010,9.9629,3.73383,1.19116,24.4357,638.243
5015,9.46619,3.90861,1.21867,24.2509,617.219
5020,10.39,3.90439,1.15899,25.3399,613.779
5025,9.98939,3.66826,1.20301,21.6966,609.689
5030,9.9074,3.92475,1.24088,22.9911,596.825
5035,10.3371,3.91186,1.26467,26.4896,636.446
5040,9.56627,3.61378,1.24134,29.5063,624.402
5045,10.2674,3.7894,1.29992,24.7852,633.11
5050,9.86114,3.92124,1.23385,23.8768,578.113
5055,10.3269,3.78035,1.19607,25.1544,585.722
