ARR_DATA(I)	Integral(5.444,5.381)		Integral(5.258,5.220)		Integral(4.667,4.622)		Integral(4.013,3.980)		
39040	28.3182	0	2.81455	0	0.700956	0	9.08666	0	
39129	29.1957	0	2.67017	0	0.735636	0	8.88993	0	
39217	29.1425	0	2.66219	0	0.735203	0	9.89275	0	
39310	27.5779	0	2.81563	0	0.717274	0	10.3981	0	
39403	27.3601	0	2.69748	0	0.719525	0	9.53234	0	
39495	28.1062	0	2.68017	0	0.729698	0	9.84922	0	
39585	27.3072	0	2.73483	0	0.72024	0	10.1421	0	
39675	27.2588	0	2.74157	0	0.727874	0	11.1405	0	
39763	27.9472	0	2.70649	0	0.734598	0	10.9261	0	
39856	27.1792	0	2.74392	0	0.7282	0	9.55613	0	
39948	28.7949	0	2.80086	0	0.748748	0	10.2384	0	
40039	26.3684	0	2.81429	0	0.750914	0	10.1676	0	
40130	27.2655	0	2.80668	0	0.729139	0	10.9942	0	
40221	28.7137	0	2.76497	0	0.723992	0	9.34933	0	
40313	27.7532	0	2.72751	0	0.73523	0	10.2206	0	
40404	26.9918	0	2.7643	0	0.73095	0	10.9937	0	
40496	26.928	0	2.87474	0	0.738009	0	10.3274	0	
40586	28.5567	0	2.79177	0	0.734054	0	10.134	0	
40678	27.5598	0	2.82265	0	0.734506	0	9.93194	0	
40773	25.4016	0	2.75234	0	0.736184	0	10.8807	0	
40866	27.479	0	2.83135	0	0.760497	0	10.4135	0	
40958	27.4598	0	2.75494	0	0.766951	0	10.1684	0	
41049	27.4479	0	2.74475	0	0.769384	0	12.667	0	
41140	26.8141	0	2.75901	0	0.745849	0	12.2269	0	
41232	28.2215	0	2.80576	0	0.74173	0	10.9724	0	
41325	28.1754	0	2.81794	0	0.747912	0	10.3621	0	
41415	28.1631	0	2.66667	0	0.743143	0	11.121	0	
41507	28.1456	0	2.86671	0	0.744874	0	11.1605	0	
41598	25.1399	0	2.77938	0	0.74837	0	11.8256	0	
41688	26.4555	0	2.83456	0	0.753166	0	10.2697	0	
41777	27.1001	0	2.80079	0	0.753253	0	10.3823	0	
41869	27.9497	0	2.94923	0	0.74991	0	10.4232	0	
41960	28.0013	0	2.80313	0	0.761619	0	10.6769	0	
42050	27.0185	0	2.85915	0	0.756678	0	11.9939	0	
42143	27.9043	0	2.84982	0	0.757014	0	10.2728	0	
42232	27.7817	0	2.80118	0	0.753536	0	11.9123	0	
42324	24.8517	0	2.82833	0	0.759643	0	11.9211	0	
42416	27.7925	0	2.81696	0	0.787055	0	11.5903	0	
42507	24.7361	0	2.90168	0	0.793745	0	11.6744	0	
42599	27.683	0	2.82182	0	0.788205	0	11.2387	0	
42692	27.6759	0	2.82568	0	0.768744	0	10.3839	0	
42783	24.6372	0	2.74805	0	0.775912	0	11.3094	0	
42881	26.12	0	2.83825	0	0.795914	0	12.1154	0	
42972	27.5681	0	2.83651	0	0.769187	0	11.3831	0	
43064	27.491	0	2.89865	0	0.764148	0	10.7415	0	
43154	27.4096	0	2.85166	0	0.796997	0	10.9256	0	
43245	27.4109	0	2.85521	0	0.768912	0	13.1143	0	
43336	25.7955	0	2.86341	0	0.802204	0	10.5731	0	
43424	24.4172	0	2.85988	0	0.824606	0	11.1262	0	
43513	27.3077	0	2.91203	0	0.809858	0	11.0608	0	
43605	26.3951	0	2.88085	0	0.784947	0	10.4577	0	
43697	24.3141	0	2.86886	0	0.822675	0	12.0234	0	
43788	25.6652	0	2.88724	0	0.80616	0	11.3418	0	
43880	27.1801	0	2.93482	0	0.810851	0	12.1962	0	
43973	27.1086	0	2.95504	0	0.785551	0	10.7514	0	
44066	25.4972	0	2.93404	0	0.785487	0	10.9959	0	
44155	27.054	0	2.8863	0	0.782841	0	12.3159	0	
44245	26.0736	0	2.94987	0	0.810547	0	11.0473	0	
44336	27.0002	0	2.94141	0	0.814499	0	12.1592	0	
44431	24.0086	0	2.8954	0	0.831557	0	12.1372	0	
44521	25.3699	0	2.96769	0	0.820655	0	12.2927	0	
44613	25.2547	0	2.89709	0	0.816165	0	11.1635	0	
44706	25.3022	0	2.97039	0	0.820956	0	12.0947	0	
44797	25.3398	0	3.01033	0	0.836545	0	12.5295	0	
44886	26.7061	0	2.97364	0	0.79761	0	11.8906	0	
44978	25.329	0	2.92789	0	0.824084	0	11.7182	0	
45070	24.3218	0	3.03071	0	0.799538	0	11.9383	0	
45162	25.1167	0	2.9851	0	0.794838	0	12.6922	0	
45251	25.0871	0	3.03751	0	0.828207	0	11.8929	0	
45343	25.6617	0	2.85885	0	0.85297	0	11.5699	0	
45434	23.6839	0	3.00925	0	0.845616	0	12.1536	0	
45523	26.5502	0	3.01639	0	0.846841	0	12.6109	0	
45614	25.58	0	2.94502	0	0.811665	0	12.3269	0	
45703	23.6457	0	3.0217	0	0.836935	0	11.902	0	
45795	24.996	0	2.97242	0	0.863012	0	12.3908	0	
45887	24.8918	0	2.96514	0	0.812736	0	11.1152	0	
45978	24.7989	0	3.12709	0	0.81186	0	12.8374	0	
46070	24.1065	0	2.97559	0	0.864777	0	11.8337	0	
46160	24.0437	0	2.97618	0	0.865224	0	13.0567	0	
46252	24.0381	0	2.9815	0	0.820747	0	13.8806	0	
46344	24.6569	0	2.98802	0	0.815674	0	11.9851	0	
46435	24.648	0	3.15512	0	0.843801	0	12.9362	0	
46526	24.6365	0	2.90514	0	0.82828	0	11.9142	0	
46616	25.9954	0	2.9877	0	0.825433	0	11.5229	0	
46707	24.715	0	3.05099	0	0.868886	0	13.5833	0	
46799	24.651	0	3.0542	0	0.850258	0	11.9697	0	
46892	24.4661	0	3.08908	0	0.827689	0	11.5844	0	
46982	23.8277	0	3.06971	0	0.852635	0	12.7266	0	
47075	24.3799	0	2.91995	0	0.831011	0	12.6918	0	
47164	24.4168	0	3.00691	0	0.829625	0	12.6368	0	
47257	23.6504	0	3.0285	0	0.879908	0	13.6653	0	
47346	24.4209	0	3.07917	0	0.843246	0	12.3916	0	
47435	24.294	0	3.03003	0	0.835902	0	12.2305	0	
47523	24.2242	0	3.03877	0	0.861426	0	12.5836	0	
47612	24.2024	0	2.95489	0	0.839004	0	13.6277	0	
47701	24.1536	0	3.25294	0	0.84402	0	12.0916	0	
47792	24.2509	0	3.10284	0	0.870128	0	11.9445	0	
47884	23.4626	0	3.11623	0	0.888822	0	12.7887	0	
47974	24.074	0	3.06756	0	0.84331	0	14.0545	0	
48066	24.1643	0	3.16442	0	0.868614	0	12.3062	0	
48157	23.3012	0	3.10681	0	0.891094	0	12.6708	0	
48246	24.0543	0	2.97325	0	0.851445	0	11.7299	0	
48339	23.906	0	3.06901	0	0.876245	0	14.2105	0	
48428	23.8979	0	3.06808	0	0.849002	0	13.2867	0	
48519	23.2086	0	2.93485	0	0.878219	0	15.4381	0	
48608	23.2142	0	3.14712	0	0.879562	0	15.7559	0	
48700	23.7759	0	3.07704	0	0.847565	0	14.481	0	
48790	23.0937	0	3.05073	0	0.856981	0	14.2958	0	
48880	24.2922	0	3.16701	0	0.88207	0	13.2937	0	
48972	25.0507	0	3.09346	0	0.888868	0	13.5459	0	
49061	23.6707	0	3.10906	0	0.855359	0	13.6069	0	
49153	22.9818	0	3.05887	0	0.907473	0	14.191	0	
49244	23.6065	0	3.00029	0	0.866687	0	13.9621	0	
49336	23.7333	0	2.90319	0	0.863813	0	12.9979	0	
49429	21.5977	0	3.08233	0	0.910469	0	14.909	0	
49521	22.8801	0	3.08122	0	0.907042	0	14.1049	0	
49617	24.7759	0	3.10137	0	0.863166	0	12.5847	0	
49708	22.8059	0	3.07321	0	0.896506	0	15.0479	0	
49800	22.2575	0	3.09382	0	0.915545	0	14.5682	0	
49893	22.7242	0	3.13252	0	0.874649	0	15.5775	0	
49983	22.7531	0	3.09951	0	0.901505	0	14.599	0	
50075	24.6552	0	3.14906	0	0.872756	0	13.9552	0	
50167	23.8016	0	3.13139	0	0.901103	0	15.9729	0	
50258	24.6568	0	3.14547	0	0.875002	0	13.8967	0	
50348	21.3422	0	3.21752	0	0.876632	0	14.633	0	
50438	21.3113	0	3.1644	0	0.925742	0	14.076	0	
50530	21.2533	0	3.07454	0	0.889469	0	13.1754	0	
50622	21.9796	0	3.13424	0	0.927152	0	15.6356	0	
50710	21.9904	0	3.01888	0	0.926158	0	15.4182	0	
50799	21.2085	0	3.07103	0	0.915706	0	15.3054	0	
50888	21.891	0	3.24154	0	0.906531	0	15.4664	0	
50978	22.9716	0	3.24298	0	0.926688	0	13.6808	0	
51069	21.1188	0	3.18034	0	0.934471	0	14.4352	0	
51158	22.3155	0	3.18478	0	0.916915	0	16.3744	0	
51246	21.8034	0	3.13693	0	0.934413	0	14.6921	0	
51338	21.7227	0	3.16392	0	0.913969	0	15.3112	0	
51429	24.1965	0	3.19192	0	0.94357	0	13.3019	0	
51518	21.6734	0	3.18541	0	0.892262	0	13.9906	0	
51608	24.0539	0	3.17719	0	0.935705	0	15.1023	0	
51698	22.742	0	3.0635	0	0.934492	0	13.6391	0	
51790	24.0283	0	3.1556	0	0.898468	0	13.4848	0	
51881	23.2021	0	3.21411	0	0.896682	0	14.3453	0	
51954	24.007	0	3.17316	0	0.938859	0	14.6333	0	
52043	23.9806	0	3.13	0	0.931589	0	14.4836	0	
52133	23.8609	0	3.076	0	0.955004	0	13.6154	0	
52223	21.4473	0	3.22755	0	0.925598	0	16.4466	0	
52316	23.8117	0	3.19887	0	0.932012	0	14.3685	0	
52408	22.9698	0	3.13013	0	0.942728	0	13.5469	0	
52500	23.808	0	3.18481	0	0.911916	0	15.7561	0	
52593	22.9539	0	3.23409	0	0.934597	0	15.5051	0	
52683	21.8122	0	3.26261	0	0.931905	0	14.8197	0	
52774	21.2856	0	3.26491	0	0.960554	0	13.6083	0	
52862	22.8671	0	3.25464	0	0.912603	0	16.304	0	
52954	21.2201	0	3.26052	0	0.940921	0	14.2426	0	
53046	21.2019	0	3.25829	0	0.944619	0	15.7715	0	
53138	22.7483	0	3.22761	0	0.949031	0	14.7961	0	
53231	22.7625	0	3.22817	0	0.964543	0	14.9064	0	
53320	21.1266	0	3.26758	0	0.961721	0	15.7934	0	
53412	23.4258	0	3.12731	0	0.973187	0	14.6919	0	
53504	23.3971	0	3.3425	0	0.94537	0	14.9443	0	
53594	22.625	0	3.08672	0	0.922524	0	15.8147	0	
53686	22.1192	0	3.17403	0	0.917925	0	14.6011	0	
53779	20.9994	0	3.34563	0	0.958488	0	15.3061	0	
53870	20.913	0	3.31513	0	0.974233	0	14.6322	0	
53960	21.2183	0	3.19165	0	0.920538	0	14.0537	0	
54052	23.1876	0	3.39979	0	0.845383	0	16.3121	0	
54142	22.3697	0	3.26403	0	0.92885	0	16.0805	0	
54232	20.8067	0	3.31033	0	0.949235	0	15.3567	0	
54323	20.8474	0	3.21141	0	0.986323	0	16.2701	0	
54412	21.1163	0	3.16492	0	0.985633	0	14.7188	0	
54502	20.7564	0	3.10486	0	0.981545	0	15.827	0	
54594	20.7384	0	3.28851	0	0.941701	0	16.1823	0	
54683	21.7328	0	3.10492	0	0.938636	0	15.2696	0	
54776	20.6673	0	3.24022	0	0.944862	0	14.3542	0	
54866	20.6198	0	3.23631	0	0.978617	0	16.1118	0	
54959	19.9213	0	3.29422	0	0.982144	0	14.5876	0	
55051	22.8854	0	3.33028	0	0.989493	0	13.7033	0	
55143	22.0355	0	3.29761	0	0.969518	0	15.2013	0	
55235	21.5168	0	3.34753	0	0.937929	0	17.0678	0	
55327	20.4688	0	3.25666	0	0.956319	0	14.6977	0	
55418	19.8571	0	3.31163	0	0.956482	0	14.7707	0	
55511	20.7254	0	3.30152	0	0.965763	0	15.3457	0	
55600	21.9072	0	3.32162	0	0.990552	0	17.0431	0	
55692	21.3604	0	3.08102	0	1.04718	0	14.8427	0	
55781	20.3732	0	3.33059	0	0.976975	0	14.826	0	
55873	20.3287	0	3.43927	0	0.949798	0	15.9147	0	
55965	21.7607	0	3.15434	0	0.99124	0	14.926	0	
56057	21.4748	0	3.27593	0	0.957642	0	15.7472	0	
56146	21.4138	0	3.33842	0	1.0161	0	16.2272	0	
56237	20.6556	0	3.29585	0	0.985853	0	16.8551	0	
56326	21.2198	0	3.32743	0	0.957893	0	15.0686	0	
56416	20.1686	0	3.29061	0	0.964601	0	16.9713	0	
56505	19.4129	0	3.30095	0	1.00179	0	16.107	0	
56598	20.12	0	3.38764	0	0.960286	0	15.0858	0	
56691	21.1738	0	3.30374	0	0.977743	0	16.5068	0	
56783	20.0459	0	3.47868	0	1.02759	0	16.7642	0	
56874	20.3084	0	3.31751	0	0.994455	0	14.9371	0	
56967	19.3565	0	3.29748	0	0.996327	0	15.7209	0	
57057	20.9531	0	3.30159	0	0.984914	0	16.496	0	
57146	20.9546	0	3.36181	0	1.00628	0	16.575	0	
57239	19.9387	0	3.48613	0	1.00493	0	16.4848	0	
57327	20.9042	0	3.25868	0	1.00605	0	16.7463	0	
57416	20.8892	0	3.38269	0	0.969708	0	16.7563	0	
57505	19.1832	0	3.31998	0	1.02566	0	16.6459	0	
57597	20.1783	0	3.32194	0	0.969127	0	15.6212	0	
57686	19.7348	0	3.50749	0	0.98112	0	15.8123	0	
57778	20.7134	0	3.38844	0	1.01755	0	16.6984	0	
57868	20.03	0	3.35071	0	0.980101	0	16.3873	0	
57957	19.0147	0	3.34538	0	1.02652	0	15.998	0	
58046	19.9403	0	3.34688	0	0.98685	0	15.1557	0	
58138	20.018	0	3.33416	0	0.980348	0	15.7118	0	
58230	20.6894	0	3.3506	0	0.984755	0	16.0882	0	
58323	18.8621	0	3.35457	0	1.02161	0	16.5196	0	
58415	19.9535	0	3.34638	0	1.02122	0	15.7804	0	
58508	19.4823	0	3.36344	0	1.01587	0	16.0286	0	
58600	20.6065	0	3.31614	0	1.03302	0	15.6737	0	
58690	18.81	0	3.36577	0	0.988329	0	16.114	0	
58783	19.8401	0	3.35042	0	0.983052	0	17.5845	0	
58874	20.3653	0	3.37171	0	1.03812	0	15.3796	0	
58963	19.3937	0	3.45349	0	1.05312	0	15.5134	0	
59054	18.702	0	3.48787	0	0.999556	0	15.6741	0	
59145	19.7516	0	3.44396	0	1.00173	0	17.1097	0	
59235	20.2811	0	3.49715	0	1.03627	0	14.9211	0	
59324	18.6461	0	3.56508	0	1.06662	0	15.7992	0	
59414	19.2442	0	3.40393	0	1.00533	0	15.7379	0	
59503	18.6147	0	3.36503	0	1.0262	0	16.4485	0	
59592	19.5866	0	3.35434	0	1.00561	0	15.8227	0	
59681	20.0955	0	3.30176	0	1.0353	0	16.1966	0	
59766	18.4387	0	3.33514	0	0.994703	0	15.6062	0	
59867	19.122	0	3.39335	0	1.03028	0	17.0835	0	
59959	20.0683	0	3.42175	0	1.01376	0	16.4709	0	
60051	19.0048	0	3.31455	0	0.988072	0	15.9665	0	
60143	19.264	0	3.48255	0	1.00628	0	15.7246	0	
60233	19.3332	0	3.4985	0	1.03556	0	16.0944	0	
60324	18.986	0	3.30011	0	0.923384	0	16.8863	0	
60416	19.8657	0	3.32473	0	0.957546	0	17.0154	0	
60508	19.947	0	3.32512	0	1.00352	0	15.2708	0	
60602	18.8958	0	3.42229	0	1.05296	0	16.0655	0	
60691	19.923	0	3.4363	0	1.01563	0	16.7646	0	
60782	19.8126	0	3.44827	0	1.05392	0	17.6079	0	
60873	19.8609	0	3.3268	0	1.02372	0	15.9076	0	
60965	18.1732	0	3.54659	0	1.06656	0	17.1303	0	
61054	20.0763	0	3.2086	0	1.02087	0	15.9882	0	
61144	19.0928	0	3.40442	0	1.0718	0	15.4706	0	
61234	19.7508	0	3.4301	0	1.02861	0	16.5903	0	
61325	18.6736	0	3.33827	0	1.01482	0	16.4033	0	
61417	18.7026	0	3.46891	0	1.0584	0	15.2085	0	
61508	19.6589	0	3.3541	0	1.03072	0	15.0885	0	
61600	17.9761	0	3.45957	0	1.02361	0	15.7845	0	
61692	19.5398	0	3.5733	0	1.06018	0	15.4487	0	
61780	19.4835	0	3.45924	0	1.00331	0	17.758	0	
61871	19.536	0	3.35208	0	1.02397	0	16.1091	0	
61964	19.4133	0	3.67247	0	1.05451	0	15.5127	0	
62053	17.8191	0	3.46859	0	1.02518	0	16.8516	0	
62143	19.713	0	3.67381	0	1.06209	0	15.2721	0	
62233	17.8407	0	3.48605	0	1.06111	0	16.0476	0	
62322	17.7901	0	3.37247	0	1.03292	0	16.317	0	
62410	18.6401	0	3.49174	0	1.02395	0	16.3075	0	
62500	18.3528	0	3.60964	0	1.03012	0	15.7374	0	
62593	18.3356	0	3.45572	0	1.04956	0	16.7824	0	
62681	19.3125	0	3.70771	0	1.03718	0	16.2458	0	
62774	18.6521	0	3.27184	0	1.04269	0	17.4027	0	
62862	18.2964	0	3.62914	0	1.04943	0	16.9242	0	
62951	18.4803	0	3.49831	0	1.04296	0	15.9936	0	
63042	20.1839	0	3.53239	0	1.07269	0	16.1279	0	
63135	18.1628	0	3.38091	0	1.04507	0	17.3165	0	
63227	18.1864	0	3.60984	0	1.05176	0	15.3478	0	
63317	18.3693	0	3.51794	0	1.05515	0	16.2003	0	
63407	18.9562	0	3.39999	0	1.01966	0	18.9753	0	
63499	18.0927	0	3.41797	0	1.03919	0	17.0522	0	
63591	18.0774	0	3.48113	0	1.07541	0	15.7596	0	
63680	17.4171	0	3.51879	0	1.04389	0	17.5538	0	
63770	18.8996	0	3.52204	0	1.08158	0	16.1623	0	
63862	17.361	0	3.53405	0	1.04906	0	16.9352	0	
63950	17.3697	0	3.42635	0	1.05642	0	18.7962	0	
64042	17.2825	0	3.61598	0	1.05617	0	16.5886	0	
64131	17.8934	0	3.61882	0	1.05193	0	17.4082	0	
64223	18.0383	0	3.55995	0	0.878361	0	17.3312	0	
64314	17.2507	0	3.63019	0	1.04527	0	16.925	0	
64403	18.1364	0	3.43832	0	1.07753	0	17.1036	0	
64492	17.2053	0	3.45274	0	1.05302	0	17.2895	0	
64582	17.7648	0	3.45377	0	1.05825	0	17.2016	0	
64671	17.1524	0	3.55662	0	1.00924	0	16.7673	0	
64764	17.7415	0	3.46882	0	1.06966	0	16.4658	0	
64853	17.9075	0	3.45484	0	1.06525	0	16.4831	0	
64943	17.0696	0	3.65986	0	1.03948	0	16.0851	0	
65033	17.0544	0	3.65282	0	1.0549	0	17.756	0	
65125	17.0782	0	3.58278	0	1.05279	0	17.7425	0	
65214	17.6193	0	3.673	0	1.06625	0	15.4961	0	
65306	18.5271	0	3.47169	0	1.07965	0	18.3184	0	
65399	17.8456	0	3.66204	0	1.10342	0	17.8819	0	
65491	18.3059	0	3.47231	0	1.04764	0	17.2364	0	
65588	18.2741	0	3.45471	0	1.09354	0	17.7386	0	
65679	16.8463	0	3.72071	0	1.07796	0	18.3479	0	
65769	17.4961	0	3.61866	0	1.08329	0	16.4536	0	
65862	18.2829	0	3.49449	0	1.0587	0	16.4665	0	
65954	16.8066	0	3.63326	0	1.06257	0	16.1884	0	
66044	18.2162	0	3.49638	0	1.08611	0	17.0048	0	
66133	16.7495	0	3.58282	0	1.08907	0	17.3622	0	
66222	16.7697	0	3.60501	0	1.08055	0	18.0283	0	
66312	16.7067	0	3.61652	0	0.965097	0	17.3616	0	
66400	16.743	0	3.4815	0	1.07979	0	17.4362	0	
66492	17.2514	0	3.62238	0	1.06647	0	17.8277	0	
66581	16.6587	0	3.72572	0	1.06809	0	17.7988	0	
66671	16.6079	0	3.51859	0	1.05686	0	17.8283	0	
66764	17.2167	0	3.7288	0	1.0921	0	18.9613	0	
66853	18.0558	0	3.64204	0	1.08947	0	18.4608	0	
66945	16.5976	0	3.50874	0	1.1369	0	17.1916	0	
67035	18.7875	0	3.63423	0	1.10115	0	16.02	0	
67125	16.4671	0	3.62642	0	1.08589	0	16.3953	0	
67217	17.0648	0	3.51258	0	1.12076	0	17.9652	0	
67306	17.2619	0	3.5269	0	1.04777	0	18.3571	0	
67395	17.014	0	3.65237	0	1.07125	0	16.8647	0	
67488	17.2813	0	3.49549	0	1.09864	0	17.9577	0	
67576	17.1354	0	3.55649	0	1.12753	0	18.491	0	
67666	16.9338	0	3.6526	0	1.10402	0	17.2297	0	
67757	16.3366	0	3.53977	0	1.09325	0	17.3665	0	
67850	16.9038	0	3.66814	0	1.09371	0	18.2693	0	
67942	16.2853	0	3.67824	0	1.11329	0	18.3359	0	
68031	17.0669	0	3.54067	0	1.10337	0	17.7761	0	
68124	16.3077	0	3.43664	0	1.09989	0	18.7134	0	
68216	16.2221	0	3.56138	0	1.07898	0	17.6838	0	
68309	16.2346	0	3.65854	0	1.06023	0	19.1612	0	
68400	16.1136	0	3.69766	0	1.05627	0	16.4434	0	
68492	16.7069	0	3.56961	0	0.922487	0	18.3478	0	
68583	17.4741	0	3.69054	0	1.10863	0	17.5717	0	
68672	16.6934	0	3.49412	0	1.08228	0	18.8187	0	
68766	16.6793	0	3.66923	0	1.0829	0	17.5408	0	
68859	15.9801	0	3.44848	0	1.06651	0	17.634	0	
68951	15.2497	0	3.57461	0	1.07176	0	17.8107	0	
69040	16.0545	0	3.57716	0	1.11961	0	19.2062	0	
69130	15.7458	0	3.54165	0	1.12486	0	18.5807	0	
69219	15.9833	0	3.71008	0	1.01975	0	17.987	0	
69309	15.9393	0	3.59952	0	1.05072	0	19.4311	0	
69398	16.4885	0	3.71335	0	1.03474	0	19.0063	0	
69490	15.9307	0	3.6022	0	1.13532	0	18.7092	0	
69581	15.9098	0	3.74134	0	1.12171	0	18.4249	0	
69672	16.5918	0	3.49131	0	1.07096	0	18.867	0	
69768	15.7696	0	3.58035	0	1.12863	0	19.3694	0	
69860	15.0538	0	3.61465	0	1.13049	0	17.6725	0	
69951	16.5393	0	3.74183	0	1.03826	0	18.5769	0	
70044	16.328	0	3.75707	0	1.12705	0	18.4639	0	
70136	16.3649	0	3.74017	0	1.0992	0	16.6126	0	
70225	14.9776	0	3.52104	0	1.07816	0	16.8857	0	
70315	16.4475	0	3.74964	0	1.05709	0	18.1591	0	
70404	17.0925	0	3.63743	0	1.14125	0	17.1468	0	
70493	16.3821	0	3.63789	0	1.13264	0	18.6638	0	
70584	16.1852	0	3.77737	0	1.11659	0	17.1085	0	
70673	14.8766	0	3.39862	0	1.14009	0	16.7943	0	
70765	16.1493	0	3.58038	0	1.11423	0	19.2356	0	
70855	15.5487	0	3.64991	0	1.14115	0	17.2676	0	
70947	15.4539	0	3.65482	0	1.14267	0	18.23	0	
71041	16.0485	0	3.53234	0	1.11756	0	16.701	0	
71141	15.9685	0	3.61378	0	1.12798	0	18.3031	0	
71231	14.7152	0	3.65023	0	1.07424	0	19.5513	0	
71328	16.0261	0	3.6133	0	1.1514	0	17.4887	0	
71419	16.0384	0	3.86437	0	1.14167	0	17.3715	0	
71511	15.3497	0	3.55193	0	1.1546	0	19.2225	0	
71601	14.6946	0	3.66092	0	1.09611	0	18.7956	0	
71693	15.386	0	3.54303	0	1.12203	0	17.997	0	
71781	14.6408	0	3.66356	0	1.11771	0	18.0837	0	
71872	15.3472	0	3.53223	0	1.0115	0	19.0147	0	
71962	14.5881	0	3.69384	0	1.11979	0	18.5042	0	
72053	14.5665	0	3.63518	0	1.13438	0	18.693	0	
72145	15.266	0	3.6866	0	1.167	0	18.0835	0	
72234	15.1936	0	3.68552	0	1.15659	0	17.8823	0	
72325	15.7504	0	3.69729	0	1.11902	0	18.1825	0	
72418	15.8859	0	3.69891	0	1.16955	0	19.5771	0	
72511	15.7246	0	3.67722	0	1.05108	0	18.7203	0	
72599	15.1307	0	3.70947	0	1.16437	0	17.9389	0	
72691	14.3775	0	3.6512	0	1.10209	0	18.2019	0	
72781	15.1063	0	3.8039	0	1.12689	0	17.1234	0	
72873	15.6011	0	3.57202	0	1.12968	0	18.3809	0	
72962	15.0815	0	3.79761	0	1.11602	0	19.283	0	
73054	14.9962	0	3.67789	0	1.14276	0	19.2704	0	
73146	15.5721	0	3.59136	0	1.17985	0	18.6486	0	
73235	15.0367	0	3.79815	0	1.1627	0	17.2827	0	
73326	14.9845	0	3.77991	0	1.12019	0	18.2015	0	
73415	15.4017	0	3.71293	0	1.15369	0	18.1441	0	
73505	15.3497	0	3.84141	0	1.09869	0	18.8881	0	
73595	14.9276	0	3.82058	0	1.16532	0	18.1099	0	
73683	14.1629	0	3.7323	0	1.13313	0	19.6051	0	
73773	14.6434	0	3.59845	0	1.15148	0	18.6848	0	
73865	14.1446	0	3.8159	0	1.0674	0	19.4949	0	
73957	14.1218	0	3.61359	0	1.10187	0	18.2501	0	
74049	16.0261	0	3.47871	0	1.12548	0	18.6479	0	
74137	13.4394	0	3.74342	0	1.03495	0	19.1089	0	
74229	14.509	0	3.59768	0	1.13335	0	17.1614	0	
74318	14.0243	0	3.81774	0	1.16975	0	18.9984	0	
74411	14.0216	0	3.6988	0	1.09577	0	19.2968	0	
74503	15.1895	0	3.75619	0	1.16778	0	18.9966	0	
74594	14.6677	0	3.73698	0	1.13972	0	19.966	0	
74684	13.9621	0	3.73254	0	1.16841	0	19.1869	0	
74776	14.6052	0	3.63651	0	1.16604	0	19.0502	0	
74869	13.8861	0	3.75326	0	1.13585	0	19.6406	0	
74962	15.0411	0	3.83664	0	1.14913	0	17.1937	0	
75053	13.8905	0	3.7314	0	1.12454	0	19.8405	0	
75146	13.8883	0	3.48963	0	1.08367	0	20.0878	0	
75237	13.8776	0	3.63499	0	1.12312	0	18.2559	0	
75328	13.8162	0	3.64251	0	1.10095	0	19.5436	0	
75418	13.8223	0	3.9139	0	1.15248	0	18.9089	0	
75511	13.7773	0	3.62941	0	1.1651	0	18.8546	0	
75603	14.8917	0	3.74908	0	1.13422	0	19.2334	0	
75696	13.7837	0	3.75702	0	1.07842	0	19.8222	0	
75788	13.1069	0	3.65874	0	1.19141	0	17.8788	0	
75881	13.6928	0	3.76499	0	1.14775	0	17.9464	0	
75972	14.1781	0	3.7828	0	1.21544	0	20.0922	0	
76065	13.6272	0	3.66036	0	1.22257	0	19.8072	0	
76157	14.3222	0	3.65258	0	1.18339	0	19.9271	0	
76247	14.0334	0	3.78787	0	1.0712	0	19.9989	0	
76336	14.2784	0	3.65808	0	1.14224	0	19.8187	0	
76427	14.6457	0	3.79176	0	1.07874	0	19.4827	0	
76519	14.6489	0	3.6763	0	1.12174	0	19.1704	0	
76616	14.2298	0	3.63904	0	1.12982	0	19.9907	0	
76706	13.9608	0	3.68282	0	1.223	0	19.1824	0	
76795	13.9625	0	3.64869	0	1.19591	0	18.2365	0	
76886	13.4605	0	3.7774	0	1.10453	0	18.0114	0	
76976	13.8697	0	3.54907	0	1.19013	0	19.322	0	
77067	14.1235	0	3.67109	0	1.14726	0	20.5145	0	
77157	13.3816	0	3.67855	0	1.11705	0	19.25	0	
77247	13.2405	0	3.57275	0	1.15029	0	20.6687	0	
77339	14.0587	0	3.68266	0	1.18506	0	20.2151	0	
77428	13.9855	0	3.70118	0	1.17998	0	20.0685	0	
77516	13.3724	0	3.69075	0	1.08838	0	19.6505	0	
77605	12.8222	0	3.69806	0	1.23364	0	18.378	0	
77694	13.7785	0	3.69689	0	1.15852	0	20.1319	0	
77783	13.827	0	3.68903	0	1.12515	0	19.6235	0	
77873	13.8929	0	3.69331	0	1.13162	0	19.9395	0	
77966	14.2806	0	3.61811	0	1.15995	0	18.3202	0	
78058	13.7974	0	3.72324	0	1.17746	0	18.4693	0	
78147	13.1631	0	3.7131	0	1.15977	0	19.8971	0	
78241	13.2483	0	3.61914	0	1.21441	0	20.3605	0	
78330	13.5697	0	3.73073	0	1.14153	0	18.8376	0	
78423	13.7306	0	3.5952	0	1.24336	0	19.8889	0	
78513	13.6286	0	3.72926	0	1.14247	0	19.1091	0	
78604	13.5552	0	3.59743	0	1.19744	0	20.0603	0	
78695	13.1271	0	3.71932	0	1.14552	0	20.2151	0	
78783	13.086	0	3.73898	0	1.2267	0	20.67	0	
