,0.001,0.051000000000000004,0.101,0.15100000000000002,0.201,0.251,0.30100000000000005,0.35100000000000003,0.401,0.451,0.501,0.551,0.6010000000000001,0.651,0.7010000000000001,0.751,0.801,0.8510000000000001,0.901,0.9510000000000001
0.01,2.6853519408120974e-15,2.6853519408120974e-15,2.6853519408120974e-15,2.6853519408120974e-15,2.6853519408120974e-15,2.6853519408120974e-15,2.6853519408120974e-15,2.6853519408120974e-15,2.6853519408120974e-15,2.6853519408120974e-15,2.6853519408120974e-15,2.6853519408120974e-15,2.6853519408120974e-15,2.6853519408120974e-15,2.6853519408120974e-15,2.6853519408120974e-15,2.6853519408120974e-15,2.6853519408120974e-15,2.6853519408120974e-15,2.6853519408120974e-15
0.02,1.4016565685892601e-15,1.4016565685892601e-15,1.4016565685892601e-15,1.4016565685892601e-15,1.4016565685892601e-15,1.4016565685892601e-15,1.4016565685892601e-15,1.4016565685892601e-15,1.4016565685892601e-15,1.4016565685892601e-15,1.4016565685892601e-15,1.4016565685892601e-15,1.4016565685892601e-15,1.4016565685892601e-15,1.4016565685892601e-15,1.4016565685892601e-15,1.4016565685892601e-15,1.4016565685892601e-15,1.4016565685892601e-15,1.4016565685892601e-15
0.03,4.649058915617843e-16,4.649058915617843e-16,4.649058915617843e-16,4.649058915617843e-16,4.649058915617843e-16,4.649058915617843e-16,4.649058915617843e-16,4.649058915617843e-16,4.649058915617843e-16,4.649058915617843e-16,4.649058915617843e-16,4.649058915617843e-16,4.649058915617843e-16,4.649058915617843e-16,4.649058915617843e-16,4.649058915617843e-16,4.649058915617843e-16,4.649058915617843e-16,4.649058915617843e-16,4.649058915617843e-16
0.04,1.6375789613221059e-15,1.6375789613221059e-15,1.6375789613221059e-15,1.6375789613221059e-15,1.6375789613221059e-15,1.6375789613221059e-15,1.6375789613221059e-15,1.6375789613221059e-15,1.6375789613221059e-15,1.6375789613221059e-15,1.6375789613221059e-15,1.6375789613221059e-15,1.6375789613221059e-15,1.6375789613221059e-15,1.6375789613221059e-15,1.6375789613221059e-15,1.6375789613221059e-15,1.6375789613221059e-15,1.6375789613221059e-15,1.6375789613221059e-15
0.05,2.6853519408120974e-15,2.6853519408120974e-15,2.6853519408120974e-15,2.6853519408120974e-15,2.6853519408120974e-15,2.6853519408120974e-15,2.6853519408120974e-15,2.6853519408120974e-15,2.6853519408120974e-15,2.6853519408120974e-15,2.6853519408120974e-15,2.6853519408120974e-15,2.6853519408120974e-15,2.6853519408120974e-15,2.6853519408120974e-15,2.6853519408120974e-15,2.6853519408120974e-15,2.6853519408120974e-15,2.6853519408120974e-15,2.6853519408120974e-15
0.060000000000000005,5.828670879282072e-16,5.828670879282072e-16,5.828670879282072e-16,5.828670879282072e-16,5.828670879282072e-16,5.828670879282072e-16,5.828670879282072e-16,5.828670879282072e-16,5.828670879282072e-16,5.828670879282072e-16,5.828670879282072e-16,5.828670879282072e-16,5.828670879282072e-16,5.828670879282072e-16,5.828670879282072e-16,5.828670879282072e-16,5.828670879282072e-16,5.828670879282072e-16,5.828670879282072e-16,5.828670879282072e-16
0.06999999999999999,1.4016565685892601e-15,1.4016565685892601e-15,1.4016565685892601e-15,1.4016565685892601e-15,1.4016565685892601e-15,1.4016565685892601e-15,1.4016565685892601e-15,1.4016565685892601e-15,1.4016565685892601e-15,1.4016565685892601e-15,1.4016565685892601e-15,1.4016565685892601e-15,1.4016565685892601e-15,1.4016565685892601e-15,1.4016565685892601e-15,1.4016565685892601e-15,1.4016565685892601e-15,1.4016565685892601e-15,1.4016565685892601e-15,1.4016565685892601e-15
0.08,2.220446049250313e-15,2.220446049250313e-15,2.220446049250313e-15,2.220446049250313e-15,2.220446049250313e-15,2.220446049250313e-15,2.220446049250313e-15,2.220446049250313e-15,2.220446049250313e-15,2.220446049250313e-15,2.220446049250313e-15,2.220446049250313e-15,2.220446049250313e-15,2.220446049250313e-15,2.220446049250313e-15,2.220446049250313e-15,2.220446049250313e-15,2.220446049250313e-15,2.220446049250313e-15,2.220446049250313e-15
0.09,2.456368441983159e-15,2.456368441983159e-15,2.456368441983159e-15,2.456368441983159e-15,2.456368441983159e-15,2.456368441983159e-15,2.456368441983159e-15,2.456368441983159e-15,2.456368441983159e-15,2.456368441983159e-15,2.456368441983159e-15,2.456368441983159e-15,2.456368441983159e-15,2.456368441983159e-15,2.456368441983159e-15,2.456368441983159e-15,2.456368441983159e-15,2.456368441983159e-15,2.456368441983159e-15,2.456368441983159e-15
