"saccharose: (5.39173, 5.44305)","alpha-glucose: (5.2178, 5.26134)","beta-glucose: (4.62026, 4.67207)","fructose: (3.97917, 4.01542)",whole_spectrum
0.00481641526138701,0.00016083870610379052,2.9728927244001826e-05,0.0005060415000309993,
0.00480048007658849,0.00015849728364048947,2.9673691839651945e-05,0.0005847464413009991,
0.005026912647264423,0.00016855315741289115,3.112261618324145e-05,0.00048173535352749803,
0.005189582615004996,0.00016652677942709007,3.1822071442501974e-05,0.0005671396926109989,
0.005192852978945001,0.00017062513638819,3.196983376165193e-05,0.00048671269173099885,
0.005173381555129992,0.0001681509393294897,3.0814557736301994e-05,0.0005530287407724993,
0.0047655071427349874,0.00016899171825538915,3.0706714728751966e-05,0.0006198961075174996,
0.00477455282524649,0.0001704886734274895,3.1458891901802043e-05,0.0005533873016079989,
0.00515012546126899,0.0001712087681514896,3.1629152780352014e-05,0.0006051866033829996,
0.0051486331459450075,0.00017097025100999013,3.203571144925178e-05,0.0006727582484450001,
0.005151184863897523,0.0001744710806204909,3.3153779026051606e-05,0.0006112353887639998,
0.004971760263507003,0.0001748893491330301,3.1966446482691874e-05,0.00064494883001732,
0.0051373456531875,0.00017514142955448998,3.362889175265188e-05,0.0006780477381850003,
0.004736798253417468,0.0001805722111344606,3.262370426515234e-05,0.0006328241680165002,
0.00511876471350798,0.0001762823150709391,3.3908620773202165e-05,0.0005378807205604983,
0.004941228598468503,0.00016896963557449027,3.269464851700188e-05,0.0006098532935799991,
0.0051172123140449804,0.00017901815623698892,3.324338691907719e-05,0.0006279912723050005,
0.00509477983476498,0.00017849306659948903,3.445844007967724e-05,0.0006511727235299997,
0.004668328110795556,0.00017703168321098808,3.3461145442802445e-05,0.0005865214565409999,
0.005085183775592491,0.00018425292845448946,3.3647240346002084e-05,0.00061277119404,
0.005074517472021989,0.00018429147184948922,3.537125473680213e-05,0.0005872771925374996,
0.0050857216475274775,0.000184187546071389,3.377446622880215e-05,0.0006186855564039997,
0.005085354478742478,0.0001834884842974893,3.3381557176492143e-05,0.0006254243673750003,
0.005063358371422504,0.00018235754902789044,3.2633139785901825e-05,0.0005851369568385,
0.004681263056202987,0.00017682719170773953,3.256213211371606e-05,0.0006859818014869996,
0.004672208250154027,0.00018562394062357143,3.337436529180137e-05,0.0006737061488680008,
0.004637382598918876,0.00018654745113798874,3.4064860006502086e-05,0.0006217766424905997,
0.005035755184534953,0.00018405025333998807,3.494886829777241e-05,0.0006674984116859996,
0.0050247391030519475,0.00018466220760648765,3.4738785195402524e-05,0.0007310486163980015,
0.005025944293368012,0.0001888524701903908,3.461165407876168e-05,0.0005940936063499986,
0.004647456757971718,0.0001937265794309887,3.4972684928602255e-05,0.0006317769613900004,
0.004840929044677965,0.00019439790713148873,3.537376368125237e-05,0.0007096899150470008,
0.0049953003385095,0.00018962681456698995,3.386016265573696e-05,0.0006709789356100003,
0.004989618570200946,0.00018631534458278805,3.426843925687263e-05,0.0006500303319800007,
0.004997469205694169,0.00019192061916393837,3.706803563252741e-05,0.0007275279862625007,
0.004808395831914965,0.00018692387354956347,3.384812563185236e-05,0.0007127544809745004,
0.004824356480615,0.0001957213216079899,3.4706612582651864e-05,0.0006291894742489987,
0.0049702749243099855,0.00019187952476048935,3.586407108293213e-05,0.0006990075701900007,
0.0045643214044209755,0.00019076565420168866,3.6515461536227204e-05,0.0007621358699950008,
0.004967540008304775,0.00018821170798348876,3.692114912425223e-05,0.0006462819533274001,
0.00460256015093887,0.00019722235939598857,3.868843033480236e-05,0.0007106909263350002,
0.0047813174972249645,0.00020084237956833793,3.710591010410242e-05,0.0006336090033652506,
0.00441890966467995,0.0001940772149059875,3.895286838158264e-05,0.0007183092140650008,
0.004762337157324464,0.0001872839668802883,3.883178935120244e-05,0.0008530693655870013,
0.004535617166127241,0.00019667252317623796,3.7616639576452516e-05,0.0006975194808775013,
0.004767232315369983,0.0001998989366980891,3.904979349145217e-05,0.0007479659472300011,
0.004525297243306959,0.00019258110249098796,3.7944371321502505e-05,0.0007825966722790012,
0.004918313638244979,0.0001972489925254888,3.843817416285215e-05,0.0007685633084900006,
0.004903618312069976,0.00020069996640848854,3.86238668684922e-05,0.0007742482553700012,
0.004908133664132964,0.00019918154405048808,3.8665239178152446e-05,0.0006729997585364004,
0.004891430495827475,0.0002029490153841886,3.8669575963502205e-05,0.0006712016324410005,
0.00489732402585747,0.00020527476140748846,4.044170429670227e-05,0.0006263342679824997,
0.004877104157521955,0.00021151825942398788,3.9222705602552635e-05,0.0006872128266145998,
0.004869622607376948,0.0002020380662509874,4.1009038222452635e-05,0.0008123448608650019,
0.004366395994219436,0.00020479570266928698,4.099748411984278e-05,0.0008294375170950017,
0.004872674554775981,0.00020302591702948893,3.956652886325218e-05,0.0007871981033550006,
0.004864797955532471,0.00020519748984468823,4.0063934441202394e-05,0.0007170567780712512,
0.004846977022042967,0.00020795191047288825,4.1432204589632446e-05,0.0006623525428830002,
0.004847895875532948,0.00021537949875698756,4.1644894279102705e-05,0.0007173312023660011,
0.004440468916671979,0.000212494258900589,4.179480299740227e-05,0.0007638564278410004,
0.004826715523983902,0.00020765761701568657,3.972405863391116e-05,0.0006987266279230033,
0.004819360896465943,0.00020871306933998744,4.165303615890292e-05,0.0008114366802330016,
0.004810318835705944,0.00020151231657298743,4.0021228346092755e-05,0.0006644012507630011,
0.004809386248799948,0.00020952287577498757,4.23633498152027e-05,0.0007370270460595014,
0.004801908240402457,0.00022086089298518793,4.221324718958255e-05,0.0006970856570519999,
0.004803287319285944,0.00020757294051163726,4.2019379031702806e-05,0.0007148416071540016,
0.004420015989371448,0.00021021645645311247,4.330431682420272e-05,0.0006788677943075012,
0.004789085438792948,0.0002220177760056873,4.411095937020273e-05,0.0006900930439310004,
0.004783914284654951,0.0002209343984967873,4.3808642375402726e-05,0.0007073688040620019,
0.004765180414651958,0.00021026170042668751,4.2372664235027604e-05,0.0006637862976060007,
0.004768691102795918,0.00021149802759948673,4.3192655236353235e-05,0.0008074002712450043,
0.004425820139072952,0.0002147871112152874,4.268024518093269e-05,0.0007712784004160013,
0.004388204456287334,0.00021350896155748688,4.465658848230294e-05,0.0009087267966900031,
0.004379265162398946,0.00021843804958198717,4.4476899186102786e-05,0.0007784991117395013,
0.0047397383167079535,0.00021667793177758751,4.429174373180265e-05,0.0007574711472350019,
0.004735662632737151,0.00021845887341198744,4.518389649950269e-05,0.000742238258215002,
0.004722101523067431,0.00022092603317198673,4.5377884224903064e-05,0.0007060995334150012,
0.004562737304852241,0.00021850217058498703,4.613320267608291e-05,0.0006783740698480013,
0.004549706717896942,0.00021922839755598696,4.62659711704529e-05,0.0007564996262060018,
0.004699454000297426,0.00021976094206548665,4.4326796638053154e-05,0.0007047430564970016,
0.004532327772600419,0.00021668000265918653,4.4830274819033256e-05,0.0006258714896440014,
0.00469689167993296,0.00022158901286648783,4.6156695402202656e-05,0.0006617808989924008,
0.004677690302312955,0.00021456345818298762,4.682379220570259e-05,0.0006781235304100003,
0.004339955957278907,0.00022145355976107629,4.7415624045503395e-05,0.0006827433013180037,
0.0046599760550409125,0.00021221665373668657,4.694788360365332e-05,0.0006569778428950029,
0.004662176908395937,0.00022385922420773693,4.7033612265802994e-05,0.0006603572663300014,
0.004657478949338932,0.0002243738752906865,4.747107976660309e-05,0.0008420075148675031,
0.004323684822507941,0.00022296923413948693,4.567283350205288e-05,0.0005926187001450014,
0.004320697363762428,0.00022685099087338658,4.815813114650321e-05,0.0007891779000250024,
0.0046502020041274475,0.00022629288703498727,4.799242381340282e-05,0.0007513250059650007,
0.004641031318919946,0.0002259112125157572,4.8028487164172834e-05,0.0006762287133300012,
0.004635415503690933,0.00022672867319180676,4.811466509550309e-05,0.0007749949407440026,
0.004628529736145925,0.00022863638129588614,4.8279621416903215e-05,0.0006652801184795018,
0.004619948149850907,0.00022613469542873634,4.7471679711473555e-05,0.0007988989571600048,
0.004281793832499718,0.0002211000684574863,4.7016330619163433e-05,0.0007454903340520032,
0.004447826699502447,0.00023760098300063733,4.8826754888302824e-05,0.0007706666313675025,
0.004606184807584934,0.0002368274350434867,4.893378898975312e-05,0.0006531662053420016,
0.004265617366125931,0.00022776294043823635,4.958695393975322e-05,0.0007027130160700012,
0.004576712125803925,0.0002306701030426112,4.941966468295322e-05,0.0006392392650250015,
0.004415539541279924,0.00023995087046873624,4.9414433304053294e-05,0.0007451938997400032,
0.00457227160800743,0.00023413943688228639,5.182180018815314e-05,0.0007572151256270027,
0.004580957521586933,0.0002310398976739864,5.040316382460309e-05,0.0007768455141913025,
0.004557614056229946,0.0002327435735873869,5.220208829515286e-05,0.000833427280203002,
0.004555136855237438,0.0002357907962374868,5.0251719888903084e-05,0.000882139844760004,
0.00423504453671193,0.0002362610428091863,5.124386504175319e-05,0.0007741234105775028,
0.00454864978167393,0.00023545792887668662,5.088079496360325e-05,0.0007073219589910023,
0.00421778185546293,0.0002416437436774864,5.025052097330328e-05,0.0009100952617200045,
0.004187460973075929,0.00023642219866823634,5.226610633630328e-05,0.0007956223576500037,
0.004369001978323926,0.0002384534963816363,5.165434967540341e-05,0.000800216991062004,
0.004208383165221241,0.00023994449960288613,5.3804050289023456e-05,0.000839454291027004,
0.004173594155496169,0.00023006065546358616,5.2010338103778426e-05,0.0008647848449750047,
0.004198848435106532,0.00024141115003498647,5.3537009617903234e-05,0.0007814724989925035,
0.004511013155629927,0.0002395505723979861,5.21884849714534e-05,0.000620766418815002,
0.004510919819368928,0.00023258982631918615,5.14571613625033e-05,0.0008184018649590041,
0.004333768577048677,0.00024180134481958595,5.155799657050335e-05,0.0008696331570200043,
0.0041416674353186205,0.000242316490716236,5.2785453321003555e-05,0.0008201544283087542,
0.004318079782816427,0.00024387484729536122,5.2890608775003346e-05,0.0008340858407060031,
0.004478942509075927,0.00023574849664748625,5.331915121250336e-05,0.000792094933522504,
0.004127688578412922,0.000243870089127306,5.5037204961303485e-05,0.0007539803976000037,
0.004466245649151917,0.00025439141939323566,5.37799511306137e-05,0.0008639202638600057,
0.004464348427502424,0.00025271060475173595,5.3555358825503474e-05,0.0007083496676350036,
0.003960350141114422,0.000245697926566486,5.4914905112303543e-05,0.0007753829498270041,
0.0044490180071099245,0.00024717374145518615,5.462068289075344e-05,0.0007919544433350038,
0.004441681961782425,0.00025852466751478595,5.459719853980342e-05,0.0009316593293780045,
0.004126864353416946,0.0002525307368375867,5.589440933665298e-05,0.0008195920977110032,
0.0044235466154114046,0.0002473336864594862,5.6512850750603724e-05,0.0009139317789787587,
0.004262178604653916,0.0002480582557794458,5.809997071210358e-05,0.0009141834881940071,
0.00442412102975092,0.00024820652436798567,5.434980914230358e-05,0.0009248154952470071,
0.004398114857419925,0.0002449315031687859,5.511432929830341e-05,0.0007617633584550044,
0.004397178502330527,0.0002472529985504861,5.516803677000346e-05,0.0009229093008500047,
0.003910145174814916,0.0002517999431705859,5.795145846255369e-05,0.0007233045297480058,
0.004059100812623925,0.0002532140243784862,5.75477025978035e-05,0.001033494407614007,
0.0043973032379827194,0.0002511379451276458,5.5498413949003604e-05,0.0009214234441950067,
0.004083459679256926,0.00026636474166323565,5.846440020250356e-05,0.0009186967871650051,
0.004375270905114104,0.00025406948056868646,5.845983573250386e-05,0.0009923923045160104,
0.004215887701815417,0.0002532473315945859,5.867534406770374e-05,0.0007742158250050061,
0.004362387636808915,0.00024498293660758574,5.639900875770372e-05,0.0009304312666150073,
0.004204896202273576,0.0002627268136937358,5.8054786824753575e-05,0.0005780540722600017,
0.0043564320035309224,0.00025456822838728596,5.90031214498036e-05,0.0008779332073538059,
0.004364975525014922,0.00025701681181868557,5.9192744634083586e-05,0.0009897625685750073,
0.0040391841406124274,0.00025696809862928583,5.91811348460535e-05,0.0007664513270355046,
0.004345675005840254,0.00026582379972628605,6.095311793655335e-05,0.0007434603010500031,
0.004333026131927322,0.000257669002555586,5.967078017418375e-05,0.0009888614125150067,
0.004321460804919918,0.0002580880013162857,6.136259558230376e-05,0.0008180807275340052,
0.004316585723203924,0.0002662788398815859,5.806313762780356e-05,0.0006369840686400039,
0.0038661556483433283,0.00025612889817138573,6.043488705847855e-05,0.0008441821456150054,
0.004299250277589911,0.00025058912662148593,6.0488869884103844e-05,0.0007632423872900086,
0.004283633087537412,0.00026175536428038625,6.106872012060391e-05,0.0006967866330650069,
0.004288678227753764,0.00027047711747148597,6.083979930704381e-05,0.0008797637925434071,
0.0042855616720179224,0.0002615427135658858,5.851016742356376e-05,0.000736541227380005,
0.004280551936530919,0.00026389458342423577,6.260930055085384e-05,0.0007936634040790056,
0.0042818636688589165,0.00025079083845358583,6.155531206398381e-05,0.0006106606825900061,
0.004251083758895915,0.000261736745297286,6.088269101490389e-05,0.0007252572616000054,
0.004272663842378918,0.000264997236993186,5.999510679800388e-05,0.0009020598998580081,
0.0042654241825649235,0.0002658233142367357,5.929423720998371e-05,0.0007221515459100046,
0.004248977755122922,0.0002687529352659858,6.190250480510385e-05,0.0007225560332750048,
0.003931746195995423,0.0002562331181779858,5.990768647836376e-05,0.0006813974774100054,
0.004095753762057418,0.0002570132279954862,6.0499463257603845e-05,0.0007171401862650054,
0.00422907572539592,0.0002782665102089856,6.407205382030374e-05,0.0007250132439800057,
0.00406403814521292,0.0002659387633629856,6.287553578920383e-05,0.0006633870395150052,
0.004213980285184916,0.0002781117083019358,6.455686070790389e-05,0.0006124355223400048,
0.004216308212697422,0.00027737966892398555,6.457392876180385e-05,0.0008320500712100054,
0.004201954345660918,0.00027789204975848565,6.318836324750391e-05,0.0005868375553400049,
0.0042103948008320805,0.00028086225624848564,6.341315436258391e-05,0.0007671795017250056,
0.004203215217834923,0.0002693396823980357,6.394221892030378e-05,0.0005820944898100025,
0.004198341369907421,0.0002785243548847357,6.53479328835039e-05,0.000834895840800006,
0.0040337947243094165,0.00028092949913998577,6.594375196675395e-05,0.0008212946497450082,
0.004179538658106923,0.00028238603139498565,6.561114885140392e-05,0.000654244223364005,
0.004012985049840118,0.00028133885553598576,6.338129713790389e-05,0.0006132010432380067,
0.00417554688358742,0.00027038664211008544,6.222444443105388e-05,0.0005459553313000032,
0.0038833381284319205,0.0002735291401149858,6.239433942425391e-05,0.0007412578651500054,
0.00415835606533242,0.00026586126427948555,6.490191561695397e-05,0.0007500486632650067,
0.003991598466621422,0.0002758941515492856,6.430288497845386e-05,0.0008432931101400077,
0.00415287917170742,0.00026580588569698584,6.479696563375394e-05,0.0007658397468200064,
