"saccharose: (5.39173, 5.44305)","alpha-glucose: (5.2178, 5.26134)","beta-glucose: (4.62026, 4.67207)","fructose: (3.97917, 4.01542)",whole_spectrum
0.006212505998932159,5.73409844149912e-06,1.3081344041740141e-06,-5.9369375852002235e-06,
0.006204753700934629,9.084907367098783e-06,1.4302989714446348e-06,6.999529269992327e-08,
0.006197390119358659,1.1911608629699146e-05,1.2453856814560184e-06,1.3779959380996048e-06,
0.006216779172057624,1.4209902790998697e-05,1.3027314342750402e-06,-1.5124649660010297e-06,
0.0062055581046726645,1.4790426110199103e-05,1.3206660230220216e-06,6.539319235003767e-07,
0.006176473984382142,1.6123672770398827e-05,1.3958662381300524e-06,3.8086306134997768e-06,
0.0061655331161526595,1.8341011183498768e-05,1.3879148765300248e-06,-1.6151342124006e-06,
0.006172457086583911,2.0011581448098723e-05,1.4980026968010458e-06,5.599240989499046e-06,
0.006168331268451658,2.214869718889865e-05,1.3397716234530285e-06,8.282979597998475e-06,
0.006164954850337663,2.2959507841298424e-05,1.3138428203504266e-06,4.661115203999028e-06,
0.00614928316261765,2.516754752162323e-05,1.6889465821300427e-06,9.133711179999154e-06,
0.006141984939792683,2.66707093369991e-05,1.399046599830002e-06,1.6376740432499724e-05,
0.006139325246360156,2.6501116925898274e-05,1.478164827865055e-06,1.7883186949999028e-05,
0.0061477238676961475,3.0200647220998203e-05,1.4889105643940616e-06,1.5666408546999096e-05,
0.006136811560019181,3.148814903114869e-05,1.4242335279849899e-06,1.614985938749919e-05,
0.00612039223096018,3.5742196453098964e-05,1.4209102246854968e-06,-2.180974741401502e-06,
0.006117970279420163,3.497405779395822e-05,1.6242726746830275e-06,2.4882909730999415e-05,
0.00612977202351765,3.600424203379768e-05,1.3468533295750644e-06,3.159383091499915e-05,
0.006087702699540128,3.791872427194749e-05,1.682713345892102e-06,3.688628850599936e-05,
0.0060964800076126644,3.815332769149823e-05,1.5194455410575209e-06,2.9104484272998335e-05,
0.006070033183410157,4.176545023274786e-05,1.4974857072682697e-06,3.887479005749956e-05,
0.00557973273400331,4.271381196669678e-05,1.8058859727801697e-06,4.418578886609955e-05,
0.006087596629766102,4.391157720574651e-05,1.4522379523271867e-06,5.4948277099498664e-05,
0.005574421003398173,4.556108408974841e-05,1.527451846808012e-06,4.515881220499909e-05,
0.005909080350446168,4.665976896099829e-05,1.620144519140027e-06,6.162520558499919e-05,
0.006049442770996647,4.761040160849744e-05,1.6939761246415466e-06,6.2851138032499e-05,
0.006055577090592645,4.808215663449724e-05,1.6219348727125908e-06,6.715295189279951e-05,
0.006049285727058161,5.1837943749997596e-05,1.6271320690945677e-06,7.936918854299897e-05,
0.005508181880678969,5.1250335256498126e-05,1.725320143855516e-06,6.364928834100002e-05,
0.005868702064815147,5.4897505365297305e-05,1.694510133885117e-06,6.491145539331932e-05,
0.006010308395504166,5.429041370449819e-05,1.6613698808020298e-06,7.254577980799894e-05,
0.006019291610100157,5.3416307596397793e-05,1.6117247330590875e-06,7.038563764999923e-05,
0.006002387511772178,5.563093318949873e-05,1.682444799940953e-06,7.34090324300008e-05,
0.005828768725810125,5.60849420349964e-05,1.7382789348152071e-06,9.973239822249906e-05,
0.005979808738207653,5.724356851424734e-05,1.8370655092601015e-06,8.163483323499905e-05,
0.005508346953723901,6.302252347274737e-05,1.7220694166900873e-06,9.24088751349992e-05,
0.005987162999192167,6.524973344739808e-05,1.8873968754049986e-06,6.715191049499859e-05,
0.005970741100352121,6.291810036589619e-05,1.6755966587802423e-06,0.00010093004592999852,
0.005959610037710143,6.370807409074684e-05,1.617350579425142e-06,0.00011297501871399858,
0.005966571987466733,6.363225744609671e-05,1.7147473101102296e-06,0.00010309571078599866,
0.005969643702119156,6.760770585639721e-05,1.644975460000102e-06,0.00012156724039899918,
0.00595695481360017,6.776828840749814e-05,1.7153815219049737e-06,9.962156678500021e-05,
0.005955704048917557,6.86702594461973e-05,1.8151716731050959e-06,0.0001119176991339993,
0.0059320393735576545,7.14382842744972e-05,1.8187233801000572e-06,0.00012053128537999907,
0.005936648865697645,7.292368026049696e-05,2.1920777621001406e-06,0.00011869828689599971,
0.005918034663258097,7.410080258014512e-05,2.4011030840464347e-06,0.00012982574830899802,
0.005910270061331118,7.466834172319607e-05,2.529348428730292e-06,0.00013321683564999893,
0.005407600029422625,7.561328835609628e-05,1.6595664487402801e-06,0.00013684899945299892,
0.005732593589375123,7.675177140299612e-05,2.199972893620311e-06,0.00014447006993249835,
0.005436130115901147,7.723020867609691e-05,2.4426117276001474e-06,0.00013373514750499837,
0.005906595151625178,7.5601535946699e-05,3.1988732952498313e-06,0.00016208815087700028,
0.0058773730057401375,8.009782243649647e-05,3.0825538496502034e-06,0.0001487367896524983,
0.005898883281255128,8.15014465448962e-05,3.591556795485287e-06,0.0001384298039799984,
0.005876483041305133,8.167817262799637e-05,3.815682594910296e-06,0.00015634234047639912,
0.005371538107696646,8.376374983274688e-05,3.8252788431002184e-06,0.0001591831027929993,
0.005861520673817608,8.385327208249548e-05,3.827590121262895e-06,0.00015615555096249917,
0.005858622110835111,8.530842410689533e-05,4.2526480003554356e-06,0.0001785240241059991,
0.005845401118648064,8.562358260424388e-05,4.2003313885706836e-06,0.0001678693126419983,
0.005843456218220159,8.672429574805816e-05,4.4874821016750116e-06,0.0001589335707074999,
0.005840638405265107,8.677843010347537e-05,5.570009720640487e-06,0.0001845904411974991,
0.005838611010036106,8.750485296909517e-05,5.284813782180499e-06,0.00018689157855599918,
0.005819743437427081,9.66351148209941e-05,5.640093001370619e-06,0.00017525595600999895,
0.004737493683647622,9.30762033199959e-05,6.122628708203362e-06,0.0001708427184948704,
0.005810075591487652,9.142968446074761e-05,5.5580198846000344e-06,0.00018047140707199973,
0.0047423086850091195,9.593202346013573e-05,6.5141623001704055e-06,0.0001780926697052495,
0.00580521016702514,9.702255081849676e-05,6.539662700545245e-06,0.00020683671657799918,
0.0057945373708091115,9.446097786299518e-05,6.925028274782464e-06,0.00019731803239099867,
0.005789629346933931,9.495576488739622e-05,6.944506392950262e-06,0.0001923379945984997,
0.005777278050370108,9.438821898799534e-05,6.61027101370048e-06,0.00020659082378999925,
0.005768677682207103,9.545308726659516e-05,7.632855536620542e-06,0.00018245853101499834,
0.005607566190443596,9.733295231349504e-05,7.690534925250597e-06,0.0002149839460373583,
0.005781858010052104,9.750807838024503e-05,8.378731957675548e-06,0.00019774704212999878,
0.005753573444769089,0.00010302299625307448,8.681752956950676e-06,0.000244461317259999,
0.00575790601321312,0.0001042292814979959,8.536167090200387e-06,0.0002450526640174998,
0.005747715929147105,0.00010067147041299522,9.926041507850514e-06,0.00022201539338249823,
0.005727601759855042,0.00010446272685919293,9.699479923925927e-06,0.00021242546505999797,
0.005724060726670884,0.00010224003253149415,9.702183913870735e-06,0.00022285338926499796,
0.005710692923849109,0.0001111917786948954,9.939012186185482e-06,0.00025032713545199956,
0.005690527252844501,0.00010327299629284489,9.950945009650612e-06,0.00021646812069399857,
0.005710375439951089,0.00010879489049249469,1.0129577379850669e-05,0.00023284161368049847,
0.005710503866705137,0.00010687914294199695,1.1259359721410152e-05,0.0002604865768324996,
0.005702484963152149,0.00011209776511599539,1.1571998030285478e-05,0.00021167983497149883,
0.005507210834664111,0.00011755328769949548,1.16944154195405e-05,0.00022771366889999834,
0.0056698660969000895,0.0001122811683779945,1.1993488138907674e-05,0.00025254626706099916,
0.0056674737436255875,0.00011709360205869408,1.2124041698345709e-05,0.00023782488157599887,
0.005665163727156098,0.00010973898437249493,1.1854847984700618e-05,0.0002560424772719979,
0.00563794892382604,0.00010921241834499268,1.2234889662681078e-05,0.0002805272035389983,
0.005487377392792096,0.00011096865071149486,1.2713961725350651e-05,0.00023938684554249788,
0.00517099916711457,0.00011277351569349332,1.3310301906555897e-05,0.000274000215812998,
0.00563809775593908,0.0001168830656969443,1.310131375033074e-05,0.00028471266387049895,
0.005455873506873351,0.00011659293597479279,1.3093744702340994e-05,0.00030197087251219773,
0.005622321275405119,0.00011904273152833608,1.4119880393125259e-05,0.00029970821808519984,
0.00562807701813308,0.00011868717609399401,1.4312923168120774e-05,0.0002453289780349985,
0.00501973757365409,0.00011652348993199422,1.4654055769110745e-05,0.00030343476966749835,
0.005621838854760114,0.00011650725742759542,1.5344730558450405e-05,0.00029138661129899903,
0.005611767945085094,0.0001216815903805947,1.552051640674564e-05,0.00027894125501999936,
0.0055957432851856045,0.00012338430510174512,1.5619632670150526e-05,0.0002877173572419985,
0.005589964031223117,0.00012394736312149613,1.5890804244360286e-05,0.0003270013042175005,
0.0054217482306500924,0.00012479612630999462,1.5293211462410622e-05,0.00030816606388599845,
0.0055822190105151,0.00013099273150729508,1.5827769357157225e-05,0.0002807965977399976,
0.005569641747647576,0.00013003738434959374,1.6278926296570923e-05,0.0002993832121079981,
0.005556826166506451,0.00012644725810749273,1.649178079585112e-05,0.00031119422421349834,
0.005551959935116694,0.0001315705861234947,1.5914360333200612e-05,0.00031374839288599916,
0.0055450076865240705,0.00013363542257949337,1.7943701309706882e-05,0.0003289863526606232,
0.005542179596933828,0.0001222159717423937,1.7411452349699835e-05,0.00033048876507549887,
0.0053595684017920305,0.00012335356888039183,1.7423194557323755e-05,0.00032248829076749917,
0.0055297536646370885,0.0001367275964734693,1.8347128265900714e-05,0.00036514199969199903,
0.0053352332567170235,0.00013718818910329135,1.778635275776339e-05,0.0003458865456149983,
0.005507361560766349,0.000127337724123995,1.877704659194054e-05,0.0003673635152299993,
0.005514292754215059,0.00013325905982249287,1.854649922420359e-05,0.0003544621580446981,
0.0054933823830200625,0.00013361427221199302,1.9373442875701043e-05,0.0003442239852589988,
0.005498886068017571,0.00013529691795899362,1.9478863583475877e-05,0.00036677923534399957,
0.005308922767810087,0.0001344458675699945,1.975804149531067e-05,0.00036573576737499954,
0.005483174656143811,0.00013114014014124292,1.9313381193071015e-05,0.00033767598343499854,
0.005482191942989103,0.00014192327223199526,2.013218981761444e-05,0.0003962033578947503,
0.005464831456673093,0.0001383916254637947,2.098708025045064e-05,0.00037243697765299965,
0.00545336895117608,0.0001379170866179938,2.0525024772850808e-05,0.0003517491057449995,
0.0054519322512190296,0.0001342015489994916,2.1004389148661365e-05,0.0003168075586199974,
0.005447495901348052,0.0001343268596195325,2.0839132967351137e-05,0.0004094004220879994,
0.005277671750201066,0.00014084222751729333,2.033344678036353e-05,0.0003873349046249984,
0.005446909065982556,0.00014204729520571308,2.2388531656161122e-05,0.0003856221563539991,
0.005258671891487524,0.0001419756380127414,2.1653249228781416e-05,0.0003824195966725993,
0.004964301222340043,0.0001423928126232419,2.294209017162126e-05,0.00040934528420699857,
0.004956153612070485,0.00014913050491324438,2.319158746377572e-05,0.00036321738647749995,
0.0054168554875720296,0.00014340327393749179,2.2313466967651407e-05,0.00035053215167249767,
0.005402464515744998,0.00014555390414699033,2.3183900371401792e-05,0.00040719697961499857,
0.0052051601293495245,0.00013907621577999128,2.2466456777061492e-05,0.00038599900556399825,
0.005401661405111048,0.00014553623333209235,2.3414612780731244e-05,0.00045212611275399913,
0.005373823141680032,0.00014729206683749164,2.3079861504911423e-05,0.00040429474496949823,
0.004954422799597235,0.00015128640685019184,2.2057005112391402e-05,0.0004340459562069988,
0.005378654984475073,0.00014799692833809375,2.4520680784050866e-05,0.0004182322620999995,
0.005370891778345006,0.0001487025438675407,2.4712617719911728e-05,0.000443552874929999,
0.0051842613359974485,0.0001499010738584921,2.3952180138951265e-05,0.00037566467062299794,
0.005349909138122581,0.00015330924977249445,2.4996717763480673e-05,0.0004556626800934996,
0.005344829251788067,0.00015064247496649334,2.4366965412900867e-05,0.0004203631104299992,
0.005331141085869054,0.00016062433234884267,2.4764842242951037e-05,0.00048403912580499995,
0.005166342542944524,0.00015286761700539114,2.4896798522251546e-05,0.00046413047763499936,
0.005331161845775072,0.00015567229839849389,2.4780123041350742e-05,0.0004830674273460003,
0.004867061866373017,0.00014636280202949098,2.5238302428101582e-05,0.00044611456123999876,
0.005311676103388008,0.00015507977996074082,2.6957201631401767e-05,0.0004520408441519986,
0.0051313019228215245,0.00015493609675349128,2.617637505995153e-05,0.00040099981753499757,
0.004866555020763788,0.0001500364972739919,2.6595639601601376e-05,0.00043101968910499934,
0.005105013303844232,0.00016155907363858956,2.6377817006401994e-05,0.0004362679866464971,
0.00528886915256752,0.00015682048948119115,2.6989349889201558e-05,0.0005089628059625,
0.0051011676423475,0.0001589009013129904,2.751885390185182e-05,0.0004884127773699986,
0.005269615458041037,0.0001531644396169918,2.6570122702331346e-05,0.00045240477237783937,
0.004824400011012017,0.00015810769235549086,2.770850202336169e-05,0.0004991961871669987,
0.005250495679255026,0.00016053471008449133,2.834575002382157e-05,0.0004892614413449986,
0.005250939568904441,0.00016073077144799195,2.7807509825301218e-05,0.0005289615870849996,
0.005261245061532413,0.0001612042838575508,2.8539847588301674e-05,0.0004699443136780986,
0.0052369525394125255,0.0001649412226868914,2.8714935657221467e-05,0.000425844829518998,
0.005228237693822013,0.00016470462339504078,2.8946062409151727e-05,0.0005310141618137495,
0.005229388304817015,0.00016377416753539072,2.9264603499261645e-05,0.0004986290773999988,
0.005220704172842013,0.00016386068038299053,2.940218687110167e-05,0.0005266251230129997,
0.005218727988970022,0.000173310593501991,2.967169679760164e-05,0.0004558583849959988,
