"2-pentene: (5.3, 5.6)","triethylsilane: (3.6, 3.95)","products: (1.16, 1.36)",whole_spectrum
0.017420849533763605,0.020696731835043846,0.002073909379000001,
0.023614709975639255,0.02333653929696535,0.0027573703156000013,
0.02764237147236926,0.024047834764167157,0.003236759037500001,
0.0305739530579981,0.02413223173944625,0.0035198882170000005,
0.03234381611441538,0.023969273373019,0.0036833290215000014,
0.033097967650549995,0.023676559684890377,0.003996919518500001,
0.0334340300295747,0.023509883601287515,0.004103013307000002,
0.033941157979468756,0.023284218597782406,0.004107482074500002,
0.0342637497946371,0.02318743599229705,0.004420656772000001,
0.034486117307827475,0.0230688523671765,0.004572920441500002,
0.034128204348176004,0.022840153684318205,0.0048550386375000015,
0.0341631269345976,0.022859575632013077,0.004684632086500002,
0.03401329658917411,0.022686538874704006,0.0045452825785000026,
0.03395438775689738,0.022817701977736797,0.005052873226000002,
0.033607809410430005,0.022520799105359195,0.004870850061000001,
0.03376329244305225,0.022622353649648926,0.005034370425500002,
0.0336095987505316,0.02255049620569631,0.005031188694000002,
0.033438117302750495,0.022303005750038903,0.005074653661000002,
0.033645846719575205,0.022440284577414708,0.005169408495000001,
0.03355992909413501,0.022396583861325262,0.005281840914000003,
0.0333164033049,0.022246770814556803,0.005311079179500002,
0.03332255970017099,0.022213774123478903,0.005122174451000002,
0.033044445201437005,0.02217492942869996,0.005452555169000003,
0.033016661445747,0.022113451364994256,0.005384472537000003,
0.03284063970810319,0.022041278182229757,0.005338229870500002,
0.032714702913499,0.022101405941014503,0.005470328649000002,
0.032812093809140803,0.02223774194505248,0.005735972957500002,
0.032715389026418,0.022130849501549456,0.005549665865500002,
0.032532033341986,0.02199900493624561,0.005655405064000002,
0.032488225327988,0.022015345987865108,0.005427108026000002,
0.03235769798836139,0.02198842848110021,0.005764586948500001,
0.032441883321055,0.0219200752728197,0.005559492934000002,
0.03240335730134126,0.02195772695757592,0.005593346959000003,
0.032432818303429,0.022048954986808752,0.0057155242790000015,
0.03222850547074601,0.021824108688549407,0.0054588844400000015,
0.03213451244631851,0.02184996316907655,0.005888246579000002,
0.03215159682275901,0.021872170771304954,0.005718077134000002,
0.03230345203664847,0.022026138831423955,0.005632410832000002,
0.032114613549560314,0.021913138088381506,0.005830719581500001,
0.031957591072055,0.021782392658182402,0.005754845360000002,
0.03206036512966199,0.021825442264401907,0.005746939798000002,
0.032128660554890894,0.021963298782172805,0.005653737748500001,
0.031993353492928096,0.021909782661209805,0.005754602103000002,
0.0318860280619717,0.021685313089643107,0.005620445493000002,
0.031925360452316545,0.0218194041828608,0.005733631770500002,
0.031912157203955696,0.021804132310377304,0.005758804823000002,
0.0318762138347943,0.021762498623038903,0.0057335864120000015,
0.03192801518172444,0.021900942317222456,0.005854809214500002,
0.031869289325509996,0.021747510045417605,0.005728111458000002,
0.031813068993604,0.021745372866349054,0.0057863663280000015,
0.03195936898950621,0.021783928118361204,0.005697522983500002,
0.03176344391469051,0.021725004527883052,0.005952179883000002,
0.03187897473185532,0.0217527915984585,0.005875926335500001,
0.031767081209785004,0.021713258745213005,0.006136331355500001,
0.03181244764153555,0.021662499773724402,0.005833544858000002,
0.03178041495009279,0.021656683282700106,0.006010655946500002,
0.031736577240562495,0.02161512320087401,0.005808438936000002,
0.031758879861678,0.02174550916769775,0.005951731178000002,
0.031714895690797454,0.02165177575726255,0.005901818970500002,
0.03178327875556889,0.021815306254682008,0.0061104104835000015,
0.031590151257823995,0.021605599355581758,0.006042337125000002,
0.031707673255458396,0.021724495929831604,0.0061605209035000014,
0.031725213447195595,0.02165455913846265,0.0059664329990000015,
0.0316235775578195,0.021636025170109006,0.006189514245000002,
0.031669598602025686,0.02162611995595375,0.005911948288500002,
0.031768390322856194,0.02168506024536267,0.005832748633500002,
0.03172393054416589,0.0216292346906562,0.005896357297500003,
0.0316208422581499,0.02164832005211175,0.006064938052500002,
0.03158853361160499,0.021649110592782926,0.0060864405180000025,
0.03159179807388745,0.021566896981040497,0.006172779190500003,
0.031607297748041094,0.0216315009588137,0.006136448658500002,
0.031646074502162495,0.02165391899153625,0.006147772221500002,
0.031449496117786996,0.02150684205024274,0.006261394456000002,
0.03147305908721029,0.021642082834946452,0.006463595551000002,
0.031630494136733946,0.021663899880466894,0.006206646995000002,
0.03154016088449849,0.021536998478935455,0.006205103300000001,
0.03142835616379149,0.021548449643724453,0.006457224337000002,
0.0315752693091614,0.021652933407351006,0.006385944202000001,
0.03156948493268985,0.021607558464219575,0.006334350592500003,
0.031472000246129006,0.0215323486396467,0.006399699536500002,
0.03147933685033149,0.02159768456450865,0.006348146887500003,
0.03155066264710149,0.02161735508660835,0.006240628461500003,
0.0315194509290462,0.021575562804111645,0.006471646833500001,
0.03142209529602699,0.0215331584394711,0.006536245871000002,
0.0314244403402299,0.021522314246875326,0.0062070701970000025,
0.03144043099837325,0.021480966121828107,0.006502277383000002,
0.0314812749926055,0.021590985248829807,0.006448952050500003,
0.03148581905757334,0.021481288986397905,0.006248350169000003,
0.031481875173910316,0.02153287463610845,0.006329227047500002,
0.031453585499988994,0.0215230241132474,0.006463145430500003,
0.031384144338049993,0.021502407525676823,0.006456919808500002,
0.031412747092843446,0.021477954133562106,0.006457987571000003,
0.031333188870339986,0.0214861469737804,0.006402170949000002,
0.03140294493601909,0.02152438615040926,0.006400508150000003,
0.03143561804064649,0.021536717792012012,0.0065811141110000025,
0.031404138241903655,0.021469773094348898,0.006515524972500002,
0.03131394164699469,0.02146965890303272,0.006492917745000002,
0.03127720854027335,0.021542928026867383,0.006756505490500001,
0.031375816378562994,0.0214840903364717,0.006519373715500002,
0.0312725996408625,0.021443151801064802,0.006608954837500002,
0.031236792159421295,0.02137616590746215,0.006616654876500002,
0.031195439721200993,0.021491939974364997,0.006836607046000002,
0.031195785850014503,0.02148920186672115,0.006829077141500002,
0.031211529751637747,0.02138491392156435,0.006688698748000002,
0.03128468000417414,0.021395418249640648,0.006591015923500003,
0.031240447087530595,0.0214438262304671,0.006671234898500002,
0.031163565064794,0.02142540943820988,0.006953751542000002,
0.031246956344523992,0.021423281972661894,0.006822667734500002,
0.031166402903122746,0.021363087770490945,0.006714082188500002,
0.03115760104069574,0.021347199048119634,0.006876727912000002,
0.03114048983874399,0.02142626540313498,0.006885095312000003,
0.0310857035804225,0.021318967325729424,0.006847078611500003,
0.0311090398938855,0.021395934775558404,0.0068577996490000025,
0.031176671236920903,0.02133752800600655,0.006624899768000002,
0.031229485744505202,0.021403292012634363,0.006843745415000002,
0.031060335820726002,0.02133007140360979,0.006926302084000002,
0.031178563110654388,0.0213359019228389,0.006885462744500003,
0.03116685632397943,0.021376861885718454,0.006698941463000003,
0.03100900519336699,0.021239128046795498,0.006755352711500004,
0.03105368224971569,0.021278356774191442,0.006818497844500003,
0.03104406519727976,0.021245081235849055,0.006688384977500002,
0.03094491204298451,0.021259432292345764,0.006928627084000002,
0.030988146546728493,0.021355223168899252,0.007148274390000002,
0.031009145000680402,0.02126290750661215,0.006846652168000003,
0.030874987911338993,0.021203367747417524,0.006984719757000002,
0.030790919473155494,0.021182608950309652,0.006960715767000003,
0.03084227143135538,0.0211698936221279,0.0069357842895000025,
0.030991210429327568,0.021236851568198618,0.006805189552500002,
0.030904881715598985,0.021191478652213002,0.006941650402000002,
0.030871988680067984,0.021264516640711908,0.006919854093500004,
0.03093606855656951,0.021270864868650607,0.007075548872500002,
0.030833760567198797,0.021259038616737246,0.007074510940000003,
0.030771609970720502,0.0212222506390825,0.007113435161000004,
0.030853231774025495,0.0211990768697089,0.007001736495500002,
0.03074815981105375,0.021220762947457353,0.007231502925500002,
0.030851424527478005,0.021184880469776506,0.006993227450500003,
0.0307852551083855,0.021107295244548158,0.007092933773000003,
0.0308298901518073,0.0211813485994661,0.007053849174500002,
0.0307068111148555,0.021169200169603903,0.007335940958000004,
0.0307147167207345,0.021227945047637104,0.007293384618500003,
0.030749172407801992,0.0212131942665471,0.007102502984000003,
0.03071633892714999,0.021144582315445064,0.007069722532500003,
0.030662460415735202,0.02115346928371605,0.007161195058000003,
0.030731853340057968,0.021185000980820802,0.0071624585325000024,
0.0306214947001524,0.021129264550682404,0.0071517343210000025,
0.030699733650251998,0.021121953753470146,0.007191902078500002,
0.030656187545971,0.021137618915077,0.007189255989000002,
0.030580485065474994,0.021097449213266693,0.007264177471500002,
0.030636417152025988,0.021131954430260117,0.007338259916000003,
0.030656026469863,0.021143259684849505,0.007225488865500003,
0.030621041060238004,0.021128727110879233,0.007368753528500003,
0.030520593350852995,0.021024297616791508,0.0072009814450000025,
0.0305332899884075,0.021037093704187257,0.007184371295500003,
0.030469043453230298,0.02103647080332077,0.0073290187800000035,
0.030514631406757593,0.0210532501460997,0.0073460380985000025,
0.030457740639659992,0.021033957340147874,0.007387257859500002,
0.030460522994598498,0.021024334040791348,0.007244054776000004,
0.030575694209793593,0.02111029180457845,0.007277773951000002,
0.03045181961764,0.02114736081965565,0.007575903624500002,
0.03037377228266624,0.020984298323702667,0.007595789280500002,
0.030472595770690496,0.021014080657969572,0.007258411208500002,
0.030389565202933993,0.021036260070596575,0.0074294177815000025,
0.03022866568250649,0.020916896383389703,0.007561612868500002,
0.03039128319837099,0.020936039549928002,0.007460590528500001,
0.03038560319750734,0.02090050485200335,0.007178800719500002,
0.030294179402847003,0.020898709647830985,0.007550765925000002,
0.03031522562097532,0.020998412917690227,0.007589245538000002,
0.030358745384811044,0.020937318451861007,0.007548441383000002,
0.030247760566124486,0.020910065183758854,0.007635397003500002,
0.03035901346600079,0.020979936076282926,0.007401141046500002,
0.030297505199340595,0.02101850871621208,0.007519358747500002,
0.03028578781446599,0.021044342445956845,0.007685866580500002,
0.030201108858673983,0.020887191467827405,0.007635110611000002,
0.03024284616288099,0.020904501150660757,0.007728127500500002,
0.03002079875103001,0.02080251891082776,0.007876618271500003,
0.030070152990710794,0.020877648712565706,0.007633293539000003,
0.030117805573673495,0.020850752619414662,0.007706135853500001,
0.03003634464025249,0.020854487991031057,0.007579433760500002,
0.0300313608380635,0.02081483420863765,0.007786590883500002,
0.030015153432472498,0.020771490041515964,0.007682457241000002,
0.030143071298976705,0.020872646568141747,0.007581261848500002,
0.030009917814140995,0.02086183395204395,0.007850844341500001,
0.03017879733402154,0.020911641899908198,0.007574108412000003,
0.030049479820621998,0.020842741581942253,0.0076970416375000015,
0.029967919539186993,0.020854897060792757,0.0080327282835,
