"1-hexene: (3.599926, 3.679897)","triethylsilane: (4.079348, 4.129027)","product: (4.668059, 4.857709)",whole_spectrum
0.05303128487373443,0.07280259401700918,0.04077781531687727,0.29917898467084747
0.0829715729101385,0.10738817700924727,0.06392111328994966,0.4813857437898704
0.09843836385891166,0.1250758117674208,0.07376322705734961,0.5942011052120083
0.10616857319702558,0.1319216514277354,0.07982982925349456,0.6649944358483739
0.11005287207123893,0.13408487618968337,0.0841409949813095,0.7119311037888889
0.11210431530177387,0.13497438736265838,0.08654794040004948,0.7437692997861353
0.11282967635129615,0.13441719580733688,0.08893655979429949,0.7656851564945828
0.11302485193506492,0.13428469056303038,0.0893385468065895,0.7802103235143218
0.11354737518563113,0.13345100022841594,0.0913383857688495,0.7928584013637289
0.11382746333854708,0.1332602943634734,0.0925770411904645,0.8042416112655778
0.11445781774610495,0.13351882825517342,0.0935683864575995,0.8142016582933111
0.11570259827844574,0.1340217566117711,0.0948206354323995,0.8274239716235571
0.1169298132838127,0.13328932518789888,0.0973984095739995,0.8392083823641456
0.1169932060340604,0.13547386101325887,0.0944831257181305,0.8402862284892796
0.11721048504678336,0.13530630829153698,0.09514340352995951,0.8434427344805978
0.11737991087723494,0.13562266292043837,0.09541058579548449,0.8466311830617944
0.1171503248898314,0.1347991681071164,0.0968384193740495,0.8482378812441379
0.11749143400329894,0.1348239872336564,0.09723463379739948,0.8501281250362456
0.11732569039454091,0.1355560491447454,0.09618326071721649,0.8503295007256834
0.1179490132650379,0.13588553648567742,0.0965742636230495,0.853180511850087
0.1183231686193609,0.1352959604760514,0.0977300305385995,0.8554869694082454
0.11846699744960561,0.13703777139666914,0.09533035574370949,0.854606122655101
0.11767493662571893,0.1358109118546938,0.09650794308829949,0.8528668915672417
0.1173732388541132,0.1352382202072554,0.09675216736994949,0.8505675602370462
0.11708816148988141,0.134327419005188,0.09739447892764949,0.8497514643459277
0.11665877069491262,0.1351870563160444,0.09604781622416948,0.8480669895755988
0.11635105474979592,0.13494581261237643,0.0956846006316095,0.846208885722292
0.11611385115484094,0.13377656086822143,0.0969741123307995,0.8451439636504359
0.11580621117558018,0.13533967970335656,0.0940251122124465,0.8407292657507469
0.11519012155246017,0.13400473684019243,0.09546088668045949,0.8385855444715059
0.11542974685799945,0.1340696246303814,0.09564294500739952,0.8380163070601961
0.1146842659667504,0.13392876085226893,0.095082934946899,0.8347132661427675
0.1144587615775837,0.13316738019874644,0.0957269231352495,0.8329737086213407
0.1146995340172156,0.13360362186192468,0.09560176130654949,0.8336993352535361
0.1144072604853904,0.1335362480369924,0.09555084083184949,0.8330335399479795
0.11440975132031611,0.1338208343895489,0.0949837942838645,0.8324557637363105
0.11446628967363066,0.1343989372719964,0.09436069076851049,0.8324931265060138
0.11491265682985191,0.133618707219565,0.0956336677650995,0.8329171123662726
0.11492615206996841,0.1330733726788204,0.09643920879444949,0.8334625770563316
0.11492428314834799,0.13382118032542603,0.0952501499171995,0.8324441386844792
