3.600020000000000220e+00	-3.356400000000000052e-04
3.600140000000000118e+00	-4.068860000000000207e-04
3.600260000000000016e+00	-4.776900000000000156e-04
3.600379999999999914e+00	-3.566600000000000174e-04
3.600509999999999877e+00	-2.360569999999999932e-04
3.600630000000000219e+00	-3.021519999999999762e-04
3.600750000000000117e+00	-3.682469999999999862e-04
3.600870000000000015e+00	-4.343409999999999806e-04
3.600989999999999913e+00	-5.002519999999999667e-04
3.601109999999999811e+00	-4.856600000000000088e-04
3.601240000000000219e+00	-4.710669999999999810e-04
3.601360000000000117e+00	-4.564750000000000231e-04
3.601480000000000015e+00	-4.417399999999999821e-04
3.601599999999999913e+00	-3.653460000000000084e-04
3.601719999999999811e+00	-2.889500000000000033e-04
3.601840000000000153e+00	-2.125549999999999868e-04
3.601970000000000116e+00	-1.365489999999999966e-04
3.602090000000000014e+00	-2.301109999999999928e-04
3.602209999999999912e+00	-3.236749999999999935e-04
3.602329999999999810e+00	-4.172369999999999898e-04
3.602450000000000152e+00	-5.100410000000000317e-04
3.602570000000000050e+00	-2.722709999999999822e-04
3.602700000000000014e+00	-3.481660000000000137e-05
3.602819999999999911e+00	6.498339999999999856e-05
3.602939999999999809e+00	-1.094430000000000023e-04
3.603060000000000151e+00	-3.605689999999999828e-04
3.603180000000000049e+00	-4.468240000000000167e-04
3.603299999999999947e+00	-3.412439999999999874e-04
3.603419999999999845e+00	-2.359659999999999969e-04
3.603549999999999809e+00	-2.621459999999999936e-04
3.603670000000000151e+00	-2.878860000000000013e-04
3.603790000000000049e+00	-1.217910000000000000e-04
3.603909999999999947e+00	4.367519999999999817e-05
3.604029999999999845e+00	-6.490959999999999937e-05
3.604150000000000187e+00	-1.730529999999999981e-04
3.604280000000000150e+00	-8.936140000000000131e-05
3.604400000000000048e+00	-5.795859999999999596e-06
3.604519999999999946e+00	2.295969999999999974e-05
3.604639999999999844e+00	5.140049999999999686e-05
3.604760000000000186e+00	-5.718430000000000068e-05
3.604880000000000084e+00	-1.655399999999999905e-04
3.605010000000000048e+00	-1.745530000000000074e-04
3.605129999999999946e+00	-1.832509999999999977e-04
3.605249999999999844e+00	-5.492399999999999794e-05
3.605370000000000186e+00	7.316200000000000188e-05
3.605490000000000084e+00	9.676729999999999761e-05
3.605609999999999982e+00	1.200579999999999947e-04
3.605739999999999945e+00	6.323800000000000338e-06
3.605859999999999843e+00	-1.070849999999999954e-04
3.605980000000000185e+00	-7.832909999999999515e-05
3.606100000000000083e+00	-4.957360000000000255e-05
3.606219999999999981e+00	-2.081809999999999978e-05
3.606339999999999879e+00	8.291580000000000665e-06
3.606469999999999843e+00	1.915540000000000027e-04
3.606590000000000185e+00	3.743770000000000106e-04
3.606710000000000083e+00	3.653640000000000208e-04
3.606829999999999981e+00	3.561269999999999735e-04
3.606949999999999878e+00	2.492589999999999932e-04
3.607070000000000221e+00	1.427070000000000010e-04
3.607200000000000184e+00	1.731790000000000033e-04
3.607320000000000082e+00	2.039699999999999868e-04
3.607439999999999980e+00	3.737139999999999798e-04
3.607559999999999878e+00	5.432669999999999470e-04
3.607680000000000220e+00	6.306079999999999498e-04
3.607800000000000118e+00	7.176560000000000014e-04
3.607930000000000081e+00	6.779559999999999580e-04
3.608049999999999979e+00	6.384449999999999631e-04
3.608169999999999877e+00	6.811490000000000340e-04
3.608290000000000219e+00	7.238449999999999789e-04
3.608410000000000117e+00	7.631159999999999896e-04
3.608530000000000015e+00	8.019449999999999799e-04
3.608659999999999979e+00	6.489399999999999769e-04
3.608779999999999877e+00	4.965409999999999746e-04
